NCT Number,Title,Acronym,Status,Study Results,Conditions,Interventions,Outcome Measures,Sponsor/Collaborators,Gender,Age,Phases,Enrollment,Funded Bys,Study Type,Study Designs,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents,URL
NCT02546609,The Effect Of NS-0200 Versus Placebo On Hepatic Fat Content In Patients With Non Alcoholic Fatty Liver Disease,,Completed,Has Results,NAFLD,Drug: Leu-Met-Sil 0.5|Drug: Leu-Met-Sil 1.0|Drug: Placebo,Change in Hepatic Fat|Change in Serum AlanineAaminotransferase (ALT) Levels|Change in Circulating Cytokeratin 18 Fragments (M30)|Change in Heamoglobin A1c (HbA1c)|Change in Fasting Glucose|Change in Insulin|Change in Blood Lipids (Cholesterol)|Change in Blood Lipids (High Density Lipoprotein:HDL)|Change in Low Density Lipoproteins (LDL)|Change in Triglycerides|Change in C-reactive Protein|Change in Insulin Sensitivity (HOMA-IR),NuSirt Biopharma,All,"18 Years to 75 Years   (Adult, Older Adult)",Phase 2,91,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",NS-0200-01,19-Nov-15,30-Nov-16,31-Jan-17,11-Sep-15,2-May-18,2-May-18,"Catalina Research Institute, Chino, California, United States|University of California San Diego, San Diego, California, United States|Rocky Mountain Research, Wheat Ridge, Colorado, United States|Atlanta Gastroenterology Associates, Atlanta, Georgia, United States|GI Specialists of Georgia, Marietta, Georgia, United States|Northwestern University, Chicago, Illinois, United States|Indiana University, Indianapolis, Indiana, United States|University of North Carolina Chapel Hill, Chapel Hill, North Carolina, United States|Sterling Research, Cincinnati, Ohio, United States|Premier Clinical Research, Clarksville, Tennessee, United States|Gastro One, Germantown, Tennessee, United States|Quality Medical Research, Nashville, Tennessee, United States|Virginia Commonwealth University, Richmond, Virginia, United States",,https://ClinicalTrials.gov/show/NCT02546609
NCT02541045,Clinical Trial to Evaluate the Efficacy of Metadoxine as a Therapy for Patients With Non-alcoholic Steatohepatitis,,Suspended,No Results Available,Non-alcoholic Steatohepatitis,Drug: metadoxine|Other: placebo,improvement in the degree of non-alcoholic fatty liver disease score (NAS)|improvement in liver steatosis measured on a scale from 0 to 3|improvement in lobular inflammation measured on a scale from 0 to 3|improvement in ballooning measured on a scale from 0 to 2|improvement in alanine aminotransferase serum levels|improvement in aspartate aminotransferase serum levels|improvement in the degree of liver fibrosis measured on a scale from 0 to 2|to compare the occurrence of adverse effects between groups,Hospital General de Mexico,All,"18 Years to 65 Years   (Adult, Older Adult)",Phase 3,108,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",DI/15/108/03/48,Aug-15,Aug-19,Aug-19,4-Sep-15,null,21-Sep-18,"Hospital General de México, Mexico City, DF, Mexico",,https://ClinicalTrials.gov/show/NCT02541045
NCT02535195,Effect of Ginger Supplement on Non-alcoholic Fatty Liver,,Completed,No Results Available,Non-alcoholic Fatty Liver Disease,Dietary Supplement: Ginger supplement|Dietary Supplement: Placebo (starch),Serum levels of the ALT liver enzyme|Serum levels of the AST liver enzyme|controlled attenuation parameter(CAP) score,Dr Azita Hekmatdoost|National Nutrition and Food Technology Institute,All,"18 Years to 70 Years   (Adult, Older Adult)",Phase 2|Phase 3,60,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment",93-03-161-27265,Mar-13,Feb-14,Aug-15,28-Aug-15,null,28-Aug-15,,,https://ClinicalTrials.gov/show/NCT02535195
NCT02530138,"The Effect of Synbiotics Supplement on Lipid Profile, Liver Enzymes, Inflammatory Factors and Hepatic Fibrosis in Lean and Normal Weight Patients With Nonalcoholic Fatty Liver",,Unknown status,No Results Available,Non Alcoholic Steatohepatitis,Dietary Supplement: synbiotic|Dietary Supplement: Placebo,Alaninaminotransferase (ALT) (UL)|hepatic steatosis (cap score)|Body Mass Index (BMI) (kg/m2),National Nutrition and Food Technology Institute,All,"18 Years to 70 Years   (Adult, Older Adult)",Phase 2|Phase 3,42,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",563,Aug-14,Feb-16,null,20-Aug-15,null,20-Aug-15,"NNFTRI clinic, Tehran, Iran, Islamic Republic of",,https://ClinicalTrials.gov/show/NCT02530138
NCT02528305,The Effect of HIT in Patients With Non-alcoholic Fatty Liver Disease/Steatohepatitis,,Completed,Has Results,Non-alcoholic Steatohepatitis|Non-alcoholic Fatty Liver Disease,Other: High-intensity Interval Training,"Homeostasis Model Assessment of Insulin Resistance (HOMA-IR)|Oral Glucose Tolerance Test|AST: ALT Ratio|FIB-4|Body Fat Mass Estimated Via Bioimpedance|Blood Pressure|General Well-being as Assessed by SF-36 Questionnaire|Short-term Memory Recall|Estimated VO2 Max|Physical Function-""Get up and go"" Test|Ankle Brachial Pressure Index (ABPI)|Long-term Memory Recall|Executive Function (Verbal Fluency Test)",University of Bath|Abertay University,All,20 Years to 59 Years   (Adult),Not Applicable,12,Other,Interventional,Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,2015CM,Oct-15,Jun-16,Jun-16,19-Aug-15,4-May-18,4-May-18,"Abertay University, Dundee, United Kingdom|Ninewells Hospital, Dundee, United Kingdom",,https://ClinicalTrials.gov/show/NCT02528305
NCT02526732,Hepatic Inflammation and Physical Performance in Patients With NASH,HELP,Completed,No Results Available,Non-alcoholic Fatty Liver Disease,Other: individual training program,Change in physical performance|Change in liver inflammation,Priv.-Doz. Dr. J. Schattenberg|Johannes Gutenberg University Mainz,All,"18 Years to 70 Years   (Adult, Older Adult)",Not Applicable,44,Other,Interventional,Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care,2015_04_001_HELP,Sep-15,20-Dec-17,20-Dec-17,18-Aug-15,null,5-Sep-18,"University Medical Center of the Johannes Gutenber Univeristy, Mainz, Germany",,https://ClinicalTrials.gov/show/NCT02526732
NCT02513121,Dietary Treatment Study of Pediatric NAFLD,DTS,Completed,No Results Available,Nonalcoholic Fatty Liver Disease,Other: Dietary modification,Change of fat in the liver measured by proton density fat fraction (PDFF)|Change in alanine aminotransferase (ALT)|Change in aspartate aminotransferase (AST)|Change in gamma-glutamyl transferase (GGT)|Change in weight|Change in body mass index (BMI)|Change in waist circumference,"University of California, San Diego|Emory University|Nutrition Science Initiative",Male,11 Years to 16 Years   (Child),Not Applicable,40,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,2015-4405,Jul-15,31-Aug-17,31-Aug-17,31-Jul-15,null,11-Jan-18,"University of California, San Diego, San Diego, California, United States|Emory University, Atlanta, Georgia, United States",,https://ClinicalTrials.gov/show/NCT02513121
NCT02510599,Safety and Efficacy of Solithromycin in the Treatment of Nonalcoholic Steatohepatitis Without Cirrhosis,,Completed,No Results Available,Nonalcoholic Steatohepatitis,Drug: solithromycin,To evaluate effects on hepatic histology in patients with NASH|Changes in Steatosis on liver biopsy|Changes in hepatocellular ballooning score on liver biopsy|Changes in inflammation on liver biopsy,"Melinta Therapeutics, Inc.",All,"18 Years to 70 Years   (Adult, Older Adult)",Phase 2,10,Industry,Interventional,Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,CE01-205,Dec-15,27-Jan-17,28-Feb-17,29-Jul-15,null,21-Mar-17,"Case Western University Hospitals, Cleveland, Ohio, United States",,https://ClinicalTrials.gov/show/NCT02510599
NCT02500147,Metformin for Ectopic Fat Deposition and Metabolic Markers in Polycystic Ovary Syndrome (PCOS),,Recruiting,No Results Available,Polycystic Ovary Syndrome|Non-Alcoholic Fatty Liver Disease|Metabolic Syndrome,Drug: Metformin|Drug: Placebo,"Difference in percentage liver fat between Metformin arm and Placebo arm in adolescents and young adults with PCOS and with elevated percentage liver fat (>/=4.8%)|Proportion of PCOS subjects with the PNPLA3 allele comparing those with elevated percentage liver fat (>/=4.8%) and those with normal percentage liver fat (<4.8%) by magnetic resonance spectroscopy|The association of percentage liver fat by magnetic resonance spectroscopy with insulin resistance as measured by HOMA-IR in adolescents with PCOS|The association of percentage liver fat with triglycerides|The association of percentage liver fat with visceral adipose tissue|The association of percentage liver fat with total body adipose tissue|The association of percentage liver fat with pancreatic polypeptide|The association of percentage liver fat with M30, a hepatic apoptosis marker",Columbia University,Female,"13 Years to 25 Years   (Child, Adult)",Phase 4,46,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment",AAAF4452,Jul-13,Jun-19,Jun-20,16-Jul-15,null,4-Nov-16,"Columbia University Medical Center, New York, New York, United States",,https://ClinicalTrials.gov/show/NCT02500147
NCT02498990,Low Calorie Diet and Diabetes,LCD,Enrolling by invitation,No Results Available,Diabetes Mellitus Type 2|Dyslipidemia|Non-alcoholic Fatty Liver Disease|Obesity,Behavioral: Low calorie diet followed by life style intervention,"Change from Baseline in HbA1c (mmol/mol) at 12 and 24 months|Change from Baseline in BMI (kg/m2) at 7 weeks, 6,12, and 24 months|Change from Baseline in Liver Fat (Controlled Attenuation Parameter, db/m) at 7 weeks, 6, 12 and 24 months|Change from Baseline in Cholesterol (mmo/l) and Triglycerides (mmol/l) at 7 weeks, 6, 12 and 24 months|Change from Baseline in 2-hour Glucose (mmol/l) and Insulin (mU/l) by Glucose tolerance test at 7 weeks, 6, 12 and 24 months",Karolinska University Hospital,All,"18 Years to 65 Years   (Adult, Older Adult)",Not Applicable,40,Other,Interventional,Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,2015/628-31,Aug-15,Feb-19,Aug-19,15-Jul-15,null,25-Aug-17,"Karolinska University Hospital, Stockholm, Sweden",,https://ClinicalTrials.gov/show/NCT02498990
NCT02496390,Transplantation of Microbes for Treatment of Metabolic Syndrome & NAFLD,FMT,Completed,No Results Available,Diabetes Mellitus|Non-alcoholic Fatty Liver Disease,Biological: Autologous|Biological: Allogeneic,Improvement in Homeostasis model assessment [HOMA] score.|Fat reduction|Reducing body fat|Gut permeability|Microbiome modulation|Modulation of lipid and hormone metabolism,Lawson Health Research Institute,All,"18 Years and older   (Adult, Older Adult)",Phase 1|Phase 2,21,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",IDFMT - 001,Jun-16,Apr-18,Dec-18,14-Jul-15,null,11-Dec-18,"Michael Silverman, London, Ontario, Canada",,https://ClinicalTrials.gov/show/NCT02496390
NCT02491905,Safety and Efficacy of HL Tablet in Non-alcoholic Fatty Liver Disease Patients,,Completed,No Results Available,Non-alcoholic Fatty Liver Disease,Drug: HL tablet|Drug: Placebo,To assess the change of hepatic fat by Magnetic Resonance spectroscopy (MRS) after administration of HL tablet compared with baseline|Changes in Alanine Transaminase (ALT)|Changes in Asparate Transaminase (AST)|Changes in cholesterol|Changes in triglyceride|Changes in free fatty acid|Changes in insulin resistance|Changes in Body Mass Index (BMI),"Huons Co., Ltd.",All,"19 Years to 75 Years   (Adult, Older Adult)",Phase 2,69,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",12-HS-HP-09-1,Nov-13,May-15,May-15,8-Jul-15,null,8-Jul-15,"Huons, Ansan, Kyeonggi-do, Korea, Republic of",,https://ClinicalTrials.gov/show/NCT02491905
NCT02491229,"""Hepafast"" in Non-alcoholic Fatty Liver Disease (NAFLD)",,Completed,No Results Available,Non-alcoholic Fatty Liver Disease (NAFLD)|Obesity,Other: Hepafast|Other: LOGI diet,"change from baseline in hepatorenal index at two weeks, six weeks and twelve weeks after starting a defined way of nutrition|change from baseline in fatty liver index at two weeks, six weeks and twelve weeks after starting a defined way of nutrition|change from baseline in the classification of non-alcoholic fatty liver disease (NAFLD) based on ultrasound at two weeks, six weeks and twelve weeks after starting a defined way of nutrition|change from baseline in body weight at two weeks, six weeks and twelve weeks after starting a defined way of nutrition|change from baseline in blood pressure (systolic and diastolic) at two weeks, six weeks and twelve weeks after starting a defined way of nutrition|change from baseline in GGT at two weeks, six weeks and twelve weeks after starting a defined way of nutrition|change from baseline in GOT at two weeks, six weeks and twelve weeks after starting a defined way of nutrition|change from baseline in GPT at two weeks, six weeks and twelve weeks after starting a defined way of nutrition|change from baseline in AP at two weeks, six weeks and twelve weeks after starting a defined way of nutrition|change from baseline in triglycerides at two weeks, six weeks and twelve weeks after starting a defined way of nutrition|change from baseline in HDL cholesterol at two weeks, six weeks and twelve weeks after starting a defined way of nutrition|change from baseline in LDL cholesterol at two weeks, six weeks and twelve weeks after starting a defined way of nutrition|change from baseline in fasting glucose at two weeks, six weeks and twelve weeks after starting a defined way of nutrition|change from baseline in insulin at two weeks, six weeks and twelve weeks after starting a defined way of nutrition|change from baseline in HbA1c at two weeks, six weeks and twelve weeks after starting a defined way of nutrition|change from baseline in hsCRP at two weeks, six weeks and twelve weeks after starting a defined way of nutrition",University of Hohenheim|Bodymed AG,All,"18 Years to 65 Years   (Adult, Older Adult)",Not Applicable,40,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,ZKES HEPA V2.0,Jan-15,May-15,Dec-15,7-Jul-15,null,14-Jan-16,"University of Hohenheim, Stuttgart, Germany",,https://ClinicalTrials.gov/show/NCT02491229
NCT02469272,Fecal Microbiota Transplantation (FMT) in Nonalcoholic Steatohepatitis(NASH). A Pilot Study,,Recruiting,No Results Available,Nonalcoholic Fatty Liver Disease,Drug: Fecal Microbiota Transplantation,degree of hepatic steatosis as determined by MRI|Liver Function Tests|Markers of insulin sensitivity,Lifespan,All,"18 Years and older   (Adult, Older Adult)",Phase 1,5,Other,Interventional,Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,Committee # 2014-15,May-15,Jun-18,Jun-18,11-Jun-15,null,1-Nov-17,"Rhode Island Hospital, Providence, Rhode Island, United States",,https://ClinicalTrials.gov/show/NCT02469272
NCT02466516,"Safety, Tolerability, and Efficacy of GS-4997 Alone or in Combination With Simtuzumab (SIM) in Adults With Nonalcoholic Steatohepatitis (NASH) and Fibrosis Stages F2-F3",,Completed,No Results Available,Non-Alcoholic Steatohepatitis (NASH),Drug: GS-4997|Biological: SIM,Adverse event profile of GS-4997|Percentage of participants who prematurely discontinued study drug or study due to adverse events,Gilead Sciences,All,"18 Years to 70 Years   (Adult, Older Adult)",Phase 2,72,Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,GS-US-384-1497,Jun-15,Oct-16,Oct-16,9-Jun-15,null,27-Feb-17,"Stanford University Medical Center, Palo Alto, California, United States|University of California San Diego, San Diego, California, United States|University of California San Francisco, San Francisco, California, United States|University of Colorado Denver, Aurora, Colorado, United States|Northwestern University, Chicago, Illinois, United States|Indiana University School of Medicine, Indianapolis, Indiana, United States|Mercy Medical Center, Baltimore, Maryland, United States|Walter Reed National Military Medical Center, Bethesda, Maryland, United States|Beth Israel Deaconess Medical Center, Boston, Massachusetts, United States|Kansas City Research Institute, Kansas City, Missouri, United States|Duke University Medical Center, Durham, North Carolina, United States|Hospital of the University of Pennsylvania, Philadelphia, Pennsylvania, United States|University of Pittsburg Medical Center, Pittsburg, Pennsylvania, United States|Texas Clinical Research Institute, Arlington, Texas, United States|Methodist Dallas Medical Center, Dallas, Texas, United States|CHI St. Luke's Health Baylor College of Medicine, Houston, Texas, United States|Brooke Army Medical Center Ft. Sam, Houston, Texas, United States|Digestive Research Center, Live Oak, Texas, United States|American Research Corporation at Texas Liver Institute, San Antonio, Texas, United States|Intermountain Medical Center, Murray, Utah, United States|University of Virginia, Charlottesville, Virginia, United States|Inova Fairfax Hospital, Falls Church, Virginia, United States|Mary Immaculate Hospital, Newport News, Virginia, United States|St. Mary's Hospital, Richmond, Virginia, United States|Virginia Commonwealth University Health System, Richmond, Virginia, United States|Swedish Medical Center, Seattle, Washington, United States|University of Calgary, Calgary, Alberta, Canada|Toronto Liver Centre, Toronto, Ontario, Canada",,https://ClinicalTrials.gov/show/NCT02466516
NCT02461212,Validation of HepaFat-Scan for Noninvasive Measurement of Steatosis in Youth,,Completed,No Results Available,Non-alcoholic Fatty Liver Disease,Procedure: Magnetic Resonance Imaging (MRI),Correlation between HepaFat-Scan and pathology based assessment of steatosis|Correlation of HepaFat-Scan measurement with magnetic resonance spectroscopy (MRS) and computerized steatosis|Correlation of HepaFat-Scan measurement with magnetic resonance spectroscopy (MRS) and grade of pathology of assessment|Repeatability of HepaFat-Scan,Emory University|Resonance Health,All,"7 Years to 18 Years   (Child, Adult)",Not Applicable,50,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic,IRB00078470,1-Jul-15,17-Mar-17,17-Mar-17,3-Jun-15,null,10-Apr-17,"Children's Healthcare of Atlanta at Egleston, Atlanta, Georgia, United States",,https://ClinicalTrials.gov/show/NCT02461212
NCT02458586,Ernährungs-Interventions-Fettleber-Studie (Interventional Study on Nutritional Effects on NAFLD),UFOP-2,Unknown status,No Results Available,NAFLD|Obesity|Prediabetes|Dyslipoproteinemia,Dietary Supplement: Dietary intervention / counseling,change in liver fat content|change in hepatic insulin sensitivity,German Institute of Human Nutrition|ufop: Union zur Förderung von Oel- und Proteinpflanzen e.V.,Male,"18 Years to 65 Years   (Adult, Older Adult)",Not Applicable,40,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Care Provider, Investigator)|Primary Purpose: Treatment",UFOP-2,May-15,May-17,Nov-17,1-Jun-15,null,22-Nov-16,"German Institut for Human Nutrition; Department for Clinical Nutrition, Nuthetal, Brandenburg, Germany",,https://ClinicalTrials.gov/show/NCT02458586
NCT02457286,Improving Insulin Resistance To Treat Non-Alcoholic Fatty Liver Disease: A Pilot Study,,Withdrawn,No Results Available,Non-alcoholic Fatty Liver Disease (NAFLD),Drug: Metformin|Behavioral: Lifestyle modifications|Device: Fibroscan device (Echosens),Improvement in NAFLD as measured by ALT levels|Incidence of metabolic syndrome (insulin resistance)|Incidence of NAFLD fibrosis scores after 12 months of treatment as measured by Fibroscan,Northwell Health,All,"18 Years to 80 Years   (Adult, Older Adult)",Phase 1,0,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,IRB# 13-204,Jun-15,Jul-17,Jul-17,29-May-15,null,28-Jul-17,"North Shore Hospital, Manhasset, New York, United States",,https://ClinicalTrials.gov/show/NCT02457286
NCT02442687,JKB-121 for the Treatment of Nonalcoholic Steatohepatitis,,Completed,Has Results,Nonalcoholic Steatohepatitis,Drug: JKB-121: 5 mg twice daily|Drug: JKB-121: 10 mg twice daily|Drug: Placebo,Analysis of MRI-PDFF Change From Baseline to Week 24 (Per Protocol Population)|Analysis of MRI-PDFF Change From Baseline to Week 12 (Per Protocol Population)|Analysis of ALT Change From Baseline to Week 24 (Per Protocol Population)|Analysis of ALT Change From Baseline to Week 12 (Per Protocol Population)|Time to Remission (in Weeks)|Change in BMI (Body Mass Index)|Change in Hemoglobin A1C|Change in Homeostatic Model Assessment of Insulin Resistance (HOMA-IR)|Percent Change in Cholesterol|Percent Change in Triglycerides|Percent Change in Low Density Lipoprotein (LDL) Cholesterol|Percent Change in High Density Lipoprotein (HDL)|Mean Serum Aspartate Aminotransferase (AST)|Mean Serum Alanine Aminotransferase (ALT)|Mean Serum Gamma-glutamyl Transpeptidase (GGT)|Number of Subjects With ALT in Normal Range at Week 24|Maximum Observed Concentrations (Cmax)|Minimum Observed Concentration (Cmin)|Area Under Concentration-time (AUC)|Half-life,Manal Abdelmalek|Duke University,All,"18 Years and older   (Adult, Older Adult)",Phase 2,65,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",Pro00062677,1-Aug-15,24-Sep-17,24-Sep-17,13-May-15,7-Jan-19,7-Jan-19,"Digestive Disease Specialists of the Southeast, Dothan, Alabama, United States|Northwestern University Feinberg School of Medicine, Chicago, Illinois, United States|Digestive Associates, Las Vegas, Nevada, United States|Duke University, Durham, North Carolina, United States|Digestive Disease Specialists, Cincinnati, Ohio, United States|Brook Army Medical Center, Houston, Texas, United States|University of Virginia Health Systems, Charlottesville, Virginia, United States|Medical College of Virginia, Richmond, Virginia, United States","""Study Protocol"", https://ClinicalTrials.gov/ProvidedDocs/87/NCT02442687/Prot_000.pdf|""Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/87/NCT02442687/SAP_001.pdf",https://ClinicalTrials.gov/show/NCT02442687
NCT02443116,Study of NGM282 in Patients With Nonalcoholic Steatohepatitis (NASH),,Recruiting,No Results Available,Nonalcoholic Steatohepatitis (NASH),Biological: NGM282|Other: Placebo,Change in absolute liver fat content as measured by MRI from Baseline to Week 24|Change in percentage liver fat content as measure by MRI from Baseline to Week 24,"NGM Biopharmaceuticals, Inc|NGM Biopharmaceuticals Australia Pty Ltd",All,"18 Years to 75 Years   (Adult, Older Adult)",Phase 2,250,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment",15-0105,May-15,Sep-19,Sep-19,13-May-15,null,5-Jun-18,"NGM Clinical Study Site 922, Chandler, Arizona, United States|NGM Clinical Study Site 923, Tucson, Arizona, United States|NGM Clinical Study Site 924, Los Angeles, California, United States|NGM Clinical Study Site 901, San Diego, California, United States|NGM Clinical Study Site 902, Denver, Colorado, United States|NGM Clinical Study Site 917, Lakewood Ranch, Florida, United States|NGM Clinical Study Site 906, Chicago, Illinois, United States|NGM Clinical Study Site 918, Kansas City, Missouri, United States|NGM Clinical Study Site 903, Durham, North Carolina, United States|NGM Clinical Study Site 921, Germantown, Tennessee, United States|NGM Clinical Study Site 910, Dallas, Texas, United States|NGM Clinical Study Site 920, Rollingwood, Texas, United States|NGM Clinical Study Site 905, San Antonio, Texas, United States|NGM Clinical Study Site 909, San Antonio, Texas, United States|NGM Clinical Study Site 904, Charlottesville, Virginia, United States|NGM Clinical Study Site 911, Richmond, Virginia, United States|NGM Clinical Study Site 908, Seattle, Washington, United States|NGM Clinical Study Site 703, Sydney, New South Wales, Australia|NGM Clinical Study Site 704, Adelaide, South Australia, Australia|NGM Clinical Study Site 701, Melbourne, Victoria, Australia|NGM Clinical Study Site 705, Melbourne, Victoria, Australia|NGM Clinical Study Site 916, San Juan, Puerto Rico",,https://ClinicalTrials.gov/show/NCT02443116
NCT02427087,Sedentary Postmenopausal Women With Nonalcoholic Fatty Liver Disease (NAFLD) Submitted to Physical Activity,,Completed,No Results Available,Fatty Liver,Behavioral: Continuous Aerobic Training twice|Behavioral: Healthy Diet,Efficacy in reduce inflammatory component of NASH for transient elastography liver|Inflammatory systemic profile,University of Sao Paulo General Hospital,Female,"35 Years to 75 Years   (Adult, Older Adult)",Not Applicable,40,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Care Provider, Outcomes Assessor)|Primary Purpose: Treatment",9022,Jan-13,Dec-14,Dec-14,27-Apr-15,null,27-Apr-15,"University of Sao Paulo School of Medicine, Sao Paulo, Brazil",,https://ClinicalTrials.gov/show/NCT02427087
NCT02421094,Clinical Trial to Evaluate Efficacy of GR-MD-02 for Treatment of Liver Fibrosis in Patients With NASH With Advanced Fibrosis,NASH-FX,Completed,No Results Available,Nonalcoholic Steatohepatitis,Drug: GR-MD-02|Drug: Placebo,Mean change in liver fibrosis of corrected T1 (cT1) mapping (LiverMultiScan -LMS)|Baseline-adjusted change in liver stiffness with MR-elastography (MRE)|Baseline-adjusted change in liver stiffness by FibroScan®,Galectin Therapeutics Inc.,All,"18 Years to 75 Years   (Adult, Older Adult)",Phase 2,30,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",GT-028,Sep-15,27-Sep-16,27-Sep-16,20-Apr-15,null,11-Jul-17,"Brooke Army Medical Center, Fort Sam Houston, Texas, United States",,https://ClinicalTrials.gov/show/NCT02421094
NCT02420054,Short Term Intermittent Fasting and Insulin Resistance,IFAST,Unknown status,No Results Available,Diabetes Mellitus|Non-alcoholic Fatty Liver Disease|Metabolic Syndrome|Obesity,Behavioral: Intermittent fasting|Other: Time control,Change from Baseline in Insulin Sensitivity after 20 days of intermittent fasting.|Change of insulin secretion|Glycogen Content in Skeletal Muscle after a Day of Eating and after a Day of Fasting|Change from Baseline in Fat Content in the Liver and Visceral Fat after 20 Days of Intermittent Fasting|Insulin signalling cascade proteins,University of Copenhagen|Herlev Hospital,Male,"40 Years to 65 Years   (Adult, Older Adult)",Not Applicable,20,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,Intermittent Fasting,Apr-15,Jul-17,Apr-18,17-Apr-15,null,18-May-17,"Xlab, Department of Biomedical Sciences, University of Copenhagen, Copenhagen N, Denmark",,https://ClinicalTrials.gov/show/NCT02420054
NCT02412540,Controlled Trial of WLS vs. CLI for Severely Obese Adolescents With NASH,,Recruiting,No Results Available,Obesity|Nonalcoholic Steatohepatitis|Nonalcoholic Fatty Liver Disease,Behavioral: Comprehensive Lifestyle Intervention,"Histology Endpoint: Proportion of subjects achieving greater than 2 point reduction in NASH activity score (NAS)|Biomarker Endpoint|Resolution of NASH: Proportion of subjects achieving ""not NASH"" histological diagnosis|Reduction in mean NAS|Decrease in steatosis|Composite decrease in weight|Composite Quality of Life (QOL) Measures|Liver enzymes","Children's Hospital Medical Center, Cincinnati",All,"12 Years to 19 Years   (Child, Adult)",Not Applicable,70,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,NASH ABC,Apr-15,Jun-20,Jun-20,9-Apr-15,null,3-Sep-18,"Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio, United States",,https://ClinicalTrials.gov/show/NCT02412540
