NCT Number,Title,Acronym,Status,Study Results,Conditions,Interventions,Outcome Measures,Sponsor/Collaborators,Gender,Age,Phases,Enrollment,Funded Bys,Study Type,Study Designs,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents,URL
NCT02411253,Low-dose rhIL-2 in Patients With Recently-diagnosed Type 1 Diabetes,DIABIL-2,Recruiting,No Results Available,Type 1 Diabetes,Drug: rhIL-2|Drug: Placebo,"AUC (T0-T120) of serum C-peptide, determined after a mixed meal tolerance test at month 12, compared to baseline.|Serum concentrations of C-peptide|AUC (T0-T120) of serum C-peptide after a mixed meal tolerance test after treatment discontinuation|Diabetic monitoring (insulin use)|HbA1c and IDAA1c score|Number of hypoglycaemic episodes (< 0.5 g/L on capillary sample) over 15 days before each visit.|Number of clinically significant symptomatic episodes of hypoglycaemia between each visit.|Change in Tregs (expressed as percentage of CD4 and absolute numbers) at day 5 compared to baseline.|Change in trough level of Tregs (%CD4+ and absolute numbers) at month 1, month 3, month 6, month 9, month 12, compared to baseline; and then month 15 and 24 after treatment discontinuation.|Change in Foxp3 gene methylation|Cytokines and chemokines assays at day 5, month 1, month 3, month 6, month 9, and month 12 compared to baseline and then month 15 and month 24 after treatment discontinuation.|Transcriptome analysis.|Genotyping at baseline|Treg phenotype and functionality in adults and adolescents only including pStat5 analysis|Clinical examination.|Height/weight and pubertal stage especially for children and adolescents.|Routine laboratory tests|Haematology|Detection of IL-2 auto-antibodies|T cells repertory|Intestinal microbiota.|Adverse event.",Assistance Publique - Hôpitaux de Paris|Iltoo Pharma,All,"6 Years to 35 Years   (Child, Adult)",Phase 2,138,Other|Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",P121001,Jun-15,Jul-19,Jul-21,8-Apr-15,null,18-Jan-19,"Pediatric Department, Centre Hospitalier Régional de la Citadelle, Liège, Province De Liège, Belgium|UZ - Diabetes voor Kinderen en Adolescenten-Leuven, Leuven, Belgium|CHU UCL Namur - site Godinne, Yvoir, Belgium|Centre d'Investigations Cliniques, CHU-HOPITAL HAUTEPIERRE, Strasbourg, Alsace, France|Centre d'Investigations Cliniques, HÔPITAL CIVIL, Strasbourg, Alsace, France|Service de pédiatrie 1CHU de HAUTEPIERRE, Strasbourg, Alsace, France|Structure d'Endocrinologie-Diabète-Nutrition et Addictologie HOPITAUX UNIVERSITAIRES NHC, Strasbourg, Alsace, France|Endocrinologie et diabétologie pédiatrique, Hôpital des Enfants - CHU-Bordeaux, Bordeaux, Aquitaine, France|Service d'endocrinologie, diabétologie, maladies métaboliques, et nutrition, CHU de Bordeaux, Hôpital Haut Levêque, Pessac, Aquitaine, France|Service d' Endocrinologie HOPITAL CAVALE BLANCHE, Brest, Brittany, France|Service de Pédiatrie, HOPITAL MORVAN, Brest, Brittany, France|Service de Pédiatrie CHRU DE NANTES, Nantes, Brittany, France|Service d' Endocrinologie Diabétologie CHRU DE RENNES, Rennes, Brittany, France|Médecine pédiatrique, CHU Jean Minjoz, Besançon, Franche-Compté, France|Service Diabétologie -Endocrinologie, CHU Jean Minjoz, Besançon, Franche-Comté, France|Service MME, ENDOCRINOLOGIE, GHU CAREMEAU, Nimes Cedex 9, Gard, France|CIC Paris-Est (Adultes), Hôpitaux Universitaires Pitié-Salpêtrière, Charles Foix, Paris, Ile De France, France|CIC pédiatrique Hôpital Necker Enfants Malades, Paris, Ile De France, France|Endocrinologie gynécologie diabétologie pédiatriques, Hôpital Universitaire Necker Enfants Malades., Paris, Ile De France, France|CIC Pédiatrique, Hôpital d'enfants Robert Debré, Paris, Ile De France, France|Institut E3M, Hôpital Pitié-Salpêtrière, Paris, Ile-de France, France|Service d'Endocrinologie Pédiatrique, Hôpital d'enfants Robert Debré, Paris, Ile-de France, France|Service de Diabétologie Endocrinologie Hôpital LARIBOISIERE, Paris, Ile-de-France, France|Service Pédiatrie - Pôle femmes enfants, CHU de Nîmes, Hôpital Universitaire Carémeau, Nïmes, Languedoc-Roussillon, France|Service Pédiatrie - Gastro-entérologie, Hépatologie, Nutrition, Diabétologie, Hôpital des Enfants Pôle Enfants, Toulouse, Midi Pyrénnées, France|CHRU de Lille, Hôpital Claude Huriez Service d'endocrinologie, Lille, Nord-Pas-de-Calais, France|Service d'endocrinologie-diabétologie gynécologie pédiatriques, CHRU de Lille, Hôpital Jeanne de Flandre,, Lille, Nord-Pas-de-Calais, France|Service d' Endocrinologie, maladies métaboliques HOPITAL NORD, Marseille, Paca, France|Service de Nutrition - Maladies Métaboliques - Endocrinologie HOPITAL DE LA CONCEPTION, Marseille, Paca, France|Hopital G&R Laënnec , Endocrinologie, Maladies Métaboliques et Nutrition, Saint Herblain, Pays De La Loire, France|Unité d'Endocrinologie et Diabétologie Pédiatriques, CHU de Marseille, Hôpital La Timone Enfants, Marseille, Provence-Alpes-Côte-d'Azur, France|Endocrinologie-Diabétologie-Maladies de la nutrition, Centre Hospitalier Lyon-Sud, Lyon, Rhones-Alpes, France|Service d'Endocrinologie pédiatrique - HFME, Bron, France|Division of Endocrinology and Diabetology, Department of Internal Medicine II, University Hospital of Freiburg, Freiburg, Baden-Württemberg, Germany|Division of Endocrinology, Diabetology and Metabolic Diseases, University Hospital of Freiburg, Department for children and adolescents, Freiburg, Baden-Württemberg, Germany|Institute of Diabetes Research, Helmholtz Zentrum München, München, Bayern, Germany|Institute of Diabetes Research, Helmholtz Zentrum München, München, Bayern, Germany|Center for Pediatric and Adolescent Diabetes Care and Research, Rotterdam, Randstad Holland, Netherlands|Dept. of Clinical Sciences Lund University, Skåne University Hospital., Malmö, Öresund Region, Sweden|Endocrinology and Diabetes department, University Hospital of Basel, Basel, Bâle-Ville, Switzerland",,https://ClinicalTrials.gov/show/NCT02411253
NCT02411578,Mini-Dose Glucagon to Treat Non-Severe Hypoglycemia,,Completed,Has Results,"Diabetes Mellitus, Type 1",Drug: G-Pen Mini™ (glucagon injection)|Other: Glucose Tablets,"Number of Hypoglycemic Events ≥50 mg/dl 15 Minutes AND ≥ 70 mg/dl 30 Minutes After Initial Treatment|Continuous Glucose Monitor (CGM) Minimum Glucose, Event Level|CGM Maximum Glucose, Event Level|CGM Mean Glucose, Event Level|CGM Time in Range, Event Level|CGM Time Below 70 mg/dL, Event Level|CGM Minimum Glucose, Event Level|CGM Time Below 70 mg/dL|CGM Mean Glucose|CGM Time in Range|CGM Time Below 70|CGM Coefficient of Variation",Jaeb Center for Health Research|Xeris Pharmaceuticals,All,18 Years to 64 Years   (Adult),Phase 2,26,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,T1DX Mini-dose Non-Severe,Sep-15,Apr-16,May-16,8-Apr-15,23-Oct-17,27-Nov-17,"University of Colorado/Barbara Davis Center for Diabetes, Aurora, Colorado, United States|Yale University of Medicine, New Haven, Connecticut, United States|Joslin Diabetes Center, Boston, Massachusetts, United States|SUNY Upstate Medical University, Syracuse, New York, United States|University of Pennsylvania, Philadelphia, Pennsylvania, United States",,https://ClinicalTrials.gov/show/NCT02411578
NCT02411929,A Phase 1 Study of Ertugliflozin in Healthy Male Participants (MK-8835-020),,Completed,Has Results,Type 2 Diabetes Mellitus,Drug: Unlabeled ertugliflozin for oral use|Drug: 14^C-labeled ertugliflozin for IV use|Drug: 14^C-labeled ertugliflozin for oral use,"Area Under the Plasma Concentration-Time Profile From Time Zero to Time of the Last Quantifiable Concentration (AUC Last) (Dose Normalized to 1 mg) and Absolute Oral Bioavailability (F) (Period 1)|Area Under the Plasma Concentration-Time Profile From Time Zero to Time of the Last Quantifiable Concentration (AUC Last) Following Administration of Unlabeled Ertugliflozin 15 mg Oral + 14^C-Ert. 100 ug IV (Period 1) (Dose Not Normalized to 1 mg)|Pharmacokinetic Parameter: (AUC Inf) Following Administration of Unlabeled Ertugliflozin 15 mg Oral + 14^C-Ertugliflozin 100 ug IV (Period 1)|Pharmacokinetic Parameter: Maximum Plasma Concentration (Cmax) Following Administration of Unlabeled Ertugliflozin 15 mg Oral + 14^C-Ertugliflozin 100 ug IV (Period 1) (Dose Normalized to 1 mg)|Pharmacokinetic Parameter: Time for Cmax (Tmax) Following Administration of Unlabeled Ertugliflozin 15 mg Oral + 14^C-Ertugliflozin 100 ug IV (Period 1)|Pharmacokinetic Parameter: Terminal Elimination Half-Life (t1/2) Following Administration of Unlabeled Ertugliflozin 15 mg Oral + 14^C-Ertugliflozin 100 ug IV (Period 1)|Pharmacokinetic Parameter: Apparent Oral Total Plasma Clearance (CL/F) - Oral, Following Administration of Unlabeled Ertugliflozin 15 mg Oral + 14^C-Ertugliflozin 100 ug IV (Period 1)|Pharmacokinetic Parameter: Systemic IV Total Plasma Clearance (CL) - IV, Following Administration of Unlabeled Ertugliflozin 15 mg Oral + 14^C-Ertugliflozin 100 ug IV (Period 1)|Pharmacokinetic Parameter: Apparent Volume of Distribution (Vz/F) Following Oral Administration - Oral, Following Administration of Unlabeled Ertugliflozin 15 mg Oral + 14^C-Ertugliflozin 100 ug IV (Period 1)|Pharmacokinetic Parameter: Steady-State Volume of Distribution (Vss) Following IV Infusion - IV, Following Administration of Unlabeled Ertugliflozin 15 mg Oral + 14^C-Ertugliflozin 100 ug IV (Period 1)|Pharmacokinetic Parameter: Fraction Absorbed (Fa, Radioactivity in Urine) (Periods 1 and 2) (Dose Normalized)|Number of Participants Who Experienced an Adverse Event (Periods 1 and 2)|Number of Participants Discontinuing Study Drug Due to Adverse Events (Periods 1 and 2)",Merck Sharp & Dohme Corp.|Pfizer,Male,"18 Years to 65 Years   (Adult, Older Adult)",Phase 1,8,Industry,Interventional,Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,8835-020|B1521043,29-Oct-14,30-Jan-15,9-Feb-15,8-Apr-15,17-Feb-16,18-Sep-18,,,https://ClinicalTrials.gov/show/NCT02411929
NCT02407899,Protective Effects of Saxagliptin (And Vitamin D3) on β Cell Function in Adult-onset Latent Autoimmune Diabetes,,Recruiting,No Results Available,"Diabetes Mellitus, Type 1",Drug: Saxagliptin|Drug: Vitamin D3|Drug: Insulin|Drug: Metformin,"Absolute changes from baseline in Fasting C-peptide levels at week 104.|Absolute changes from baseline in fasting C-peptide levels and at week 26, 52 and 78.|Absolute changes from baseline in C peptide at 60-min and 120-min (AUC) during a mixed-meal tolerance test and at week 26, 52, 78 and 104.|The proportion of subjects with increased (decreased, unchanged) fasting or post-stimulus C peptide level compared with baseline after 104 weeks of treatment.|The increased percentage of C peptide pre-and post mixed-meal tolerance test (Delta C peptide) after 104 weeks of treatment.|Changes of HbA1c levels from baseline and at week 26, 52, 78 and 104.|The proportion of subjects responding to glucose therapy (i.e. HbA1c<7%) after 104 weeks of treatment.|Changes of average daily insulin dose (U/kg/d) from baseline and at week 26, 52, 78 and 104|Changes of GADA titers from baseline and at week 52 and 104.|Absolute changes of body weight and BMI level from baseline and at week 26, 52, 78 and 104.",Second Xiangya Hospital of Central South University|Beijing Hospital|The First Affiliated Hospital with Nanjing Medical University|First Affiliated Hospital of Chongqing Medical University|The First Affiliated Hospital of Henan University of Science and Technology,All,"18 Years to 70 Years   (Adult, Older Adult)",Phase 4,300,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,NCRCMD LADA SAX 2015,Mar-15,Dec-20,Jun-21,3-Apr-15,null,20-Mar-19,"Peking Union Medical College Hospital, Chinese Academy of Medical Sciences, Peking, Beijing, China|Peking University People's Hospital, Peking, Beijing, China|Beijing Hospital of the Ministry of Health, Peking, Beijing, China|The First Affiliated Hospital of Chongqing Medical University, Chongqing, Chongqing, China|Quanzhou First Hospital, Fujian, Quanzhou, Fujian, China|The First Affiliated Hospital of Fujian Medical University, Fujian, Fuzhou, China|Gansu Provincial Hospital, Lanzhou, Gansu, China|Dongguan People's Hospital, Dongguan, Guangdong, China|Guangdong General Hospital, Guangzhou, Guangdong, China|Guangzhou First People's Hospital, Guangzhou, Guangdong, China|The First Affiliated Hospital of Guangzhou Medical University, Guangzhou, Guangdong, China|The Second Affiliated Hospital of Guangzhou Medical University, Guangzhou, Guangdong, China|The First Affiliated Hospital of Shantou University Medical College, Shantou, Guangdong, China|The Second People's Hospital of Shenzhen, Shenzhen, Guangdong, China|The First Affiliated Hospital of Guangxi Medical University, Nanning, Guangxi, China|The Affiliated Hospital of Guizhou Medical University, Guiyang, Guizhou, China|Hainan General Hospital, Haikou, Hainan, China|Tangshan Gongren Hospital063000, Tangshan, Hebei, China|Harbin Medical University, Harbin, Heilongjiang, China|The First Affiliated Hospital of Henan University of Science and Technology, Luoyang, Henan, China|Henan Provincial People's Hospital, Zhengzhou, Henan, China|Renmin Hospital of Wuhan University, Wuhan, Hubei, China|The First People's Hospital of Changde, Changde, Hunan, China|Institute of Metabolism and Endocrinology, Second Xiangya Hospital, Central South University, Changsha, Hunan, China|The Third Xiangya Hospital of Central South University, Changsha, Hunan, China|The First Affiliated Hospital of South China University, Hengyang, Hunan, China|The Second Hospital University of South China, Hengyang, Hunan, China|The First People's Hospital of Huaihua, Huaihua, Hunan, China|The First People's Hospital of Yueyang, Yueyang, Hunan, China|The Affiliated Hospital of Inner Mongolia Medical University, Hohhot, Inner Mongolia, China|Jiangsu Province Hospital, Nanjing, Jiangsu, China|The Northern Jiangsu People's Hospital, Yangzhou, Jiangsu, China|The First Affiliated Hospital of Nanchang University, Nanchang, Jiangxi, China|The Second Affiliated Hospital of Nanchang University, Nanchang, Jiangxi, China|The Third Affiliated Hospital of Nanchang University, Nanchang, Jiangxi, China|The Second Hospital of Jilin University, Changchun, Jilin, China|Jilin Province People's Hospital, Changchun, Jilin, China|The First Hospital of China Medical University, Shenyang, Liaoning, China|The Affiliated Hospital of Qingdao University, Qingdao, Shandong, China|Shanghai Xuhui District Central Hospital, Shanghai, Shanghai, China|Huashan Hospital, Fudan University, Shanghai, Shanghai, China|Heping Hospital of Changzhi Medical College, Changzhi, Shanxi, China|Affiliated Heji Hospital of Changzhi Medical College, Changzhi, Shanxi, China|The First Affiliated Hospital of The Fourth Military Medical University, Xi'an, Shanxi, China|The First Affiliated Hospital of Xinjiang Medical University, Ürümqi, Xinjiang, China|The First Affiliated Hospital of Kunming Medical University, Kunming, Yunnan, China|First People's Hospital of Yunnan Province, Kunming, Yunnan, China|The Second Affiliated Hospital of Zhejiang University School of Medicine, Hangzhou, Zhejiang, China|The Second Affiliated Hospital of Wenzhou Medical University, Wenzhou, Zhejiang, China",,https://ClinicalTrials.gov/show/NCT02407899
NCT02408705,Investigating the Effect of Liraglutide on the Endogenous Glucose Production During in Tye 1 Diabetes Subjects,,Completed,No Results Available,Type 1 Diabetes Mellitus,Drug: Liraglutide|Drug: Placebo|Drug: Mixed Meal Tolerance Test with paracetamol,"Area under the curve of the endogenous glucose production from (=EGP) from begin of the hypoglycaemic clamp 5.5 mmol/L period until the end of recovery period (4.0 mmol/L), calculated from stable isotope labelled plasma glucose|Area under the curve of peripheral glucose uptake (=PGU), calculated from labelled PG from begin of the hypoglycaemic clamp period 5.5mmol/L until end of recovery period (4.0 mmol/L)|Area under the glucose infusion rate curve from begin of the hypoglycaemic clamp period 5.5mmol/L until end of recovery period (4.0 mmol/L)|Change in mean plasma glucagon concentrations from begin of the hypoglycaemic clamp period 5.5 mmol/L to 3.5 mmol/L to nadir and to recovery phase|Change in mean values of adrenaline from begin of the hypoglycaemic clamp period 5.5 mmol/L to 3.5 mmol/L to nadir and to recovery phase|Change in mean values of noradrenaline from begin the hypoglycaemic clamp period 5.5 mmol/L to 3.5 mmol/L to nadir and to recovery phase|Change in mean values of cortisol from begin the hypoglycaemic clamp period 5.5 mmol/L to 3.5 mmol/L to nadir and to recovery phase|Change in mean values of growth hormone from begin the hypoglycaemic clamp period 5.5 mmol/L to 3.5 mmol/L to nadir and to recovery phase|Change in number of regulatory T-cells detected by blood (fasting) and measured by a laboratory|Change in function of regulatory T-cells detected by blood (fasting) and measured by a laboratory|Area under the glucose curve during the Mixed Meal Tolerance Test|Area under the c-peptid concentration curve during the Mixed Meal Tolerance Test|Area under the paracetamol concentration curve to calculate gastric emptying during the Mixed Meal Tolerance Test|Area under the insulin curve during the Mixed Meal Tolerance Test|Area under the glucagon curve during the Mixed Meal Tolerance Test|Change in HbA1c during each period detected by blood (fasting) at the begin of the visits and measured by a laboratory (tube: K3 EDTA Plasma)|Change in fasting plasma glucose during each period detected by blood at the begin of the visits and measured by a laboratory (tube: lithium heparin plasma)",Medical University of Graz|Novo Nordisk A/S,All,18 Years to 64 Years   (Adult),Phase 2,14,Other|Industry,Interventional,"Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Basic Science",LG_T1_EGP,Jan-15,May-16,May-16,3-Apr-15,null,12-Sep-16,"Medical University Graz, Graz, Austria",,https://ClinicalTrials.gov/show/NCT02408705
NCT02405260,Add Glucokinase Activator to Target A1c,AGATA,Completed,No Results Available,"Diabetes Mellitus, Type 2",Drug: TTP399 400 mg|Drug: TTP399 800 mg|Drug: Sitagliptin 100 mg|Drug: Placebo,Change in HbA1c (Glycosylated haemoglobin)|HbA1c < 7% at 6 months|HbA1c < 6.5% at 6 months|Plasma Glucose Levels|Lipid Levels|Insulin Levels|Lactate Levels|C-peptide Levels|Glucagon Levels|Glucagon-like Peptide-1 Levels|Change in Body Weight|Adverse Events|Blood Pressure|Electrocardiogram Parameters|Hematology|Blood Chemistry|Urinalysis|Pulse,vTv Therapeutics,All,"18 Years to 75 Years   (Adult, Older Adult)",Phase 2,190,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment",TTP399-202,Mar-15,Jul-16,Sep-16,1-Apr-15,null,10-Feb-17,"Mesa, Arizona, United States|Tuscon, Arizona, United States|Canoga Park, California, United States|Huntington Park, California, United States|Los Angeles, California, United States|West Hills, California, United States|Centennial, Colorado, United States|Littleton, Colorado, United States|Waterbury, Connecticut, United States|West Palm Beach, Florida, United States|Gurnee, Illinois, United States|Evansville, Indiana, United States|Rochester, Minnesota, United States|Greensboro, North Carolina, United States|Moncks Corner, South Carolina, United States|San Antonio, Texas, United States|San Antonio, Texas, United States|Schertz, Texas, United States|Norfolk, Virginia, United States|Richland, Washington, United States",,https://ClinicalTrials.gov/show/NCT02405260
NCT02403375,Comparing Continuous Subcutaneous Insulin Infusion With Multiple Daily Injections to Reach HbA1c Targets in Children and Adolescents With Type 1 Diabetes,Insight Kids,Completed,No Results Available,Diabetes Mellitus Type 1,Device: Accu-Chek Insight Pump System,"Percentage of Children and Adolescents of Ages 2 to 17 Years Reaching an HbA1c target of <7.5%|Score on Insulin Pump Questionnaire|Score on Diabetes Treatment Satisfaction Questionnaire (DTSQ)|Score on Pediatric Quality of Life Inventory (PedsQL)|Change from Baseline in HbA1c|Change from Baseline in Blood Glucose|Number of Subjects, Who Report a Diabetes-Related Adverse Event (i.e., Symptomatic Hypoglycemia, Severe Hypoglycemia, Diabetic Ketoacidosis)",Hoffmann-La Roche|Roche Diabetes Care GmbH,All,2 Years to 17 Years   (Child),Not Applicable,43,Industry|Other,Interventional,Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic,RD002177,17-May-15,26-Oct-17,26-Oct-17,31-Mar-15,null,27-Nov-17,"Medical University Graz, Graz, Austria|Universitatsklinik fur PadiatrieI, Padiatrische Diabetologie und Endokrinologie, Innsbruck, Austria|Medical University of Vienna-Dept of Pediatrics, Vienna, Austria|Kinderkrankenhaus auf der Bult, Hannover, Germany|Gemeinschaftspraxis für Kinder- und Jugendmedizin, Herford, Germany|Practice for Pediatric and Adolescent Diabetology, Munster, Germany|Universitatsklinikum Tubingen, Tubingen, Germany|Birmingham Children's Hospital Foundation Trust, Birmingham, United Kingdom|St. James's University Hospital, Leeds, United Kingdom",,https://ClinicalTrials.gov/show/NCT02403375
NCT02403427,The Expert System VoiceDiab in Children With Diabetes,VoiceDiab,Unknown status,No Results Available,Type 1 Diabetes Mellitus With Hyperglycemia|Type 1 Diabetes Mellitus With Hypoglycaemia,Device: VoiceDiab expert system,postprandial glucose|AUC|PPGE- postprandial glucose excursion|hypoglycemia|LBGI|Glucose variability parameters,"Instytut Diabetologii Sp. z o.o.|Nalecz Institute of Biocybernetics and Biomedical Engineering, Polish Academy of Sciences|National Centre for Research and Development",All,"3 Years to 18 Years   (Child, Adult)",Not Applicable,42,Other,Interventional,Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care,PBS1/B9/13/2012-I,Mar-15,Sep-15,Dec-15,31-Mar-15,null,7-May-15,"Ewa Pankowska, Warsaw, Poland",,https://ClinicalTrials.gov/show/NCT02403427
NCT02402439,Treatment of Type I Diabetes by Islet Transplantation Into the Gastric Submucosa Study Protocol,,Recruiting,No Results Available,"Diabetes Mellitus, Type 1",Drug: Islet cells|Procedure: Islet transplantation into the gastrointestinal submucosa,Insulin independence|Changes in HbA1c|Changes (reduction) in insulin requirements|Incidence of adverse events,"University of California, San Francisco",All,"18 Years to 70 Years   (Adult, Older Adult)",Phase 1,6,Other,Interventional,Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,IGS,Mar-16,Jan-21,Jan-21,30-Mar-15,null,5-Apr-18,"University of California, San Francisco, San Francisco, California, United States",,https://ClinicalTrials.gov/show/NCT02402439
NCT02397265,"Clinical Assessment of a Closed-loop System With Glucagon, Exercise and Mixed Meals",,Suspended,No Results Available,Type 1 Diabetes,Device: Bi-hormonal closed loop pump|Device: Standard opened loop pump,Percentage time in target range defined as 3.9-10mmol/l.|Percentage time spent in euglycaemia (3.9-7.8mmol/l)|percentage time spent in hypoglycaemia (<3.9mmol/l)|Percentage time spent in hyperglycaemia (>10mmol/l)|Mean venous blood and sensor glucose|Glycaemic variability|Glycaemic risk as measured by LBGI and HBGI|Closed loop error grid analysis|Glucose area under the curve|Insulin requirement in units/kg/hr|Glucagon requirements,Imperial College London,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,50,Other,Interventional,Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,14SM2107,Dec-14,Dec-16,Dec-16,24-Mar-15,null,22-Mar-16,"Imperial College, London, United Kingdom",,https://ClinicalTrials.gov/show/NCT02397265
NCT02390050,A Dose Range Finding Study to Evaluate the Effect of Bexagliflozin Tablets in Subjects With Type 2 Diabetes Mellitus,,Completed,No Results Available,"Diabetes Mellitus, Type 2","Drug: Bexagliflozin tablets|Drug: Bexagliflozin tablets, placebo",Dose Identification|Change in HbA1c over time|Proportion of subjects with HbA1c <7%|Change in body weight over time|Change in Fasting Plasma Glucose (FPG) over time|Change in systolic and diastolic blood pressure over time|Safety of bexagliflozin in subjects with T2DM (adverse events),Theracos,All,"20 Years and older   (Adult, Older Adult)",Phase 2|Phase 3,292,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",THR-1442-C-449,May-15,Jun-16,Jun-16,17-Mar-15,null,3-Feb-17,"Phoenix Medical Research Institute LLC, Peoria, Arizona, United States|Advanced Arizona Clinical Research, Tucson, Arizona, United States|Hope Clinical Research, LLC, Canoga Park, California, United States|Catalina Research Institute, Chino, California, United States|National Research Institute, Huntington Park, California, United States|Long Beach Clinical Trials, Long Beach, California, United States|Synergy San Diego, National City, California, United States|Northern California Research, Sacramento, California, United States|Artemis Institute for Clinical Research, LLC, San Diego, California, United States|Infosphere Clinical Research, Inc, West Hills, California, United States|M&O Clinical Research LLC, Fort Lauderdale, Florida, United States|AGA Clinical Trials, Hialeah, Florida, United States|Compass Research North, Leesburg, Florida, United States|Sweet Hope Research Specialty, Inc, Miami Lakes, Florida, United States|Sunshine Research Center, Opa Locka, Florida, United States|Compass Research LLC, Orlando, Florida, United States|Progressive Medical Research, Port Orange, Florida, United States|PICR Clinic, Atlanta, Georgia, United States|Sundance Clinical Research, St. Louis, Missouri, United States|Premier Research Ltd, Trenton, New Jersey, United States|Regional Clinical Research, Inc, Endwell, New York, United States|Calabash Medical Center, Calabash, North Carolina, United States|Diabetes & Endocrinology Consultants PC, Morehead City, North Carolina, United States|PMG Research of Salisbury, Salisbury, North Carolina, United States|CTI Research, Cincinnati, Ohio, United States|Summit Research Group, LLC, Stow, Ohio, United States|Columbia Research Group, Inc., Portland, Oregon, United States|Detweiler Family Medicine and Associate, P.C., Lansdale, Pennsylvania, United States|North Myrtle Beach Family Practice, Myrtle Beach, South Carolina, United States|Global Medical Research, DeSoto, Texas, United States|Rockwood Medical Clinic, Fort Worth, Texas, United States|Wasatch Clinical Research, Salt Lake City, Utah, United States|Medical Corporation Hitomi-kai Motomachi Takatsuka Naika Clinic, Yokohama Naka-ku, Kanagawa, Japan|Medical Corporation Hayashi katagihara Clinic, Kyoto Nishikyo-ku, Kyoto, Japan|Medical Corporation KEISEIKAI Kajiyama clinic, Ukyou-ku, Kyoto, Japan|Ikeoka Medical Corp. Ikeoka Clinic, Joto-ku, Osaka, Japan|Miyauchi Medical Center, Takatsuki-shi, Osaka, Japan|Medical Corporation Senrichuo Ekimae Clinic, Toyonaka-shi, Osaka, Japan|Medical Corporation Segawa Hospital, Hikigun Ogawamachi, Saitama, Japan|Medical Corporation Yukeikai Asano Clinic, Kawagoe-shi, Saitama, Japan|Medical Corporation Ishii Internal Medicine Clinic, Kawaguchi, Saitama, Japan|Medical Corporation Fusanokai Shimizu Clinic Fusa, Saitama-shi, Saitama, Japan|Medical Corp. SEIKOUKAI New Medical Research System Clinic, Hachioji-shi, Tokyo, Japan|Medical Corporation Jototowakai Shinkoiwa ekimae sogo Clinic, Katsushika-ku, Tokyo, Japan|Medical Corporation IHL Pedi Shiodome Medical Clinic, Minato-ku, Tokyo, Japan|Medical Corporation IHL Shinagawa East One Medical Clinic, Minato-ku, Tokyo, Japan|Kenkokan Suzuki Clinic, Ota-ku, Tokyo, Japan|Medical Corporation Souyu-kai Hirahata Clinic, Shibuya-ku, Tokyo, Japan|Medical Corporation Yuhokai Miho-Clinic, Shinagawa-ku, Tokyo, Japan|Ikebukuro Metropolitan Clinic, Toshima-ku, Tokyo, Japan",,https://ClinicalTrials.gov/show/NCT02390050
NCT02387164,Prevention Trial: Immune-tolerance With Alum-GAD (Diamyd) and Vitamin D3 to Children With Multiple Islet Autoantibodies,DiAPREV-IT2,"Active, not recruiting",No Results Available,"Diabetes Mellitus, Type 1|Prediabetic State",Drug: Alum-GAD|Drug: Vitamin D3,Type 1 diabetes|Impaired glucose metabolism|Safety as measured by occurrence of adverse events,Lund University|Region Skane,All,"4 Years to 18 Years   (Child, Adult)",Phase 2,26,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Prevention",DiAPREV/2014,Mar-15,Jan-20,Jan-20,12-Mar-15,null,15-Jan-19,"Clinical Research Center, Pediatric Endocrinology, Jan Waldenströms gata 35, 60:11, Malmö, Sweden",,https://ClinicalTrials.gov/show/NCT02387164
