NCT Number,Title,Acronym,Status,Study Results,Conditions,Interventions,Outcome Measures,Sponsor/Collaborators,Gender,Age,Phases,Enrollment,Funded Bys,Study Type,Study Designs,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents,URL
NCT02634255,The Onset Time of Rocuronium in Emergency and Elective Surgery,,Unknown status,No Results Available,Inguinal Hernia|Acute Appendicitis,Drug: Rocuronium elective surgery|Drug: Rocuronium emergency surgery|Drug: Propofol|Drug: Fentanyl|Other: Ringer Lactate|Device: Acceleromyography device,Train of Four Ratio (TOF 0.1)|anxiety score,Diskapi Yildirim Beyazit Education and Research Hospital,All,"18 Years to 65 Years   (Adult, Older Adult)",Phase 3,50,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Treatment,Rocuronium onset,Dec-15,May-16,Jul-16,18-Dec-15,null,18-Dec-15,,,https://ClinicalTrials.gov/show/NCT02634255
NCT02634697,Impact of the Relaxation Response Resiliency Program on Patients With Atrial Fibrillation,,Recruiting,No Results Available,Atrial Fibrillation|Stress|Quality of Life|Anxiety|Depression|Hostility,Behavioral: Relaxation Response Resiliency Program,AF Symptoms Severity and Burden questionnaire|Measure of Current Status (MOCS-A)|Visual Analog Stress Scale|Buss-Perry Hostility Scale|Cognitive and Affective Mindfulness Scale (CAMS)|Cigna Healthy Eating Scale|FACIT-Spirituality|Generalized Anxiety Disorder 7-item (GAD-7)|The Gratitude Questionnaire (GQ-6)|Interpersonal Reactivity Index (IRI)|Life Orientation Test (LOT) Optimism Scale|Medical Outcomes Study (MOS) Social Support Survey|Positive and Negative Affect Schedule (PANAS)|Patient Health Questionnaire (PHQ)|Lifestyle Questionnaire|Pittsburgh Sleep Quality Index (PSQI)|Perceived Stress Scale (PSS-10)|Penn State Worry Questionnaire (PSWQ)|RR Adherence Questionnaire|General Self-Efficacy Scale|Fatigue and Distress Analogue Scale|Smoking Questionnaire|Medication Use Questionnaire,Massachusetts General Hospital|Benson-Henry Institute for Mind Body Medicine,All,"18 Years to 90 Years   (Adult, Older Adult)",Not Applicable,30,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care,2015P000552,Apr-15,Feb-20,Feb-20,18-Dec-15,null,16-Aug-18,"Massachusetts General Hospital, Boston, Massachusetts, United States",,https://ClinicalTrials.gov/show/NCT02634697
NCT02635178,Brief Anxiety Sensitivity Treatment for Obsessive Compulsive Symptoms,,Completed,No Results Available,Obsessive-compulsive Disorders and Symptoms,Other: Cognitive Anxiety Sensitivity Treatment|Other: Physical Health Education Training,Anxiety Sensitivity Index-3 (ASI-3)|Dimensional Obsessive Compulsive Scale (DOCS),Florida State University,All,"18 Years to 65 Years   (Adult, Older Adult)",Not Applicable,60,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Treatment,Raines02,Aug-14,May-15,May-15,18-Dec-15,null,18-Dec-15,,,https://ClinicalTrials.gov/show/NCT02635178
NCT02633267,1/2 A Multi-site Systems Intervention for Unemployed Persons With Social Anxiety,,Recruiting,No Results Available,Social Anxiety,Behavioral: Vocational Services as usual plus Cognitive Behavioral Therapy (CBT)|Behavioral: Usual Vocational Services,Liebowitz Social Anxiety Scale|Patient Health Questionnaire|Hours worked per week,"University of Michigan|University of California, Los Angeles|National Institutes of Health (NIH)|National Institute of Mental Health (NIMH)",All,18 Years to 60 Years   (Adult),Not Applicable,300,Other|NIH,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment,1R01MH102263-01A1,Jan-16,Jan-19,May-19,17-Dec-15,null,20-Apr-18,"University of Michigan, Ann Arbor, Michigan, United States",,https://ClinicalTrials.gov/show/NCT02633267
NCT02631291,Promoting Widowed Elders Lifestyle After Loss,,Recruiting,No Results Available,Mood Disorders|Depression|Anxiety|Grief|Bereavement|Health Behavior,Behavioral: Behavioral self-monitoring|Behavioral: Behavioral self-monitoring + Motivational interviewing,Depressive symptoms (Hamilton Rating Scale of Depression [HRSD])|Anxiety symptoms (7-item Generalized Anxiety Disorder Scale [GAD-7])|Grief symptoms (Inventory of Complicated Grief [ICG]),University of Pittsburgh,All,"60 Years and older   (Adult, Older Adult)",Not Applicable,60,Other,Interventional,Allocation: Randomized|Intervention Model: Factorial Assignment|Masking: None (Open Label)|Primary Purpose: Prevention,PRO14110233,Nov-15,31-Jan-20,31-Jan-20,16-Dec-15,null,6-Mar-19,"Sarah Stahl, Pittsburgh, Pennsylvania, United States",,https://ClinicalTrials.gov/show/NCT02631291
NCT02631694,Disruption of Memory Reconsolidating as a Treatment for Panic Disorder,,Not yet recruiting,No Results Available,Panic Disorder,Drug: Propranolol|Drug: Placebo|Other: Carbon dioxide|Other: Compressed air,"Change in the number of participants diagnosed with panic disorder assessed by the Structured Clinical Interview for Diagnostic and Statistical Manual of Mental Disorders, fourth addition (DSM-IV) Axis I Disorders|Change in score on the Panic Disorder Severity Scale (PDSS-SR)|Carbon dioxide challenge using a visual analogue scale ranging from 0-100 mm|Change in score on the Panic Appraisal Inventory (PAI)|Change in score on the Mobility Inventory (MI)|Change in score on the Body Sensations Questionnaire (BSQ)|Change in score on the Agoraphobic Cognitions Questionnaire (ACQ)|Change in the number of participants diagnosed with panic disorder assessed by the Structured Clinical Interview for DSM-IV Axis I Disorders",VU University of Amsterdam,All,"18 Years to 65 Years   (Adult, Older Adult)",Phase 2,60,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Outcomes Assessor)|Primary Purpose: Treatment",MKAEWC1,Apr-16,Sep-18,Sep-19,16-Dec-15,null,16-Dec-15,,,https://ClinicalTrials.gov/show/NCT02631694
NCT02631785,"Fear Conditioning, Extinction and Its Recall in Anxious Youth",FCPA,Not yet recruiting,No Results Available,Pediatric Anxiety Disorders,Other: Cognitive Behavioral Therapy,fMRI Bold signal|Autonomous measures- skin conductance response (SCR)|Self report of anxiety|Autonomous measures-Fear-Potentiated Startle|Anxiety symptom- SCARED|Anxiety symptoms- ADIS|Anxiety symptoms- CGI,"University of Haifa|HaEmek Medical Center, Israel|Weizmann Institute of Science",All,8 Years to 17 Years   (Child),Not Applicable,60,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label),97-15|1377/14|618534,Feb-16,Feb-18,Feb-20,16-Dec-15,null,16-Dec-15,"University of Haifa, Haifa, Israel|Weizmann Institue of Science, Rehovot, Israel",,https://ClinicalTrials.gov/show/NCT02631785
NCT02630342,The Use of a Mock MRI Scanner for Reducing the Use of Anesthesia in Children Undergoing Clinical MRI Scans,,Unknown status,No Results Available,Magnetic Resonance Imaging,Behavioral: Mock MRI scanner|Behavioral: Preparation materials|Behavioral: Child Life Specialist preparation|Behavioral: Review Preparation Materials,Success of Diagnostic Scan|Neuro-oncology Age of completion of MRI without GA|Quality of scan Quality of MRI for diagnostic purposes|Time taken to complete diagnostic MRI|Number of scan sequences that require repeating|Childs feelings of stress|Salivary stress hormone levels (cortisol & alpha amylase)|Compliance with training,University of Calgary|Alberta Children's Hospital,All,3 Years to 7 Years   (Child),Not Applicable,160,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label),REB-15-368,Jan-16,Nov-18,Nov-18,15-Dec-15,null,30-Sep-16,"Alberta Children's Hospital, Calgary, Alberta, Canada",,https://ClinicalTrials.gov/show/NCT02630342
NCT02624596,Understanding How Ketamine Brings About Rapid Improvement in OCD,MKET,Recruiting,No Results Available,Obsessive-Compulsive Disorder,Drug: Ketamine|Drug: Midazolam,"improvement in the severity of OCD symptoms as measured by the Yale-Brown Obsessive Compulsive Scale (YBOCS)|Regional gamma-aminobutyric acid, glutamate/glutamine levels derived from 3T Magnetic Resonance Spectroscopy",Stanford University|University of Connecticut,All,"18 Years to 65 Years   (Adult, Older Adult)",Phase 2,120,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",IRB-34622,Jun-16,Jun-20,Jun-21,8-Dec-15,null,8-May-19,"Stanford University, Stanford, California, United States",,https://ClinicalTrials.gov/show/NCT02624596
NCT02622958,Feasibility Study of PH94B Nasal Spray for Acute Treatment of Social Anxiety Disorder (SAD),,Completed,No Results Available,Social Anxiety Disorder,Drug: PH94B|Other: Placebo,Subjective units of distress|Clinical Global Impression of Improvement rating & Liebowitz Social Anxiety Scale,"Pherin Pharmaceuticals, Inc.",All,"18 Years to 65 Years   (Adult, Older Adult)",Phase 3,23,Industry,Interventional,"Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",PH94B CL028,Mar-14,Oct-14,Mar-15,7-Dec-15,null,7-Dec-15,"The Medical Research Network, LLC, New York City, New York, United States",,https://ClinicalTrials.gov/show/NCT02622958
NCT02622087,The Impact of Sex Hormones on One-session Treatment for Spider Phobia in Women,,Completed,No Results Available,"Phobia, Specific",Behavioral: One-Session-Treatment,Change from baseline in level of approach on the Behavioural Approach Test (BAT)|Change from baseline in severity of spider phobia on the Spider Phobia Questionnaire,The University of New South Wales,Female,18 Years to 35 Years   (Adult),Not Applicable,90,Other,Interventional,"Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Outcomes Assessor)|Primary Purpose: Treatment",MQ13002,Nov-15,15-Jun-17,15-Jun-17,4-Dec-15,null,21-Sep-17,"University of New South Wales, Sydney, New South Wales, Australia",,https://ClinicalTrials.gov/show/NCT02622087
NCT02621775,Effectiveness of Two Stress Management Programs in Adaptation Disorder With Anxiety (ADA),Seren@ctif,Recruiting,No Results Available,Adjustment Disorders|Psychological Stress,Behavioral: Computer-based stress management program|Behavioral: Stress management in face-to-face|Other: Waiting list,"Score of State-Trait Anxiety Inventory (STAI-S),|Hospital Anxiety and Depression scale (HAD),|The Penn-State Worry Questionnaire (PSWQ),|The Perceived Stress Scale (PSS)|Visual Analogue Scale for stress (VAS-stress)|The Beck depression inventory (BDI-21)","University Hospital, Lille|Ministry of Health, France",All,18 Years to 60 Years   (Adult),Not Applicable,120,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention,2014_36|2015-A00098-41|PHRCI_2014,14-Sep-15,Mar-20,Mar-20,3-Dec-15,null,20-Apr-18,"Centre Pinel, Amiens, France|Centre Esquirol CHU de Caen, Caen, France|CHRU , Hôpital FONTAN, Lille, France",,https://ClinicalTrials.gov/show/NCT02621775
NCT02619981,The Effect of Parental Presence on Dental Fear,,Completed,No Results Available,Dental Fear,Procedure: Restorative procedure|Drug: Maxillary infiltration anesthesia with 2%Lidocaine,Child behavior - Subjective|Child Behavior - Objective,Riyadh Colleges of Dentistry and Pharmacy,All,5 Years to 7 Years   (Child),Phase 4,150,Other,Interventional,"Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Diagnostic",IRP/2012/48,Nov-12,Nov-14,Feb-15,2-Dec-15,null,2-Dec-15,"Riyadh Colleges of Dentistry and Pharmacy, Riyadh, Saudi Arabia",,https://ClinicalTrials.gov/show/NCT02619981
NCT02618772,Intranasal Midazolam for Treatment of Anxiety in Children Undergoing Suturing in the Pediatric Emergency Department,,Completed,Has Results,Anxiety|Lacerations,Drug: Midazolam|Drug: Saline,Intention to Treat (ITT): Modified Yale Preoperative Anxiety Score (mYPAS)|Per-Protocol: Modified Yale Preoperative Anxiety Score (mYPAS)|Intention to Treat (ITT): State Trait Anxiety Inventory (STAI)|Per-Protocol: State Trait Anxiety Inventory (STAI)|Intention to Treat (ITT): Dartmouth Operative Conditions Scale|Per-Protocol: Dartmouth Operative Conditions Scale|Intention to Treat (ITT): Faces Pain Scale-Revised/ FLACC Scale|Per-Protocol: Faces Pain Scale-Revised/ FLACC Scale,McGill University Health Center,All,2 Years to 12 Years   (Child),Phase 4,79,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",PED-08-053,Jan-10,Mar-15,Nov-15,1-Dec-15,7-Oct-16,7-Oct-16,,,https://ClinicalTrials.gov/show/NCT02618772
NCT02615119,Neural Basis of Meal Related Interoceptive Dysfunction in Anorexia Nervosa,,Recruiting,No Results Available,Anorexia Nervosa|Major Depressive Disorder|Generalized Anxiety Disorder|Panic Disorder|Brain Injury,Drug: Isoproterenol|Drug: Normal saline,Change in cardiorespiratory sensation intensity|Change in anxiety level|Generalized anxiety disorder severity (Generalized Anxiety Disorder 7 scale)|Panic disorder severity (Panic Disorder Severity scale)|Major depressive disorder severity (Patient Health Questionnaire-9 scale)|Eating disorder severity (Eating Disorder Examination scale),"Laureate Institute for Brain Research, Inc.|National Institute of Mental Health (NIMH)",All,18 Years to 55 Years   (Adult),Not Applicable,310,Other|NIH,Interventional,"Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Basic Science",2017-002,Oct-15,Oct-20,Dec-27,26-Nov-15,null,7-Aug-18,"Laureate Institute for Brain Research, Tulsa, Oklahoma, United States",,https://ClinicalTrials.gov/show/NCT02615119
NCT02615483,Lumbar Spinal Fusion - Web-based Platform Targeting Anxiety and Depression,,Unknown status,No Results Available,Lumbar Spine Fusion|Anxiety|Depression,Other: Web-based platform,Anxiety and Depression|Functional outcome|Self-perceived health status|Back and leg pain,Central Jutland Regional Hospital,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,114,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention,654902,Nov-15,May-17,Mar-19,26-Nov-15,null,28-Mar-17,"Centre og Elective Surgery, Regional Hospital Silkeborg, Silkeborg, Denmark",,https://ClinicalTrials.gov/show/NCT02615483
NCT02616341,Development of a Behavioral Team Intervention for Obsessive Compulsive Disorder,,Completed,No Results Available,Obsessive Compulsive Disorder,Behavioral: Team ERP (T-ERP) Intervention|Behavioral: Treatment as Usual (TAU),Changes in OCD symptom severity as measured by the Yale-Brown Obsessive Compulsive Scale (Y-BOCS),Butler Hospital|National Institute of Mental Health (NIMH),All,"18 Years to 65 Years   (Adult, Older Adult)",Not Applicable,51,Other|NIH,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment,1005-008,Nov-12,Feb-16,Feb-16,26-Nov-15,null,10-Aug-17,,,https://ClinicalTrials.gov/show/NCT02616341
NCT02616419,External Cold and Vibration Stimulation (Buzzy®) for Procedural Pain Management in Children Undergoing Needle-Related Procedures,,Recruiting,No Results Available,Child|Pain Due to Certain Specified Procedures,Device: Buzzy® device|Drug: Maxilene® (Lidocaine liposomal 4%),Mean per-procedural pain scores|Mean level of per-procedural distress|Satisfaction regarding the use of the Buzzy® device|Memory of pain (mean post-procedural pain scores 24 hours after the procedure)|Proportion of participants with success of the needle-related procedure at the first attempt,St. Justine's Hospital,All,4 Years to 17 Years   (Child),Not Applicable,380,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Investigator)|Primary Purpose: Supportive Care,2017-1405,15-May-17,Aug-18,Aug-18,26-Nov-15,null,26-Apr-18,"CHU Ste-Justine, Montreal, Quebec, Canada",,https://ClinicalTrials.gov/show/NCT02616419
NCT02614443,"Effectiveness and Acceptability of Internet-delivered Treatment for Depression, Anxiety and Stress",EAITDAS,Completed,No Results Available,Depression|Anxiety|Stress,Other: Space from Depression|Other: Space from Anxiety|Other: Space from Stress,Change in Stress sub-scale of Depression Anxiety and Stress Scale-21 (DASS-21)|Change in Patient Health Questionnaire-9 (PHQ-9)|Change in Generalized Anxiety Disorder-7 (GAD-7),Silver Cloud Health,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,120,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,EAITDAS,Oct-15,Sep-17,Sep-17,25-Nov-15,null,11-Sep-18,"University of Minnesota, Minneapolis, Minnesota, United States",,https://ClinicalTrials.gov/show/NCT02614443
NCT02611544,Investigation of Three Approaches to Address Fear of Recurrence Among Breast Cancer Survivors,,Completed,No Results Available,"Breast Neoplasms|Breast Cancer|Breast Carcinoma|Malignant Neoplasm of Breast|Cancer of Breast|Mammary Neoplasm, Human|Human Mammary Carcinoma|Malignant Tumor of Breast|Mammary Cancer|Mammary Carcinoma|Anxiety|Fear|Neoplasm Remission, Spontaneous|Spontaneous Neoplasm Regression|Regression, Spontaneous Neoplasm|Remission, Spontaneous Neoplasm|Spontaneous Neoplasm Remission",Behavioral: Acceptance and Commitment Therapy|Behavioral: Survivorship Education|Behavioral: Enhanced Usual Care,"Change from baseline in fear of recurrence (FCR) at Post-Intervention, 1-month, and 6-month follow-up as assessed by Fear of Cancer Recurrence Inventory (FCRI).|Change from baseline in fear of recurrence (FCR) at Post-Intervention, 1-month, and 6-month follow-up as assessed by Concerns about Recurrence Scale (CARS).|Change from baseline in cancer-related avoidant coping at Post-Intervention, 1-month, and 6-month follow-up as assessed by Acceptance & Action Questionnaire-Cancer|Change from baseline in anxiety at Post-Intervention, 1-month, and 6-month follow-up as assessed Generalized Anxiety Disorder Scale (GAD-7).|Change from baseline in depression at Post-Intervention, 1-month, and 6-month follow-up as assessed by as measured by Patient Health Questionnaire Depression Scale (PHQ-8).|Change from baseline in post-traumatic stress symptoms at Post-Intervention, 1-month, and 6-month follow-up as assessed by Impact of Events Scale-Revised (IES-R).|Change from baseline in vitality at Post-Intervention, 1-month, and 6-month follow-up as assessed by Short Form(SF)-36 Vitality Scale.|Change from baseline in Breast Cancer Self-Efficacy at Post-Intervention, 1-month, and 6-month follow-up as assessed by Breast Cancer Self-Efficacy Scale|Change from baseline in quality of life at Post-Intervention, 1-month, and 6-month follow-up as assessed by 10-item PROMIS Global Health Scale|Change from baseline in spiritual well-being at Post-Intervention, 1-month, and 6-month follow-up as assessed by Functional Assessment of Chronic Illness Therapy-Spiritual Well-being (FACIT-Sp) scale|Change from baseline in mindfulness at Post-Intervention, 1-month, and 6-month follow-up as assessed by Five Facet Mindfulness Questionnaire-Short Form|Change from baseline in telomere length at Post-Intervention, 1-month, and 6-month follow-up as assessed by quantitative telomere length.|Intervention ratings for satisfaction and helpfulness at Post-Intervention as assessed by a 5-item investigator-created measure.",Indiana University|Indiana University Health,Female,"18 Years to 99 Years   (Adult, Older Adult)",Not Applicable,91,Other,Interventional,Allocation: Randomized|Intervention Model: Factorial Assignment|Masking: None (Open Label)|Primary Purpose: Health Services Research,IUSCC-0563,Dec-15,1-Dec-16,1-Dec-16,20-Nov-15,null,21-Aug-17,"Indiana University, Indianapolis, Indiana, United States",,https://ClinicalTrials.gov/show/NCT02611544
NCT02605668,Providing Tools for Effective Care and Treatment of Anxiety Disorders,PROTECT-AD,Unknown status,No Results Available,Panic Disorder|Agoraphobia|Specific Phobias|Social Anxiety Disorder,Behavioral: Intensified psychological intervention|Behavioral: Standard intervention,change in somatic and psychic anxiety symptoms|change in severity of the anxiety disorder|change in categorial diagnosis according to the Diagnostic and Statistical Manual of Mental Disorders (DSM-IV/5)|change in screened anxiety symptoms|change in depressive symptoms|change in anxiety sensitivity|change in panic and agoraphobic symptoms|change in agoraphobic avoidance|change in symptoms of Generalized Anxiety Disorder|change in social anxiety|change in Specific Phobia symptoms|change in disability|change in quality of life|change in psychopathological symptoms|change in agoraphobic cognitions|fear of body sensations,"Technische Universität Dresden|Ruhr University of Bochum|University Medicine Greifswald|Charite University, Berlin, Germany|University of Wuerzburg|Philipps University Marburg Medical Center|Wuerzburg University Hospital|Westfälische Wilhelms-Universität Münster",All,"15 Years to 70 Years   (Child, Adult, Older Adult)",Not Applicable,620,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,01EE1402A|DRKS00008743,Jan-16,Feb-18,Jan-19,16-Nov-15,null,3-Aug-16,"Technische Universität Dresden, Institute of Clinical Psychology and Psychotherapy, Dresden, Sachsen, Germany",,https://ClinicalTrials.gov/show/NCT02605668
NCT02604706,"Auricular Acupuncture in Substance Abuse: Effects on Anxiety, Sleep, Drug Use.",,Completed,No Results Available,Substance Abuse|Anxiety|Sleep,Device: NADA Acupuncture|Device: LP acupuncture|Behavioral: Relaxation,Change in self rated anxiety measured with Beck Anxiety Inventory (BAI).|Change in self rated sleep quality measured with Insomnia Severity Index (ISI).|Change in self rated drug use using The self-report Drug Use Disorders Identification Test (DUDIT).|Change in self rated alcohol use using The self report Alcholol Disorders Identification Test (ADUIT).,Örebro Läns Landsting,All,"18 Years to 65 Years   (Adult, Older Adult)",Phase 2,280,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,11,Oct-10,Jun-14,Jun-14,13-Nov-15,null,16-Nov-15,"Psychiatric Research Centre, Örebro, Sweden",,https://ClinicalTrials.gov/show/NCT02604706
NCT02602886,Exposure and Response Prevention Therapy for Obsessive-compulsive Disorder,,Unknown status,No Results Available,Obsessive-Compulsive Disorder,Behavioral: Exposure and Response Prevention Therapy,"Change in Yale-Brown Obsessive Compulsive Scale (Y-BOCS) Score|Change in Florida Obsessive-Compulsive Inventory (FOCI) Score|Change in Obsessive-Compulsive Inventory-Revised (OCI-R) Score|Change in Hamilton Anxiety Scale, Hamilton Depression Scale-17 Score|Change in Obsessional beliefs questionnaire (OBQ-44) Score|Change in Patient EX/RP Adherence Scale (PEAS) Score|Disability: Change in Sheehan Disability Scale|Disability: Change in WHO disability assessment 2.0|Treatment Ambivalence Questionnaire (TAQ)",Ruijin Hospital|Shanghai Hongkou Mental Health Center|West China Hospital|Suzhou Guangji Hospital|First Affiliated Hospital of Xinjiang Medical University|The SHSMU-ION Research Center for Brain Disorders,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,48,Other,Interventional,Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,OCD#020,Nov-16,Dec-17,Dec-17,11-Nov-15,null,29-Nov-16,"Shanghai Ruijin Hospital, Shanghai, Shanghai, China|West China Hospital, Chengdu, Sichuan, China|Shanghai Hongkou Mental Health Center, Shanghai Shi, China|Suzhou Guangji Hospital, Suzhou, China|The First Hospital affiliated to XinJiang Medical University, Wulumuqi, China",,https://ClinicalTrials.gov/show/NCT02602886
NCT02601677,Deep Brain Stimulation of NAc/ALIC to Prevent Treatment-Refractory Obsessive Compulsive Disorder,,Unknown status,No Results Available,Obsessive Compulsive Disorder,Procedure: Deep brain stimulation|Drug: Fluoxetine,Yale-Brown Obsessive Compulsive Scale (Y-BOCS)|Clinical Global Impression (CGI)|Global assessment of functioning (GAF)|The Hamilton Anxiety Scale (HAM-A)|The Hamilton Rating Scale for Depression (HAM-D)|Sheehan Disability Scale (SDS)|Event related potentials(ERPs)|local field potential(LFP)|Change in two static positron emission tomography(PET) images study,Tang-Du Hospital,All,18 Years to 60 Years   (Adult),Not Applicable,10,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment,OCD-DBS,Nov-15,Nov-18,Nov-18,10-Nov-15,null,10-Nov-15,,,https://ClinicalTrials.gov/show/NCT02601677
NCT02600091,Mindfulness-based Cognitive Therapy to Improve Emotional Wellbeing and Glycaemic Control in Diabetes,MILESTONE,Completed,No Results Available,Anxiety|Depression|Diabetes,Behavioral: Mindfulness-Based Cognitive Therapy,Recruitment/Retention Rates|Acceptability,University of Aberdeen|NHS Grampian|University of Glasgow|NHS Greater Glasgow and Clyde,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,29,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,RG12976-10,30-Oct-15,Dec-17,Dec-17,9-Nov-15,null,9-May-18,"University of Aberdeen, Aberdeen, United Kingdom",,https://ClinicalTrials.gov/show/NCT02600091
NCT02600299,Effectiveness of a Psycho-educational Group (PEG) Intervention on Supportive Care and Survivorship Issues in Early-stage Breast Cancer Survivors Who Have Received Systemic Treatment,,Completed,No Results Available,Breast Cancer|Cancer|Anxiety|Cognitive Dysfunction,Behavioral: Psychoeducation group|Behavioral: Usual Care,"Severity of anxiety, as measured using Beck Anxiety Inventory|Quality of life|Severity of cognitive dysfunction, as measured using FACT-Cog|Severity of symptom burden, as measured using Rotterdam Symptom Checklist","National University, Singapore",Female,"21 Years to 99 Years   (Adult, Older Adult)",Phase 2,80,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Health Services Research,201504-00102,Jul-15,Jan-16,Mar-16,9-Nov-15,null,22-Sep-16,"National Cancer Centre Singapore, Singapore, Singapore",,https://ClinicalTrials.gov/show/NCT02600299
NCT02600637,Wellness Programs for Brain-Injured Individuals,WPBI,Completed,No Results Available,Depression|Anxiety|Stroke,Behavioral: MBSR|Behavioral: Brain Health class,Depression scores on Beck Depression Inventory Questionnaire|Anxiety scores on Beck Anxiety Inventory Questionnaire|CogState Computerized Battery Overall Cognitive Score,VA Office of Research and Development,All,"20 Years to 80 Years   (Adult, Older Adult)",Not Applicable,37,U.S. Fed,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Outcomes Assessor)|Primary Purpose: Treatment",D1893-P,1-Nov-15,10-Apr-18,30-Jun-18,9-Nov-15,null,17-Jul-18,"VA Northern California Health Care System, Mather, CA, Sacramento, California, United States",,https://ClinicalTrials.gov/show/NCT02600637
NCT02599610,Effects of Digital Vaginal Examination During Labor on Pain and Anxiety Levels,,Unknown status,No Results Available,Pregnancy|Obstetric Labor,Other: Digital vaginal examination|Device: Transperineal ultrasound examination,Anxiety levels|Labor pain,Ankara University,Female,"18 Years and older   (Adult, Older Adult)",Not Applicable,40,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor),6,Oct-15,Mar-16,Mar-16,6-Nov-15,null,17-Feb-16,"Ankara University Faculty of Medicine, Department of Obstetrics and Gynecology, Ankara, Turkey",,https://ClinicalTrials.gov/show/NCT02599610
NCT02593682,The Role of Orexin in Human Panic Disorder,,"Active, not recruiting",No Results Available,Panic Disorder,Drug: suvorexant|Drug: placebo,Change in orexin levels (blood) +1 minute|Change in orexin levels (blood) +5 minutes|Change in orexin levels (blood) +15 minutes|Change in orexin levels (blood) +60 minutes,"University of California, San Francisco",All,"18 Years to 65 Years   (Adult, Older Adult)",Phase 4,12,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Basic Science",2015078,May-16,Jul-19,Dec-19,2-Nov-15,null,13-Dec-18,"UCSF Fresno Medical Education Program, Fresno, California, United States","""Study Protocol and Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/82/NCT02593682/Prot_SAP_000.pdf",https://ClinicalTrials.gov/show/NCT02593682
