NCT Number,Title,Acronym,Status,Study Results,Conditions,Interventions,Outcome Measures,Sponsor/Collaborators,Gender,Age,Phases,Enrollment,Funded Bys,Study Type,Study Designs,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents,URL
NCT02991118,Evaluation of Long-Term Efficacy of Bempedoic Acid (ETC-1002) in Patients With Hyperlipidemia at High Cardiovascular Risk,CLEAR Wisdom,Completed,No Results Available,Hypercholesterolemia|Atherosclerotic Cardiovascular Disease,Drug: bempedoic acid|Drug: placebo,Percent change in low-density lipoprotein cholesterol (LDL-C),Esperion Therapeutics,All,"18 Years and older   (Adult, Older Adult)",Phase 3,779,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",1002-047|2016-003486-26,18-Nov-16,22-Aug-18,25-Sep-18,13-Dec-16,null,12-Nov-18,"Clearwater, Florida, United States|Georgetown, Texas, United States",,https://ClinicalTrials.gov/show/NCT02991118
NCT02991534,Cardiovascular Risk Screening and Risk Reduction in Women Vets,,Recruiting,No Results Available,Cardiovascular Diseases|Hypertension|Hyperlipidemias|Dyslipidemias|Obesity|Diabetes Mellitus|Tobacco Use Disorder|Overweight,Behavioral: CV Toolkit Components,Referrals to Health Promotion and Disease Prevention Services|Altarum Consumer Engagement (ACE)|PROMIS Global Health|Patient Satisfaction|Overall Anxiety Severity and Impairment Scale (OASIS)|Depression screen (PHQ-4),VA Office of Research and Development,Female,"18 Years and older   (Adult, Older Adult)",Not Applicable,260,U.S. Fed,Interventional,Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Health Services Research,QUX 16-007,15-Nov-16,30-Jun-19,30-Sep-20,13-Dec-16,null,30-Nov-18,"VA Greater Los Angeles Healthcare System, Sepulveda, CA, Sepulveda, California, United States|VA Greater Los Angeles Healthcare System, West Los Angeles, CA, West Los Angeles, California, United States|VA Connecticut Healthcare System West Haven Campus, West Haven, CT, West Haven, Connecticut, United States",,https://ClinicalTrials.gov/show/NCT02991534
NCT02989753,Effects of Two Herbal Dietary Supplements on Lipid Metabolism in Moderate Hypercholesterolemia and Hypertriglyceridemia,Lipiback,Completed,No Results Available,Hypercholesterolemia|Hypertriglyceridemia,Dietary Supplement: VAL070-A|Dietary Supplement: VAL070-B|Dietary Supplement: Placebo,Comparison between VAL070-B and placebo on changes between V1 and V2 visits of the fasting blood LDL cholesterol|Comparison between VAL070-A and placebo on changes between V1 and V2 visits of the fasting blood LDL cholesterol|Changes in fasting blood concentrations of triglycerides|Changes in fasting blood concentrations of total cholesterol|Changes in fasting blood concentrations of HDL cholesterol|Changes in fasting blood concentrations of non-HDL cholesterol|Changes in fasting blood concentrations of glucose|Changes in fasting blood concentrations of hsCRP|Changes in fasting blood concentrations of fructosamine|Changes in fasting blood concentrations of total free fatty acid|Changes in body weight|Changes in waist circumference|Changes in hip circumference|Changes in waist to hip ratio|Changes in fasting blood concentrations of urea|Changes in fasting blood concentrations of creatinine|Changes in fasting blood concentrations of AST (Aspartate aminotransferase)|Changes in fasting blood concentrations of ALT (Alanine aminotransferase)|Changes in fasting blood concentrations of GGT (Gamma glutamyltransferase)|Changes in complete blood count|Changes in heart rate|Changes in systolic blood pressure|Changes in diastolic blood pressure,Valbiotis|Biofortis Mérieux NutriSciences,All,"18 Years to 70 Years   (Adult, Older Adult)",Phase 1|Phase 2,40,Industry|Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Prevention",2016-A01178-43,Jan-17,Jun-18,Jul-18,12-Dec-16,null,4-Jul-18,"Biofortis Mérieux NutriSciences Clinical Investigation Center, Saint Herblain, France",,https://ClinicalTrials.gov/show/NCT02989753
NCT02988115,Evaluation of the Efficacy and Safety of Bempedoic Acid (ETC-1002) in Patients With Hyperlipidemia and Statin Intolerant,CLEAR Serenity,Completed,No Results Available,Hypercholesterolemia|Atherosclerotic Cardiovascular Disease|Statin Adverse Reaction,Drug: bempedoic acid|Other: placebo,Percent change in low-density lipoprotein cholesterol (LDL-C),Esperion Therapeutics,All,"18 Years and older   (Adult, Older Adult)",Phase 3,345,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",1002-046,15-Nov-16,19-Mar-18,16-Apr-18,9-Dec-16,null,25-Sep-18,"Kenosha, Wisconsin, United States",,https://ClinicalTrials.gov/show/NCT02988115
NCT02984982,Evaluation of Effect of Alirocumab on Coronary Atheroma Volume in Japanese Patients Hospitalized for Acute Coronary Syndrome With Hypercholesterolemia,ODYSSEY J-IVUS,Completed,No Results Available,Hypercholesterolemia|Acute Coronary Syndrome,Drug: alirocumab SAR236553|Drug: atorvastatin|Drug: rosuvastatin|Drug: fenofibrate|Drug: bezafibrate|Drug: ezetimibe|Drug: antiplatelets|Drug: anticoagulants,"Percent change in normalized total atheroma volume (TAV)|Absolute change in PAV|Absolute change in normalized TAV|Absolute change in external elastic membrane (EEM) volume and lumen volume|Percent change in EEM volume and lumen volume|Absolute change in calculated LDL-C|Percent change in calculated LDL-C|Absolute change in other lipid parameters|Percent change in other lipid parameters|Cardiovascular adverse events (CHD death, non-fatal MI, fatal/non-fatal ischemic and/or haemorrhagic stroke, unstable angina causing hospitalization, congestive heart failure causing hospitalization, ischemia-driven coronary revascularization procedure)|Incidence of adverse events based on standard and systematic assessment including physical examinations, electrocardiograms (ECGs), vital signs and laboratory tests",Sanofi|Regeneron Pharmaceuticals,All,"20 Years and older   (Adult, Older Adult)",Phase 4,205,Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,ALIROL08069|U1111-1184-8764,15-Nov-16,27-Jul-18,27-Jul-18,7-Dec-16,null,1-Feb-19,"Investigational Site Number 392026, Bunkyoku-ku, Japan|Investigational Site Number 392022, Chiyoda-ku, Japan|Investigational Site Number 392032, Fujisawa-shi, Japan|Investigational Site Number 392004, Fukui-shi, Japan|Investigational Site Number 392007, Fukuoka-shi, Japan|Investigational Site Number 392048, Fukuoka-shi, Japan|Investigational Site Number 392008, Gifu-shi, Japan|Investigational Site Number 392039, Hiroshima-shi, Japan|Investigational Site Number 392028, Isehara-shi, Japan|Investigational Site Number 392036, Itabashi-ku, Japan|Investigational Site Number 392037, Itabashi-ku, Japan|Investigational Site Number 392024, Izumisano-shi, Japan|Investigational Site Number 392013, Izunokuni-shi, Japan|Investigational Site Number 392020, Kawaguchi-shi, Japan|Investigational Site Number 392041, Kisarazu-shi, Japan|Investigational Site Number 392009, Kitakyushu-shi, Japan|Investigational Site Number 392034, Kitakyushu-shi, Japan|Investigational Site Number 392044, Kochi-shi, Japan|Investigational Site Number 392002, Kumamoto-shi, Japan|Investigational Site Number 392011, Kumamoto-shi, Japan|Investigational Site Number 392003, Kurashiki-shi, Japan|Investigational Site Number 392018, Matsuyama-shi, Japan|Investigational Site Number 392021, Morioka-shi, Japan|Investigational Site Number 392017, Nagakute-shi, Aichi, Japan|Investigational Site Number 392047, Nagaoka-shi, Japan|Investigational Site Number 392038, Nagoya-shi, Japan|Investigational Site Number 392042, Nagoya-shi, Japan|Investigational Site Number 392033, Okayama-shi, Japan|Investigational Site Number 392006, Osaka-shi, Japan|Investigational Site Number 392010, Osaka-shi, Japan|Investigational Site Number 392045, Osaka-shi, Japan|Investigational Site Number 392046, Osaka-shi, Japan|Investigational Site Number 392015, Sagamihara-shi, Japan|Investigational Site Number 392019, Sakai-shi, Japan|Investigational Site Number 392035, Sapporo-shi, Japan|Investigational Site Number 392001, Tenri-shi, Japan|Investigational Site Number 392016, Toyoake-shi, Japan|Investigational Site Number 392025, Tsukuba-shi, Japan|Investigational Site Number 392040, Tsukuba-shi, Japan|Investigational Site Number 392005, Wakayama-shi, Japan|Investigational Site Number 392027, Yokohama-shi, Japan|Investigational Site Number 392043, Yokohama-shi, Japan",,https://ClinicalTrials.gov/show/NCT02984982
NCT02982408,Impact of Overfeeding and Following Exercise Training in Individuals With and Without Increased Risk of Type 2 Diabetes,,Unknown status,No Results Available,Type 2 Diabetes Mellitus|Insulin Resistance|Dyslipidemia,Dietary Supplement: High carbohydrate overfeeding|Behavioral: Exercise|Behavioral: Normal physical activity,Adipose tissue expandability|Glucose turnover rate|Lipid turnover rate|Epigenetics,"Rigshospitalet, Denmark|Novo Nordisk A/S|Augustinus Fonden",Male,35 Years to 40 Years   (Adult),Not Applicable,50,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science,H-4-2014-128,Aug-16,Aug-18,Aug-18,5-Dec-16,null,5-Dec-16,"Rigshospitalet, Denmark, Copenhagen, Capital Region, Denmark",,https://ClinicalTrials.gov/show/NCT02982408
NCT02982798,The PK Characteristics of the Co-administration of Metformin SR and Rosuvastatin and JLP-1310 in Healthy Male Volunteers,,Completed,No Results Available,Diabetes|Hyperlipidemia,Drug: Metformin + Rosuvastatin|Drug: JLP-1310,AUClast of Metformin and rosuvastatin|Cmax of Metformin and rosuvastatin,"Jeil Pharmaceutical Co., Ltd.",Male,"19 Years and older   (Adult, Older Adult)",Phase 1,40,Industry,Interventional,Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,JLP-1310-103-PK,6-Jul-17,30-Aug-17,31-Jan-18,5-Dec-16,null,29-Mar-18,"Inha University Hospital, Incheon, Korea, Republic of",,https://ClinicalTrials.gov/show/NCT02982798
NCT02979704,A Comparative Study of Rosuvastatin and Atorvastatin in Patients With Hyperlipidemia,,Unknown status,No Results Available,Hyperlipidemia,Drug: Rosuvastatin|Drug: Atorvastatin,Establishment of superiority between rosuvastatin and atorvastatin on reduction of MDA in patients with hyperlipidemia|Establishment of superiority between rosuvastatin and atorvastatin on reduction of inflammation in patients with hyperlipidemia|Establishment of superiority between rosuvastatin and atorvastatin on reduction platelet count in patients with hyperlipidemia|Establishment of superiority between rosuvastatin and atorvastatin on increase prothrombin time in patients with hyperlipidemia|Establishment of superiority between rosuvastatin and atorvastatin on increase level of erythrocytic GSH in patients with hyperlipidemia,"Bangabandhu Sheikh Mujib Medical University, Dhaka, Bangladesh",All,"20 Years to 75 Years   (Adult, Older Adult)",Phase 2|Phase 3,90,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,No.BSMMU/2016/8307,Sep-16,Jun-17,Jul-17,2-Dec-16,null,2-Dec-16,"BSMMU, Dhaka, Bangladesh",,https://ClinicalTrials.gov/show/NCT02979704
NCT02979015,"A Study of Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of Subcutaneous (SC) Administered Alirocumab in Healthy Chinese Subjects",,Completed,No Results Available,Hypercholesterolemia,Drug: alirocumab SAR236553 (REGN727)|Drug: placebo,"Incidence of adverse events based on standard and systematic assessment including physical examinations, 12 lead ECGs, vital signs and laboratory tests|Incidence of injection site reactions|Change from baseline in LDL-C|Change from baseline in other lipid parameters|Pharmacokinetics: Assessment of serum concentrations of alirocumab|Pharmacokinetics: Assessment of serum concentrations of PCSK9",Sanofi|Regeneron Pharmaceuticals,All,18 Years to 45 Years   (Adult),Phase 1,35,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment",PKD13404|U1111-1133-7871,29-Nov-16,27-Nov-17,27-Nov-17,1-Dec-16,null,5-Dec-17,"Investigational Site Number 156001, Beijing, China",,https://ClinicalTrials.gov/show/NCT02979015
NCT02977065,"To Assess the Safety, Efficacy and Tolerability of CKD-519, Administered With HMG-CoA Reductase Inhibitors",,Completed,No Results Available,Dyslipidemias,Drug: Atorvastatin 20mg|Drug: Atorvastatin 20 mg + CKD-519 50 mg|Drug: Atorvastatin 20 mg + CKD-519 100 mg|Drug: Atorvastatin 20 mg + CKD-519 200 mg|Drug: Rosuvastatin 10 mg|Drug: Rosuvastatin 10 mg + CKD-519 100 mg,"Percentage change from baseline (Visit 3) in LDL-C|Percentage change from baseline in HDL-C|Percentage change from baseline in concentration of HDL particles (HDL-P)|Change from baseline in size of HDL particles (HDL-P)|Percentage change from baseline in LDL-C|Change in concentration from baseline in LDL-C|Change in concentration from baseline in HDL-C|Percentage change from baseline in total cholesterol, TG, and non-HDL-C|Change in concentration from baseline in total cholesterol, TG, and non-HDL-C|Percentage change from baseline in apolipoprotein B (Apo B), apolipoprotein A1 (Apo A1), and apolipoprotein E (Apo E)|Change in concentration from baseline in Apo B, Apo A1, and Apo E|Percentage change from baseline in lipoprotein(a) (Lp-a)|Change in concentration from baseline in Lp-a|Change in concentration from baseline in high-sensitivity C-reactive protein at",Chong Kun Dang Pharmaceutical,All,"18 Years to 80 Years   (Adult, Older Adult)",Phase 2,62,Industry,Interventional,"Allocation: Randomized|Intervention Model: Factorial Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",148HL16011,23-Mar-17,30-Dec-17,30-Jan-18,30-Nov-16,null,6-Nov-18,"Not provided, Adelaide, Australia",,https://ClinicalTrials.gov/show/NCT02977065
NCT02977884,Complete Health Improvement Program (CHIP) Risk Reduction/Claims Evaluation Project,,Recruiting,No Results Available,Cardiovascular Diseases|Diabetes Mellitus|Hypertension|Dyslipidemias|Overweight and Obesity,Behavioral: The Complete Health Improvement Program,Healthcare expenses|Weight|Fasting Glucose|Fasting Lipid Profile|Absenteeism: Sick days on record at Ohio University Human Resources,Ohio University|Touro University,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,200,Other,Interventional,Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,12X81,Aug-12,Nov-20,Dec-20,30-Nov-16,null,2-Nov-18,"Ohio University, Athens, Ohio, United States",,https://ClinicalTrials.gov/show/NCT02977884
NCT02969070,"Effects of Nutraceutical Therapies on Endothelial Function, Platelet Aggregation, and Coronary Flow Reserve",NUTRENDO,Completed,No Results Available,Hypercholesterolemia|Endothelial Dysfunction,Dietary Supplement: LopiGLIK™ therapy|Dietary Supplement: Armolipid Plus® therapy,"Effects on endothelial function as evaluated by Reactive Hyperemia Index (RHI)|Evaluation of treatment tolerability|Reasons for treatment discontinuation|Effects on lipid profile (total cholesterol, LDL cholesterol, HDL cholesterol, triglycerides)|Effects on metabolic indexes (glucose levels)|Effects on metabolic indexes [insulin plasma levels and insulin sensitivity index (HOMA index)]|Effects on platelet aggregation as evaluated by light transmission aggregometry (LTA)|Effects on coronary flow reserve (CFR) as evaluated by echocardiocolorDoppler visualization of coronary flow in the distal left anterior descending artery at rest and after cold pressure test (CPT)",Federico II University,All,"18 Years to 70 Years   (Adult, Older Adult)",Not Applicable,28,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,FedericoIIU 259/16,Nov-16,Sep-17,Oct-17,21-Nov-16,null,15-Feb-19,"University of Naples ""Federico II"", Naples, Italy",,https://ClinicalTrials.gov/show/NCT02969070
NCT02963311,A Study of ALN-PCSSC in Participants With Homozygous Familial Hypercholesterolemia (HoFH),ORION-2,Completed,No Results Available,Homozygous Familial Hypercholesterolemia,Drug: ALN-PCSSC|Drug: Standard of Care,"Percentage Change From Day 1 to Day 90 in LDL-C|Percentage Change From Day 1 to Day 180 (or Final Visit) in LDL-C|Absolute Change From Day 1 to Day 90 and to Day 180 (or Final Visit) in LDL-C|Percentage Change From Day 1 to Day 60 and to Day 90 in PCSK9|Absolute Change From Day 1 to Day 60 and to Day 90 in PCSK9|Percentage Change From Day 1 to Day 90 and to Day 180 (or Final Visit) in Total Cholesterol, Triglycerides, HDLC, non-HDL-C, VLDL-C, Apo-A1 Apo-B and Lp(a)|Absolute Change From Day 1 to Day 90 and to Day 180 (or Final Visit) in Total Cholesterol, Triglycerides, HDLC, non-HDL-C, VLDL-C, Apo-A1 Apo-B and Lp(a)",The Medicines Company,All,"12 Years and older   (Child, Adult, Older Adult)",Phase 2,4,Industry,Interventional,Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,MDCO-PCS-16-02,13-Dec-16,8-Oct-18,8-Oct-18,15-Nov-16,null,21-Dec-18,"Research Site 201001, Los Angeles, California, United States|Research Site 231001, Amsterdam, Netherlands|Research Site 227001, Parktown, Johannesburg, South Africa",,https://ClinicalTrials.gov/show/NCT02963311
NCT02959762,Vitamin K to Slow Progression of Dyslipidemia and Diabetes Risk (Vita-K 'n' Kids Study II),,Recruiting,No Results Available,Obesity|Insulin Resistance|Obesity in Diabetes|Nutritional and Metabolic Diseases|Hyperlipidemia|Hyperglycemia|Cardiovascular Diseases,Dietary Supplement: Placebo-Control|Dietary Supplement: Low-Dose Vitamin K2 (menaquinone-7; 45-mcg/d)|Dietary Supplement: High-Dose Vitamin K2 (menaquinone-7; 90 mcg/d),Change in serum lipid concentrations|Change in insulin sensitivity|Change in beta-cell function|Change in coagulation|Change in arterial stiffness (pulse wave velocity)|Change in endothelial function (flow-mediated dilation),Augusta University,All,8 Years to 17 Years   (Child),Phase 1|Phase 2,30,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Prevention",931430|16GRNT31090037,Oct-16,1-Dec-18,30-Dec-18,9-Nov-16,null,12-Jul-18,"Medical College of Georgia; Augusta University, Augusta, Georgia, United States",,https://ClinicalTrials.gov/show/NCT02959762
NCT02957682,Evaluating Effect of the Study Drug Praluent (Alirocumab) on Neurocognitive Function When Compared to Placebo,,"Active, not recruiting",No Results Available,Hypercholesterolemia,Drug: Praluent (Alirocumab)|Drug: Placebo,"Change in Cambridge Neuropsychological Test Automated Battery cognitive domain Spatial Working Memory strategy score|Percent change in calculated low density lipoprotein cholesterol (LDL-C)|Percent change in apolipoprotein (Apo) B|Percent change in non-high-density lipoprotein cholesterol (HDL-C),|Percent change in total cholesterol (Total-C)|Percent change in lipoprotein a [Lp(a)]|Percent change in HDL-C|Percent change in triglyceride (TG)|Percent change in apolipoprotein (Apo) A-1|Proportion of participants reaching LDL-C <70 mg/dL (1.81 mmol/L)|Proportion of participants reaching LDL-C <50 mg/dL (1.29 mmol/L)",Regeneron Pharmaceuticals|Sanofi,All,"40 Years to 85 Years   (Adult, Older Adult)",Phase 4,2176,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",R727-CL-1532|2016-003189-16,18-Nov-16,27-Mar-20,4-May-20,8-Nov-16,null,10-May-18,"Alexander City, Alabama, United States|Birmingham, Alabama, United States|Site 1, Mobile, Alabama, United States|Site 2, Mobile, Alabama, United States|Beverly Hills, California, United States|Los Gatos, California, United States|North Hollywood, California, United States|Port Hueneme, California, United States|Westminster, California, United States|Colorado Springs, Colorado, United States|Denver, Colorado, United States|Atlantis, Florida, United States|Lake Worth, Florida, United States|Miami Springs, Florida, United States|Covington, Georgia, United States|Champaign, Illinois, United States|Site 1, Chicago, Illinois, United States|Site 2, Chicago, Illinois, United States|Rock Island, Illinois, United States|Site 1, Evansville, Indiana, United States|Site 2, Evansville, Indiana, United States|Site 1, Indianapolis, Indiana, United States|Site 2, Indianapolis, Indiana, United States|Ames, Iowa, United States|Iowa City, Iowa, United States|Waterloo, Iowa, United States|Hutchinson, Kansas, United States|Newton, Kansas, United States|Overland Park, Kansas, United States|Louisville, Kentucky, United States|Bangor, Maine, United States|Site 1, Baltimore, Maryland, United States|Site 2, Baltimore, Maryland, United States|Oxon Hill, Maryland, United States|Olive Branch, Mississippi, United States|Washington, Missouri, United States|Site 1, Buffalo, New York, United States|Site 2, Buffalo, New York, United States|New Hyde Park, New York, United States|Charlotte, North Carolina, United States|Greensboro, North Carolina, United States|Hickory, North Carolina, United States|High Point, North Carolina, United States|Site 1, Raleigh, North Carolina, United States|Site 2, Raleigh, North Carolina, United States|Rocky Mount, North Carolina, United States|Salisbury, North Carolina, United States|Statesville, North Carolina, United States|Wilmington, North Carolina, United States|Winston-Salem, North Carolina, United States|Cincinnati, Ohio, United States|Cleveland, Ohio, United States|Dayton, Ohio, United States|Duncansville, Pennsylvania, United States|Charleston, South Carolina, United States|Greenville, South Carolina, United States|Summerville, South Carolina, United States|Rapid City, South Dakota, United States|Bristol, Tennessee, United States|Jefferson City, Tennessee, United States|Site 1, Knoxville, Tennessee, United States|Site 2, Knoxville, Tennessee, United States|Site 3, Knoxville, Tennessee, United States|Site 4, Knoxville, Tennessee, United States|Dallas, Texas, United States|Site 1, Houston, Texas, United States|Site 2, Houston, Texas, United States|Schertz, Texas, United States|Shavano Park, Texas, United States|Falls Church, Virginia, United States|Winchester, Virginia, United States|Everett, Washington, United States|Puyallup, Washington, United States|Walla Walla, Washington, United States|Manitowoc, Wisconsin, United States|Pleven, Bulgaria|Plovdiv, Bulgaria|Site 1, Sofia, Bulgaria|Site 2, Sofia, Bulgaria|Site 3, Sofia, Bulgaria|Stara Zagora, Bulgaria|Varna, Bulgaria|Osorno, Chile|Site 1, Santiago, Chile|Site 2, Santiago, Chile|Site 3, Santiago, Chile|Site 4, Santiago, Chile|Site 5, Santiago, Chile|Site 1, Temuco, Chile|Site 2, Temuco, Chile|Viña del Mar, Chile|Site 1, Paide, Estonia|Site 2, Paide, Estonia|Site 1, Tallinn, Estonia|Site 2, Tallinn, Estonia|Tartu, Estonia|Bunkyō-Ku, Japan|Chuo Ku, Japan|Hachiōji, Japan|Iruma-gun, Japan|Itabashi-ku, Japan|Kahoku-gun, Japan|Kawasaki, Japan|Nakagami-gun, Japan|Shinagawa-Ku, Japan|Uji-shi, Japan|Yokohama, Japan|Aguascalientes, Mexico|Site 4, Ciudad de mexico, Mexico|Cuernavaca, Mexico|Culiacán, Mexico|Site 1, Guadalajara, Mexico|Site 2, Guadalajara, Mexico|Site 3, Guadalajara, Mexico|Site 4, Guadalajara, Mexico|Site 1, Mexico City, Mexico|Site 2, Mexico City, Mexico|Site 3, Mexico City, Mexico|Pachuca, Mexico|Querétaro, Mexico|San Juan Del Río, Mexico|Torreon, Mexico|Kirov, Russian Federation|Moscow, Russian Federation|Novosibirsk, Russian Federation|Rostov-on-Don, Russian Federation|Site 1, Saint Petersburg, Russian Federation|Site 2, Saint Petersburg, Russian Federation|Site 3, Saint Petersburg, Russian Federation|Site 4, Saint Petersburg, Russian Federation|Site 5, Saint Petersburg, Russian Federation|Site 6, Saint Petersburg, Russian Federation|Site 7, Saint Petersburg, Russian Federation|Site 8, Saint Petersburg, Russian Federation|Saratov, Russian Federation|Tyumen', Russian Federation|Site 1, Yaroslavl, Russian Federation|Site 2, Yaroslavl, Russian Federation|Site 3, Yaroslavl, Russian Federation|Site 1, Bloemfontein, South Africa|Site 2, Bloemfontein, South Africa|Site 1, Cape Town, South Africa|Site 2, Cape Town, South Africa|Claremont, South Africa|Halfway House, South Africa|Kempton Park, South Africa|Kuils River, South Africa|Mamelodi East, South Africa|Middelburg, South Africa|Observatory, South Africa|Paarl, South Africa|Port Elizabeth, South Africa|Site 1, Pretoria, South Africa|Site 2, Pretoria, South Africa|Site 3, Pretoria, South Africa|Somerset West, South Africa|Soweto, South Africa|Worcester, South Africa|Site 1, Kharkiv, Ukraine|Site 2, Kharkiv, Ukraine|Site 1, Kyiv, Ukraine|Site 2, Kyiv, Ukraine|Site 3, Kyiv, Ukraine|Site 4, Kyiv, Ukraine|Site 5, Kyiv, Ukraine|Site 6, Kyiv, Ukraine|Site 7, Kyiv, Ukraine|Site 8, Kyiv, Ukraine|L'viv, Ukraine|Site 1, Vinnitsa, Ukraine|Site 2, Vinnitsa, Ukraine|Site 3, Vinnitsa, Ukraine|Úzhgorod, Ukraine",,https://ClinicalTrials.gov/show/NCT02957682
NCT02955238,Latinos Understanding the Need for Adherence,LUNA,Completed,No Results Available,Atherosclerosis|High Blood Pressure|Type 2 Diabetes Mellitus|Heart Disease|Hypercholesterolemia,Behavioral: Special Intervention,Change in Carotid Intimal Medial Thickness (CIMT) Measurement|Medication Adherence,San Diego State University,All,"40 Years and older   (Adult, Older Adult)",Not Applicable,587,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,G00007349,Aug-09,Oct-13,Oct-13,4-Nov-16,null,4-Nov-16,"South Bay Latino Research Center, Chula Vista, California, United States",,https://ClinicalTrials.gov/show/NCT02955238
NCT02955368,Clinical Trial to Evaluate the Efficacy and Safety of DP-R212,,Withdrawn,No Results Available,Hypertension|Hypercholesterolemia,Drug: DP-R212|Drug: C1-R212|Drug: C2-R212,Percent change of LDL-Cholesterol|Change of mean seated Systolic Blood Pressure,Alvogen Korea,All,"19 Years and older   (Adult, Older Adult)",Phase 3,0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment",DP-CTR212-III-03,Feb-17,Jul-17,Aug-17,4-Nov-16,null,5-Jun-17,,,https://ClinicalTrials.gov/show/NCT02955368
NCT02951962,A Study to Investigate Pharmacokinetic Drug Interaction and Safety of Telmisartan/Amlodipine and Rosuvastatin,,Completed,No Results Available,Hypertension|Hyperlipidemia,Drug: Twynsta 80/5mg|Drug: Crestor 20mg,"Telmisartan, Amlodipine, Rosuvastatin AUCτ|Telmisartan, Amlodipine, Rosuvastatin Cmax|Telmisartan, Amlodipine, Rosuvastatin Tmax|Telmisartan, Amlodipine, Rosuvastatin Cmin",Yuhan Corporation,Male,19 Years to 50 Years   (Adult),Phase 1,60,Industry,Interventional,Allocation: Non-Randomized|Intervention Model: Crossover Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,YHP1604-101,Aug-16,Sep-16,Sep-16,1-Nov-16,null,1-Feb-17,"Chonbuk National University Hospital, Chunju, Korea, Republic of",,https://ClinicalTrials.gov/show/NCT02951962
NCT02947620,"A Multi-center, Randomized, Double-blind, Active-controlled, Phase 3 Clinical Trial to Evaluate the Safety and Efficacy of Metformin/Atorvastatin Combination Therapy in Subjects With Type II Diabetes and Dyslipidemia",,Unknown status,No Results Available,Type II Diabetes|Dyslipidemia,"Drug: Metformin/Atorvastatin 1500mg/40mg, QD|Drug: Metformin 1500mg, QD|Drug: Atorvastatin 40mg, QD",Change in HbA1c|Change in LDL Cholesterol,Daewoong Pharmaceutical Co. LTD.,All,"19 Years to 80 Years   (Adult, Older Adult)",Phase 3,180,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment",DW_MA001,Aug-15,Feb-17,null,28-Oct-16,null,31-Oct-16,"Samsung Medical Center, Seoul, Korea, Republic of",,https://ClinicalTrials.gov/show/NCT02947620
NCT02947334,Efficacy And Safety Of Bococizumab For Lipid Lowering In Asian Hypercholesterolemia Subjects,SPIRE-ASIA,Withdrawn,No Results Available,Primary Hyperlipidemia or Mixed Dyslipidemia,Biological: Bococizumab|Drug: Placebo,• Percent change from baseline in fasting LDL-C,Pfizer,All,"18 Years and older   (Adult, Older Adult)",Phase 3,0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment",B1481047,31-Oct-16,3-May-19,3-May-19,27-Oct-16,null,2-Dec-17,"Beijing Anzhen Hospital, Capital Medical University, Beijing, Beijing, China",,https://ClinicalTrials.gov/show/NCT02947334
