"","ApplNo","SubmissionClassCodeID.x","SponsorName","NAME_EDIT","EMPLOYEES","ESTIMATED","Orig_App_Date","SubmissionClassCodeID.y","SubmissionNo","SubmissionStatusDate","ReviewPriority.y","DAY_DELAY","SURVIVAL","NDA","ORIG_PRIORITY","DrugName","ActiveIngredient"
"157",202813,12,"TEVA BRANDED PHARM","TEVA",42535,0,2012-03-23,4,3,2013-08-29,"STANDARD",524,1,1,0,"qnasl","beclomethasone dipropionate"
"158",202814,15,"CIPLA LIMITED","CIPLA",12235,0,2012-06-15,NA,NA,NA,NA,2600,0,1,0,"lamivudine; zidovudine","lamivudine; zidovudine"
"159",202832,15,"MEDEFIL INC","MEDEFIL INC",0,1,2012-01-06,3,1,2012-09-27,"UNKNOWN",265,1,1,0,"sodium chloride 0.9% in plastic container","sodium chloride"
"160",202832,15,"MEDEFIL INC","MEDEFIL INC",0,1,2012-01-06,3,1,2012-09-27,"UNKNOWN",265,1,1,0,"sodium chloride 0.9%","sodium chloride"
"161",202833,7,"LEO LABS","LEO LABS",5000,1,2012-01-23,3,2,2014-03-12,"STANDARD",779,1,1,0,"picato","ingenol mebutate"
"162",202834,7,"EISAI INC","EISAI INC",10452,0,2012-10-22,3,1,2013-06-30,"STANDARD",251,1,1,0,"fycompa","perampanel"
"163",202872,12,"BAUSCH AND LOMB INC","BAUSCH AND LOMB",21100,0,2012-09-28,2,2,2018-07-20,"STANDARD",2121,1,1,0,"lotemax","loteprednol etabonate"
"164",202880,12,"PERNIX IRELAND PAIN","PERNIX",41,1,2013-10-25,3,2,2014-08-19,"STANDARD",298,1,1,0,"zohydro er","hydrocodone bitartrate"
"165",202971,12,"OTSUKA PHARM CO LTD","OTSUKA PHARM CO LTD",31787,0,2013-02-28,4,2,2014-05-30,"STANDARD",456,1,1,0,"abilify maintena kit","aripiprazole"
"166",202992,7,"SANOFI AVENTIS US","SANOFI",106859,0,2012-09-12,2,1,2014-10-17,"STANDARD",765,1,1,0,"aubagio","teriflunomide"
"167",203049,15,"HIKMA PHARM CO LTD","HIKMA PHARMS",8464,0,2012-01-05,4,2,2013-02-13,"STANDARD",405,1,1,0,"argatroban","argatroban"
"168",203050,15,"DR REDDYS LABS LTD","DR REDDYS LABS LTD",125,1,2016-03-01,NA,NA,NA,NA,1245,0,1,0,"palonosetron hydrochloride","palonosetron hydrochloride"
"169",203076,13,"CIPLA LTD","CIPLA",12235,0,2012-10-16,NA,NA,NA,NA,2477,0,1,0,"lamivudine; nevirapine; zidovudine","lamivudine; nevirapine; zidovudine"
"170",203085,7,"BAYER HLTHCARE","BAYER HEALTHCARE",99592,0,2012-09-27,3,1,2013-05-29,"STANDARD",244,1,1,1,"stivarga","regorafenib"
"171",203093,15,"GILEAD SCIENCES INC","GILEAD SCIENCES INC",11000,0,2014-09-24,4,1,2015-07-16,"STANDARD",295,1,1,0,"vitekta","elvitegravir"
"172",203094,15,"GILEAD SCIENCES INC","GILEAD SCIENCES INC",11000,0,2014-09-24,NA,NA,NA,NA,1769,0,1,0,"tybost","cobicistat"
"173",203094,2,"GILEAD SCIENCES INC","GILEAD SCIENCES INC",11000,0,2014-09-24,NA,NA,NA,NA,1769,0,1,0,"tybost","cobicistat"
"174",203098,12,"PERRIGO ISRAEL","PERRIGO",10220,0,2013-01-31,3,2,2014-06-19,"901 REQUIRED",504,1,1,0,"testosterone","testosterone"
"175",203100,8,"GILEAD SCIENCES INC","GILEAD SCIENCES INC",11000,0,2012-08-27,4,1,2013-02-15,"STANDARD",172,1,1,0,"stribild","cobicistat; elvitegravir; emtricitabine; tenofovir disoproxil fumarate"
"176",203108,7,"BOEHRINGER INGELHEIM","BOEHRINGER INGELHEIM",50000,1,2014-07-31,3,3,2016-06-09,"STANDARD",679,1,1,0,"striverdi respimat","olodaterol hydrochloride"
"177",203109,12,"PFIZER","PFIZER",92400,0,2012-08-30,3,3,2014-01-31,"STANDARD",519,1,1,1,"revatio","sildenafil citrate"
"178",203109,12,"PFIZER","PFIZER",92400,0,2012-08-30,2,4,2014-01-31,"STANDARD",519,1,1,1,"revatio","sildenafil citrate"
"179",203137,7,"GE HEALTHCARE","GE HEALTHCARE",52000,1,2013-10-25,3,2,2014-12-04,"STANDARD",405,1,1,0,"vizamyl","flutemetamol f-18"
"180",203155,7,"MCPRF","MAYO CLINIC PET RADIOCHEMISTRY FACILITY",0,1,2012-09-12,4,1,2013-07-26,"PRIORITY",317,1,1,1,"choline c-11","choline c-11"
"181",203159,15,"BAYER HLTHCARE","BAYER HEALTHCARE",99592,0,2013-01-09,3,1,2013-08-07,"STANDARD",210,1,1,0,"skyla","levonorgestrel"
"182",203168,15,"BAUSCH AND LOMB","BAUSCH AND LOMB",21100,0,2013-04-05,4,1,2015-07-01,"STANDARD",817,1,1,0,"prolensa","bromfenac sodium"
"183",203188,7,"VERTEX PHARMS","VERTEX",925,0,2012-01-31,3,1,2012-08-28,"901 REQUIRED",210,1,1,1,"kalydeco","ivacaftor"
"184",203195,12,"LUPIN LTD","LUPIN",239,0,2012-06-01,4,1,2013-03-26,"STANDARD",298,1,1,0,"suprax","cefixime"
"185",203202,7,"LUNDBECK NA LTD","LUNDBECK PHARMS LLC",5060,0,2014-02-18,4,2,2014-09-30,"PRIORITY",224,1,1,1,"northera","droxidopa"
"186",203214,7,"PF PRISM CV","PFIZER",92400,0,2012-11-06,4,1,2013-05-03,"STANDARD",178,1,1,0,"xeljanz","tofacitinib citrate"
"187",203231,15,"INFORLIFE","INFORLIFE",0,1,2013-08-02,4,1,2014-02-07,"STANDARD",189,1,1,0,"zoledronic acid","zoledronic acid"
"188",203255,15,"NOVARTIS PHARMS CORP","NOVARTIS",118393,0,2014-12-15,4,1,2015-07-08,"STANDARD",205,1,1,0,"signifor lar kit","pasireotide pamoate"
"189",203283,15,"MACLEODS PHARMS LTD","MACLEODS PHARMS LTD",10,1,2012-11-08,NA,NA,NA,NA,2454,0,1,0,"lamivudine; tenofovir disoproxil fumarate","lamivudine; tenofovir disoproxil fumarate"
"190",203284,9,"HORIZON THERAPS INC","HORIZON THERAPS INC",1000,1,2013-02-01,3,1,2014-06-24,"STANDARD",508,1,1,0,"ravicti","glycerol phenylbutyrate"
"191",203312,15,"IMPAX LABS INC","IMPAX LABS INC",1495,0,2015-01-07,4,1,2015-12-14,"STANDARD",341,1,1,0,"rytary","carbidopa; levodopa"
"192",203312,15,"IMPAX LABS INC","IMPAX LABS INC",1495,0,2015-01-07,4,2,2015-12-14,"STANDARD",341,1,1,0,"rytary","carbidopa; levodopa"
"193",203313,8,"NOVO","NOVO NORDISC",41971,0,2015-09-25,4,1,2016-03-07,"STANDARD",164,1,1,0,"ryzodeg 70/30","insulin aspart; insulin degludec"
"194",203314,7,"NOVO","NOVO NORDISC",41971,0,2015-09-25,4,4,2016-06-24,"STANDARD",273,1,1,0,"tresiba","insulin degludec"
"195",203324,12,"AVEDRO INC","AVEDRO INC",122,0,2016-04-15,NA,NA,NA,NA,1200,0,1,1,"photrexa","riboflavin 5'-phosphate sodium"
"196",203324,12,"AVEDRO INC","AVEDRO INC",122,0,2016-04-15,NA,NA,NA,NA,1200,0,1,1,"photrexa viscous in dextran 20%","riboflavin 5'-phosphate sodium"
"197",203324,12,"AVEDRO INC","AVEDRO INC",122,0,2016-07-15,NA,NA,NA,NA,1109,0,1,1,"photrexa","riboflavin 5'-phosphate sodium"
"198",203324,12,"AVEDRO INC","AVEDRO INC",122,0,2016-07-15,NA,NA,NA,NA,1109,0,1,1,"photrexa viscous in dextran 20%","riboflavin 5'-phosphate sodium"
"199",203324,2,"AVEDRO INC","AVEDRO INC",122,0,2016-07-15,NA,NA,NA,NA,1109,0,1,1,"photrexa","riboflavin 5'-phosphate sodium"
"200",203324,2,"AVEDRO INC","AVEDRO INC",122,0,2016-07-15,NA,NA,NA,NA,1109,0,1,1,"photrexa viscous in dextran 20%","riboflavin 5'-phosphate sodium"
"201",203341,7,"PF PRISM CV","PFIZER",92400,0,2012-09-04,3,1,2013-09-30,"STANDARD",391,1,1,0,"bosulif","bosutinib monohydrate"
"202",203382,19,"SANDOZ INC","SANDOZ INC",26500,0,2014-12-08,NA,NA,NA,NA,1694,0,1,0,"maraviroc","maraviroc"
"203",203388,7,"GENENTECH","GENENTECH",14717,0,2012-01-30,4,1,2013-05-08,"PRIORITY",464,1,1,1,"erivedge","vismodegib"
"204",203389,15,"HORIZON PHARMA USA","HORIZON THERAPS INC",1000,1,2013-04-30,4,1,2013-10-08,"STANDARD",161,1,1,0,"procysbi","cysteamine bitartrate"
"205",203414,14,"TAKEDA PHARMS USA","TAKEDA PHARMS USA",27230,0,2013-01-25,4,1,2013-10-17,"STANDARD",265,1,1,0,"kazano","alogliptin benzoate; metformin hydrochloride"
"206",203415,7,"ASTELLAS","ASTELLAS",17202,0,2012-08-31,4,1,2013-03-19,"PRIORITY",200,1,1,1,"xtandi","enzalutamide"
"207",203441,7,"NPS PHARMS INC","NPS PHARMS INC",365,0,2012-12-21,2,2,2014-06-26,"STANDARD",552,1,1,0,"gattex kit","teduglutide recombinant"
"208",203469,7,"ARIAD","ARIAD",459,0,2012-12-14,4,2,2013-06-25,"PRIORITY",193,1,1,1,"iclusig","ponatinib hydrochloride"
"209",203479,12,"TASMAN PHARMA","DOUGLAS PHARMA",0,1,2013-02-06,3,2,2013-08-22,"STANDARD",197,1,1,0,"versacloz","clozapine"
"210",203491,15,"NOVARTIS PHARMS CORP","NOVARTIS",118393,0,2012-10-16,3,1,2012-12-14,"STANDARD",59,1,1,0,"ilevro","nepafenac"
"211",203496,12,"UNITED THERAP","UNITED THERAP",860,0,2013-12-20,4,1,2014-10-06,"STANDARD",290,1,1,0,"orenitram","treprostinil diolamine"
"212",203505,8,"DUCHESNAY","DUCHESNAY",100,1,2013-02-26,4,1,2013-08-13,"STANDARD",168,1,1,0,"osphena","ospemifene"
"213",203510,17,"PARAGON BIOTECK","PARAGON BIOTECK",10,1,2013-03-21,4,1,2013-10-08,"PRIORITY",201,1,1,1,"phenylephrine hydrochloride","phenylephrine hydrochloride"
"214",203551,15,"ACTAVIS LLC","ALLERGAN",16900,0,2013-04-12,3,1,2013-11-04,"STANDARD",206,1,1,0,"docetaxel","docetaxel"
"215",203565,15,"LUITPOLD","LUITPOLD",173,1,2013-07-25,4,1,2014-11-16,"STANDARD",479,1,1,0,"injectafer","ferric carboxymaltose"
"216",203567,7,"VALEANT PHARMS INTL","BAUSCH AND LOMB",21100,0,2014-06-06,3,2,2015-02-27,"STANDARD",266,1,1,0,"jublia","efinaconazole"
"217",203568,7,"KASTLE THERAPS LLC","KASTLE THERAPS LLC",0,1,2013-01-29,21,2,2014-05-07,"N/A",463,1,1,0,"kynamro","mipomersen sodium"
"218",203585,7,"TEVA PHARMS INTL","TEVA",42535,0,2012-10-26,4,2,2013-11-22,"STANDARD",392,1,1,0,"synribo","omacetaxine mepesuccinate"
"219",203595,14,"BRAINTREE LABS","BRAINTREE LABS",139,1,2013-01-18,4,1,2013-08-15,"STANDARD",209,1,1,0,"suclear","magnesium sulfate; polyethylene glycol 3350; potassium chloride; potassium sulfate; sodium bicarbonate; sodium chloride; sodium sulfate"
"220",203595,14,"BRAINTREE LABS","BRAINTREE LABS",139,1,2013-01-18,4,2,2013-08-15,"STANDARD",209,1,1,0,"suclear","magnesium sulfate; polyethylene glycol 3350; potassium chloride; potassium sulfate; sodium bicarbonate; sodium chloride; sodium sulfate"
"221",203629,12,"FRESENIUS KABI USA","FRESENIUS KABI USA",232873,1,2015-01-08,4,1,2015-07-31,"STANDARD",204,1,1,0,"neostigmine methylsulfate","neostigmine methylsulfate"
"222",203634,15,"VALEANT PHARMS INTL","BAUSCH AND LOMB",21100,0,2013-01-14,4,1,2014-08-22,"STANDARD",585,1,1,0,"uceris","budesonide"
"223",203667,15,"APIL","AMARIN PHARMS",215,0,2013-05-08,3,2,2013-07-11,"STANDARD",64,1,1,0,"minastrin 24 fe","ethinyl estradiol; norethindrone acetate"
"224",203684,7,"BRACCO","BRACCO",3000,1,2014-10-10,2,1,2016-03-31,"STANDARD",538,1,1,0,"lumason","sulfur hexafluoride lipid-type a microspheres"
"225",203696,14,"ABBVIE ENDOCRINE","ABBVIE INC",30000,0,2012-12-14,3,1,2013-10-30,"STANDARD",320,1,1,0,"lupaneta pack","leuprolide acetate; norethindrone acetate"
"226",203697,12,"PLX PHARMA","PLX PHARMA",3,0,2013-01-14,4,1,2014-01-03,"STANDARD",354,1,1,0,"vazalore","aspirin"
"227",203752,15,"NOVEN","NOVEN",1145,1,2012-10-29,4,5,2014-04-18,"STANDARD",536,1,1,0,"minivelle","estradiol"
"228",203756,7,"EXELIXIS","EXELIXIS",484,0,2012-11-29,4,1,2014-02-28,"PRIORITY",456,1,1,1,"cometriq","cabozantinib s-malate"
"229",203791,12,"EPI HLTH","EPI HLTH",0,1,2013-04-12,NA,NA,NA,NA,2299,0,1,0,"sitavig","acyclovir"
"230",203794,12,"ASSERTIO","ASSERTIO",490,0,2012-10-15,4,1,2014-01-16,"STANDARD",458,1,1,0,"nucynta","tapentadol hydrochloride"
"231",203797,15,"HOSPIRA INC","HOSPIRA INC",19000,0,2013-03-15,NA,NA,NA,NA,2327,0,1,0,"daptomycin","daptomycin"
"232",203826,17,"WEST WARD PHARM CORP","HIKMA PHARMS",8464,0,2012-12-20,4,3,2014-10-23,"STANDARD",672,1,1,0,"phenylephrine hydrochloride","phenylephrine hydrochloride"
"233",203856,15,"WEST-WARD PHARMS INT","HIKMA PHARMS",8464,0,2013-09-16,NA,NA,NA,NA,2142,0,1,0,"cyclophosphamide","cyclophosphamide"
"234",203858,7,"AEGERION","AEGERION",318,0,2012-12-21,3,2,2013-04-10,"STANDARD",110,1,1,0,"juxtapid","lomitapide mesylate"
"235",203922,15,"HOPE PHARMS","HOPE PHARMS",52,1,2012-02-14,3,1,2017-10-19,"STANDARD",2074,1,1,0,"sodium nitrite","sodium nitrite"
"236",203923,15,"HOPE PHARMS","HOPE PHARMS",52,1,2012-02-14,3,1,2017-10-19,"STANDARD",2074,1,1,0,"sodium thiosulfate","sodium thiosulfate"
"237",203952,12,"ABBVIE INC","ABBVIE INC",30000,0,2015-01-09,4,1,2015-05-22,"STANDARD",133,1,1,0,"duopa","carbidopa; levodopa"
"238",203971,7,"BAYER HLTHCARE","BAYER HEALTHCARE",99592,0,2013-05-15,4,1,2015-02-16,"PRIORITY",642,1,1,1,"xofigo","radium ra-223 dichloride"
"239",203975,8,"GLAXOSMITHKLINE","GLAXOSMITHKLINE",99827,0,2013-12-18,4,1,2015-08-07,"STANDARD",597,1,1,0,"anoro ellipta","umeclidinium bromide; vilanterol trifenatate"
"240",203985,12,"NOVARTIS PHARM","NOVARTIS",118393,0,2012-08-29,4,1,2013-03-26,"PRIORITY",209,1,1,1,"afinitor disperz","everolimus"
"241",203993,12,"LUNDBECK PHARMS LLC","LUNDBECK PHARMS LLC",5060,0,2012-12-14,3,2,2013-11-21,"STANDARD",342,1,1,0,"onfi","clobazam"
"242",204016,15,"HOSPIRA INC","HOSPIRA INC",19000,0,2015-12-28,4,1,2016-04-29,"STANDARD",123,1,1,0,"zoledronic acid","zoledronic acid"
"243",204026,7,"CELGENE","CELGENE",8852,0,2013-02-08,4,1,2013-10-03,"STANDARD",237,1,1,0,"pomalyst","pomalidomide"
"244",204031,12,"MALLINCKRODT INC","MALLINCKRODT INC",4500,0,2014-03-11,4,2,2015-01-26,"PRIORITY",321,1,1,1,"xartemis xr","acetaminophen; oxycodone hydrochloride"
"245",204042,7,"JANSSEN PHARMS","JANSSEN",135100,0,2013-03-29,4,1,2013-11-26,"STANDARD",242,1,1,0,"invokana","canagliflozin"
"246",204061,15,"TEVA BRANDED PHARM","TEVA",42535,0,2013-03-28,3,2,2017-08-09,"STANDARD",1595,1,1,0,"quartette","ethinyl estradiol; levonorgestrel"
"247",204063,7,"BIOGEN IDEC INC","BIOGEN",7800,0,2013-03-27,4,2,2013-08-20,"STANDARD",146,1,1,0,"tecfidera","dimethyl fumarate"
"248",204078,15,"AVADEL LEGACY","AVADEL",180,1,2013-05-31,4,1,2014-06-18,"STANDARD",383,1,1,0,"bloxiverz","neostigmine methylsulfate"
"249",204096,12,"ASTELLAS","ASTELLAS",17202,0,2013-07-19,3,1,2014-02-11,"STANDARD",207,1,1,0,"astagraf xl","tacrolimus"
"250",204114,7,"NOVARTIS PHARMS CORP","NOVARTIS",118393,0,2013-05-29,2,1,2014-01-08,"PRIORITY",224,1,1,0,"mekinist","trametinib dimethyl sulfoxide"
"251",204119,14,"HETERO DRUGS LTD","HETERO DRUGS",0,1,2017-06-30,NA,NA,NA,NA,759,0,1,1,"efavirenz, lamivudine, and tenofovir disoproxil fumarate","efavirenz;lamivudine;tenofovir disoproxil fumarate"
"252",204141,12,"TARO PHARMS","TARO PHARMS",1407,0,2013-04-11,4,1,2014-07-18,"STANDARD",463,1,1,0,"topicort","desoximetasone"
"253",204150,15,"ALEMBIC PHARMS LTD","ALEMBIC PHARMS LTD",10000,1,2013-03-04,3,1,2014-07-07,"STANDARD",490,1,1,0,"desvenlafaxine","desvenlafaxine"
"254",204150,15,"ALEMBIC PHARMS LTD","ALEMBIC PHARMS LTD",10000,1,2013-03-04,3,2,2014-07-07,"901 REQUIRED",490,1,1,0,"desvenlafaxine","desvenlafaxine"
"255",204153,7,"MEDICIS","MEDICIS",646,0,2013-11-14,4,1,2016-06-07,"STANDARD",936,1,1,0,"luzu","luliconazole"
"256",204168,9,"ALLERGAN SALES LLC","ALLERGAN",16900,0,2013-07-25,3,1,2014-05-23,"STANDARD",302,1,1,0,"fetzima","levomilnacipran hydrochloride"
"257",204200,17,"PAR STERILE PRODUCTS","PAR STERILE PRODUCTS",0,1,2012-12-07,NA,NA,NA,NA,2425,0,1,0,"adrenalin","epinephrine"
"258",204200,17,"PAR STERILE PRODUCTS","PAR STERILE PRODUCTS",0,1,2012-12-07,NA,NA,NA,NA,2425,0,1,0,"adrenalin","epinephrine"
"259",204200,2,"PAR STERILE PRODUCTS","PAR STERILE PRODUCTS",0,1,2012-12-07,NA,NA,NA,NA,2425,0,1,1,"adrenalin","epinephrine"
"260",204200,2,"PAR STERILE PRODUCTS","PAR STERILE PRODUCTS",0,1,2012-12-07,NA,NA,NA,NA,2425,0,1,1,"adrenalin","epinephrine"
"261",204223,15,"FRESENIUS KABI USA","FRESENIUS KABI USA",232873,1,2013-10-30,4,1,2014-06-23,"STANDARD",236,1,1,0,"morphine sulfate","morphine sulfate"
"262",204251,14,"NOVARTIS PHARMS CORP","NOVARTIS",118393,0,2013-04-19,3,6,2015-11-05,"STANDARD",930,1,1,0,"simbrinza","brimonidine tartrate; brinzolamide"
"263",204275,7,"GLAXO GRP LTD","GLAXOSMITHKLINE",99827,0,2013-05-10,3,2,2015-03-02,"STANDARD",661,1,1,0,"breo ellipta","fluticasone furoate; vilanterol trifenatate"
"264",204286,15,"SEBELA IRELAND LTD","SEBELA IRELAND LTD",130,1,2013-06-27,4,2,2014-09-24,"STANDARD",454,1,1,0,"naftin","naftifine hydrochloride"
"265",204300,15,"AVADEL LEGACY","AVADEL",180,1,2014-06-27,4,1,2015-01-02,"STANDARD",189,1,1,0,"vazculep","phenylephrine hydrochloride"
"266",204307,12,"CYPRESS PHARM","CYPRESS PHARM",41,1,2013-02-20,3,3,2017-01-13,"STANDARD",1423,1,1,0,"vituz","chlorpheniramine maleate; hydrocodone bitartrate"
"267",204308,12,"SILVERGATE PHARMS","SILVERGATE PHARMS",40,1,2013-08-13,4,1,2014-02-03,"STANDARD",174,1,1,0,"epaned kit","enalapril maleate"
"268",204311,15,"MYLAN LABS LTD","MYLAN",35000,0,2014-10-23,NA,NA,NA,NA,1740,0,1,0,"abacavir and lamivudine","abacavir;lamivudine"
"269",204325,12,"NEOS THERAPS INC","NEOS THERAPS",81,0,2017-09-15,NA,NA,NA,NA,682,0,1,0,"adzenys er","amphetamine"
"270",204326,15,"NEOS THERAPS","NEOS THERAPS",81,0,2016-01-27,3,1,2016-11-18,"STANDARD",296,1,1,0,"adzenys xr-odt","amphetamine"
"271",204353,14,"JANSSEN PHARMS","JANSSEN",135100,0,2014-08-08,3,2,2015-03-03,"STANDARD",207,1,1,0,"invokamet","canagliflozin; metformin hydrochloride"
"272",204369,24,"BAYER HEALTHCARE PHARMS","BAYER HEALTHCARE",99592,0,2013-02-25,NA,NA,NA,NA,2345,0,1,1,"stivarga","regorafenib"
"273",204370,7,"ALLERGAN SALES LLC","ALLERGAN",16900,0,2015-09-17,NA,NA,NA,NA,1411,0,1,0,"vraylar","cariprazine hydrochloride"
"274",204370,7,"ALLERGAN SALES LLC","ALLERGAN",16900,0,2015-09-17,NA,NA,NA,NA,1411,0,1,0,"vraylar","cariprazine hydrochloride"
"275",204370,2,"ALLERGAN SALES LLC","ALLERGAN",16900,0,2015-09-17,NA,NA,NA,NA,1411,0,1,0,"vraylar","cariprazine hydrochloride"
"276",204370,2,"ALLERGAN SALES LLC","ALLERGAN",16900,0,2015-09-17,NA,NA,NA,NA,1411,0,1,0,"vraylar","cariprazine hydrochloride"
"277",204384,7,"JANSSEN THERAP","JANSSEN",135100,0,2012-12-28,3,2,2013-08-28,"STANDARD",243,1,1,1,"sirturo","bedaquiline fumarate"
"278",204399,15,"UPSHER SMITH LABS","UPSHER SMITH LABS",10000,1,2014-06-04,3,2,2015-05-11,"STANDARD",341,1,1,0,"vogelxo","testosterone"
"279",204412,12,"APIL","AMARIN PHARMS",215,0,2013-02-01,4,1,2013-07-09,"STANDARD",158,1,1,1,"delzicol","mesalamine"
"280",204417,15,"SPARC","SUN PHARMA GLOBAL",30000,0,2018-12-20,NA,NA,NA,NA,221,0,1,0,"elepsia xr","levetiracetam"
"281",204426,12,"APIL","AMARIN PHARMS",215,0,2013-04-19,4,1,2015-07-22,"STANDARD",824,1,1,0,"taytulla","ethinyl estradiol; norethindrone acetate"
"282",204427,7,"ANACOR PHARMS INC","ANACOR PHARMS INC",110,0,2014-07-07,4,2,2014-12-15,"STANDARD",161,1,1,0,"kerydin","tavaborole"
"283",204441,22,"OTSUKA PHARM CO LTD","OTSUKA PHARM CO LTD",31787,0,2018-04-23,21,1,2018-07-30,"N/A",98,1,1,1,"jynarque","tolvaptan"
"284",204442,12,"TITAN PHARMS","TITAN PHARMS",14,0,2016-05-26,21,3,2017-04-19,"N/A",328,1,1,1,"probuphine","buprenorphine hydrochloride"
"285",204447,7,"TAKEDA PHARMS USA","TAKEDA PHARMS USA",27230,0,2013-09-30,4,1,2013-12-03,"STANDARD",64,1,1,0,"trintellix","vortioxetine hydrobromide"
"286",204485,17,"PAR STERILE PRODUCTS","PAR STERILE PRODUCTS",0,1,2014-04-17,4,1,2014-09-18,"STANDARD",154,1,1,0,"vasostrict","vasopressin"
"287",204505,14,"AUROBINDO PHARMA LTD","AUROBINDO PHARMA LTD",20000,0,2013-10-18,NA,NA,NA,NA,2110,0,1,0,"lamivudine; tenofovir disoproxil fumarate; nevirapine","lamivudine; tenofovir disoproxil fumarate; nevirapine"
"288",204508,15,"BAXTER HLTHCARE CORP","BAXTER HLTHCARE CORP",65,1,2013-10-03,4,1,2014-06-06,"PRIORITY",246,1,1,1,"clinolipid 20%","olive oil; soybean oil"
"289",204516,12,"SEBELA IRELAND LTD","SEBELA IRELAND LTD",130,1,2013-06-28,4,1,2013-12-19,"STANDARD",174,1,1,0,"brisdelle","paroxetine mesylate"
"290",204553,12,"GATOR PHARMS","GATOR PHARMS",0,1,2016-12-27,NA,NA,NA,NA,944,0,1,0,"colprep kit","magnesium sulfate; potassium sulfate; sodium sulfate"
"291",204568,14,"CIPLA","CIPLA",12235,0,2013-12-30,NA,NA,NA,NA,2037,0,1,0,"efavirenz, lamivudine, and tenofovir disoproxil fumarate","efavirenz;lamivudine;tenofovir disoproxil fumarate"
"292",204569,7,"MERCK SHARP DOHME","MERCK",69000,0,2014-08-13,3,1,2014-11-07,"STANDARD",86,1,1,0,"belsomra","suvorexant"
"293",204592,12,"IROKO PHARMS LLC","IROKO PHARMS LLC",50,1,2013-10-18,4,1,2014-04-14,"STANDARD",178,1,1,0,"zorvolex","diclofenac"
"294",204623,12,"HZNP","HORIZON THERAPS INC",1000,1,2014-01-16,4,2,2014-07-10,"STANDARD",175,1,1,0,"pennsaid","diclofenac sodium"
"295",204629,7,"BOEHRINGER INGELHEIM","BOEHRINGER INGELHEIM",50000,1,2014-08-01,2,1,2015-06-26,"STANDARD",329,1,1,0,"jardiance","empagliflozin"
"296",204629,7,"BOEHRINGER INGELHEIM","BOEHRINGER INGELHEIM",50000,1,2014-08-01,2,2,2015-06-26,"STANDARD",329,1,1,0,"jardiance","empagliflozin"
"297",204629,7,"BOEHRINGER INGELHEIM","BOEHRINGER INGELHEIM",50000,1,2014-08-01,2,3,2015-06-26,"STANDARD",329,1,1,0,"jardiance","empagliflozin"
"298",204630,15,"PROVEPHARM SAS","PROVEPHARM SAS",50,1,2016-04-08,4,2,2016-11-29,"STANDARD",235,1,1,0,"provayblue","methylene blue"
"299",204640,17,"PAR STERILE PRODUCTS","PAR STERILE PRODUCTS",0,1,2013-12-18,4,2,2015-12-23,"STANDARD",735,1,1,0,"adrenalin","epinephrine"
"300",204654,15,"APIL","AMARIN PHARMS",215,0,2013-07-24,4,2,2014-04-16,"STANDARD",266,1,1,0,"lo minastrin fe","ethinyl estradiol; norethindrone acetate"
"301",204655,18,"ASTRAZENECA LP","ASTRAZENECA",59700,0,2014-03-28,3,1,2014-10-03,"STANDARD",189,1,1,0,"nexium 24hr","esomeprazole magnesium"
"302",204671,7,"GILEAD SCIENCES INC","GILEAD SCIENCES INC",11000,0,2013-12-06,3,1,2014-11-14,"STANDARD",343,1,1,1,"sovaldi","sofosbuvir"
"303",204677,7,"LIFE MOLECULAR","LIFE MOLECULAR",0,1,2014-03-19,3,1,2014-04-04,"STANDARD",16,1,1,0,"neuraceq","florbetaben f-18"
"304",204683,15,"OSMOTICA PHARM CORP","OSMOTICA",104,0,2013-07-10,3,1,2013-10-01,"STANDARD",83,1,1,0,"khedezla","desvenlafaxine"
"305",204684,7,"KNIGHT THERAPS","KNIGHT THERAPS",27,0,2014-03-19,4,1,2015-04-10,"PRIORITY",387,1,1,1,"impavido","miltefosine"
"306",204708,12,"GALDERMA LABS LP","GALDERMA LABS",5500,1,2013-08-23,4,1,2014-09-05,"STANDARD",378,1,1,0,"mirvaso","brimonidine tartrate"
"307",204734,12,"SHIRE DEV LLC","SHIRE DEV LLC",23906,0,2014-09-24,3,1,2016-02-24,"STANDARD",518,1,1,0,"fosrenol","lanthanum carbonate"
"308",204736,12,"CERECOR INC","CERECOR INC",165,0,2013-03-26,4,1,2013-08-28,"PRIORITY",155,1,1,1,"aciphex sprinkle","rabeprazole sodium"
"309",204760,7,"ASTRAZENECA PHARMS","ASTRAZENECA",59700,0,2014-09-16,3,1,2016-07-22,"STANDARD",675,1,1,0,"movantik","naloxegol oxalate"
"310",204767,15,"FRESENIUS KABI USA","FRESENIUS KABI USA",232873,1,2015-10-28,NA,NA,NA,NA,1370,0,1,0,"acetaminophen","acetaminophen"
"311",204768,12,"IROKO PHARMS LLC","IROKO PHARMS LLC",50,1,2014-02-24,4,2,2015-07-15,"STANDARD",506,1,1,0,"tivorbex","indomethacin"
"312",204781,7,"GUERBET","GUERBET",2101,0,2013-03-20,4,2,2017-03-31,"N/A",1472,1,1,1,"dotarem","gadoterate meglumine"
"313",204790,7,"VIIV HLTHCARE","VIIV HLTHCARE",3,1,2013-08-12,3,1,2014-05-12,"STANDARD",273,1,1,1,"tivicay","dolutegravir sodium"
