DrugID,IndicationID,DrugIndicationID,LeadCompanyID,Drug_Name,Generic_Name,Lead_Company,Ticker,State,Country,Continent,Market_Cap,Disease_Group,Sub_Disease_Group,Indication_Name,Lead_Indication,Current_Phase,Event_Phase,Likelihood_of_Approval,Molecule,Target,Drug_Classification,Imaging_Agent,Route_of_Administration,Fast_Track,SPA,Orphan,Breakthrough,RMAT,QIDP,Est_US_Approval_Date,Est_EU_Approval_Date,Est_Japan_Approval_Date,Actual_US_Approval_Date,Actual_EU_Approval_Date,Actual_Japan_Approval_Date,Future_PDUFA_Date,Future_NDA_BLA_Date,NDA_BLA_Date,Phase_III_Date,Phase_II_Date,Phase_I_Date,IND_Date,Phase_III_Event_Date,Phase_II_Event_Date,Phase_I_Event_Date,Lead_Company_Revenue_Pct_US,Peak_US_Revenue,US_2016,US_2017,US_2018,US_2019_YTD,WW_2016,WW_2017,WW_2018,WW_2019_YTD,Last_Quarter_Reported,Partner
1454,3197,2183,180,Boostrix,Tdap vaccine,GlaxoSmithKline plc,GSK,,United Kingdom,Europe,1.09197E+11,Infectious disease,"Antibacterial, Mycobacterial, or Fungal","Diphtheria, pertussis, and tetanus (DT, Td, DTaP and Tdap) Vaccines",Y,Approved,Approved,100% (Same As Avg.),Vaccine,Bordetella pertussis^ Clostridium tetani^ Corynebacterium diptheriae^ Immune system,Vaccine,No,Intramuscular (IM),N,N,N,,N,N,,,,05/03/05,,,,,07/07/04,,,,,,,,N/A,,$   324.0,$   338.8,$   360.3,$    82.7,$   639.0,$   582.9,$   704.4,$   166.8,Q1 2019,N/A
2994,198,5099,312,Bosulif,bosutinib,Pfizer Inc.,PFE,New York,United States,North America,2.03473E+11,Oncology,Hematologic,Chronic Myelogenous Leukemia (CML),Y,Approved,Approved,100% (Same As Avg.),Small Molecule,BCR-ABL Fusion Protein^ Src Kinase Family,New Molecular Entity (NME),No,Oral (PO),N,N,Y,N,N,N,,,,09/04/12,03/27/13,09/26/14,,,,01/08/08,,,,01/08/08,12/11/06,,N/A,,N/A,$   123.0,$   197.0,$   118.0,N/A,$   186.0,$   296.0,$   177.0,Q2 2019,Avillion LLP
12764,1508,16114,395,Botox - Cosmetic,onabotulinumtoxinA,Allergan plc,AGN,,Ireland,Europe,53945515162,Dermatology,General,Wrinkles,Y,Approved,Approved,100% (Same As Avg.),Natural Protein,"SNARE Proteins (e.g. synaptobrevin, syntaxin, SNAP-25)",Biologic,No,"Intramuscular (IM), Intradermal, Intraarticular",N,N,N,N,N,N,,,,04/12/02,02/25/03,05/24/16,,,,,,,,,,,100%,,N/A,$   394.1,N/A,N/A,N/A,$   664.5,N/A,N/A,Q2 2017,N/A
8016,257,9858,395,Botox - Therapeutic,onabotulinumtoxinA,Allergan plc,AGN,,Ireland,Europe,53945515162,Neurology,"movement disorders, all",Cervical Dystonia,N,Approved,Approved,100% (Same As Avg.),Natural Protein,"SNARE Proteins (e.g. synaptobrevin, syntaxin, SNAP-25)",Biologic,No,"Intramuscular (IM), Intravesical, Intradermal, Intraarticular",N,N,N,,N,N,,,,12/21/00,,06/25/01,,,04/27/99,,,,,,,,100%,,"$  1,983.2","$  2,027.3","$  2,800.3","$  1,326.5","$  2,786.2","$  2,793.5","$  3,577.4","$  1,842.4",Q2 2019,"Endo International plc, GlaxoSmithKline plc"
8016,2841,9937,395,Botox - Therapeutic,onabotulinumtoxinA,Allergan plc,AGN,,Ireland,Europe,53945515162,Urology,Other,Neurogenic Bladder,N,Approved,Approved,100% (Same As Avg.),Natural Protein,"SNARE Proteins (e.g. synaptobrevin, syntaxin, SNAP-25)",Biologic,No,"Intramuscular (IM), Intravesical, Intradermal, Intraarticular",N,N,N,,N,N,,01/01/2012 - 01/01/2012,01/01/2013 - 01/01/2013,08/24/11,10/26/11,,,,,,,,,06/26/06,07/01/05,,100%,,"$  1,983.2","$  2,027.3","$  2,800.3","$  1,326.5","$  2,786.2","$  2,793.5","$  3,577.4","$  1,842.4",Q2 2019,"Endo International plc, GlaxoSmithKline plc"
8016,288,15121,395,Botox - Therapeutic,onabotulinumtoxinA,Allergan plc,AGN,,Ireland,Europe,53945515162,Neurology,Headache,Migraine and Other Headaches,N,Approved,Approved,100% (Same As Avg.),Natural Protein,"SNARE Proteins (e.g. synaptobrevin, syntaxin, SNAP-25)",Biologic,No,"Intramuscular (IM), Intravesical, Intradermal, Intraarticular",N,N,N,N,N,N,,,,10/15/10,07/09/10,,,,09/29/09,,,,,02/07/05,01/27/99,,100%,,"$  1,983.2","$  2,027.3","$  2,800.3","$  1,326.5","$  2,786.2","$  2,793.5","$  3,577.4","$  1,842.4",Q2 2019,"Endo International plc, GlaxoSmithKline plc"
8016,151,16145,395,Botox - Therapeutic,onabotulinumtoxinA,Allergan plc,AGN,,Ireland,Europe,53945515162,Dermatology,General,Dermatology,N,Approved,Approved,100% (Same As Avg.),Natural Protein,"SNARE Proteins (e.g. synaptobrevin, syntaxin, SNAP-25)",Biologic,No,"Intramuscular (IM), Intravesical, Intradermal, Intraarticular",N,N,N,,N,N,,,,07/20/04,07/26/01,,,,07/23/03,,,,,10/20/00,,,100%,,"$  1,983.2","$  2,027.3","$  2,800.3","$  1,326.5","$  2,786.2","$  2,793.5","$  3,577.4","$  1,842.4",Q2 2019,"Endo International plc, GlaxoSmithKline plc"
8016,543,19689,395,Botox - Therapeutic,onabotulinumtoxinA,Allergan plc,AGN,,Ireland,Europe,53945515162,Urology,Other,Overactive Bladder (OAB),N,Approved,Approved,100% (Same As Avg.),Natural Protein,"SNARE Proteins (e.g. synaptobrevin, syntaxin, SNAP-25)",Biologic,No,"Intramuscular (IM), Intravesical, Intradermal, Intraarticular",N,N,N,,N,N,,,,01/18/13,,,,,03/28/12,10/15/09,09/14/05,,,10/15/09,09/14/05,,100%,,"$  1,983.2","$  2,027.3","$  2,800.3","$  1,326.5","$  2,786.2","$  2,793.5","$  3,577.4","$  1,842.4",Q2 2019,"Endo International plc, GlaxoSmithKline plc"
20088,221,26693,312,Braftovi,encorafenib,Pfizer Inc.,PFE,New York,United States,North America,2.03473E+11,Oncology,Solid,Melanoma,Y,Approved,Approved,100% (Same As Avg.),Small Molecule,Raf kinase,New Molecular Entity (NME),No,Oral (PO),N,N,N,N,N,N,,,,06/27/18,09/20/18,01/08/19,,,06/30/17,09/26/13,,,,09/26/13,01/28/13,09/19/11,N/A,,N/A,N/A,N/A,$    17.4,N/A,N/A,N/A,$    17.4,Q1 2019,"Ono Pharmaceutical Company, Ltd., Pierre Fabre Medicament S.A."
15499,241,19711,582,Bravelle,urofollitropin,Ferring Pharmaceuticals,,,Switzerland,Europe,,Obstetrics/Gynecology,Gynecology,Reproductive Disorder,Y,Approved,Approved,100% (Same As Avg.),Protein,Follicle-Stimulating Hormone Receptor (FSHR),Non-NME,No,"Intramuscular (IM), Subcutaneous (SQ)",N,N,N,N,N,N,,,,05/06/02,,,,,,10/23/13,,,,,,,N/A,,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,N/A,N/A
3248,72,5576,180,Breo Ellipta,fluticasone furoate/vilanterol trifenatate,GlaxoSmithKline plc,GSK,,United Kingdom,Europe,1.09197E+11,Respiratory,Asthma,Asthma,Y,Approved,Approved,100% (Same As Avg.),Small Molecule,Beta Adrenergic Receptors^ Glucocorticoid Receptor (GR),New Molecular Entity (NME),No,Inhaled,N,N,N,N,N,N,,,,04/30/15,11/13/13,09/20/13,,,06/30/14,03/17/10,,,,03/17/10,11/14/05,,93%,726.3,$   468.0,$   782.0,$   773.0,$   220.0,$   843.0,"$  1,307.0","$  1,448.0",$   584.0,Q2 2019,"Innoviva, Inc., Vectura Group plc"
3248,73,5577,180,Breo Ellipta,fluticasone furoate/vilanterol trifenatate,GlaxoSmithKline plc,GSK,,United Kingdom,Europe,1.09197E+11,Respiratory,COPD,Chronic Obstructive Pulmonary Disease (COPD),Y,Approved,Approved,100% (Same As Avg.),Small Molecule,Beta Adrenergic Receptors^ Glucocorticoid Receptor (GR),New Molecular Entity (NME),No,Inhaled,N,N,N,N,N,N,,,05/01/2017 - 11/01/2017,05/10/13,11/13/13,,,,07/13/12,10/27/09,,,,10/27/09,02/26/08,04/03/07,93%,554.6,$   468.0,$   782.0,$   773.0,$   220.0,$   843.0,"$  1,307.0","$  1,448.0",$   584.0,Q2 2019,"Innoviva, Inc., Vectura Group plc"
8563,531,10634,254,Bridion,sugammadex,"Merck & Co., Inc.",MRK,New Jersey,United States,North America,2.2384E+11,Neurology,Pain,Anesthesia,Y,Approved,Approved,100% (Same As Avg.),"Carbohydrate, Glycoprotein, or Glycopeptide",Neuromuscular Blocking Agents,New Molecular Entity (NME),No,Intravenous (IV),N,N,N,N,N,N,,,,12/15/15,07/25/08,02/16/10,,,10/31/07,06/02/06,12/31/02,,,06/02/06,12/31/02,,100%,348.8,$    78.0,$   238.0,$   385.0,$   248.0,$   481.0,$   705.0,$   917.0,$   533.0,Q2 2019,N/A
2294,179,3845,45,Brilinta,ticagrelor,AstraZeneca PLC,AZN,,United Kingdom,Europe,28379095980,Cardiovascular,Acute Coronary Syndrome,Acute Coronary Syndrome (ACS),Y,Approved,Approved,100% (Same As Avg.),Small Molecule,Adenosine Diphosphate P2Y12 Receptor,New Molecular Entity (NME),No,Oral (PO),N,N,N,N,N,N,,,,07/20/11,12/06/10,09/28/16,,,11/19/09,10/26/06,,,,10/26/06,08/25/05,,N/A,,$   348.0,$   509.0,$   588.0,$   321.0,$   839.0,"$  1,079.0","$  1,321.0",$   737.0,Q2 2019,The Medicines Company
18793,278,24705,289,Brimonidine Tartrate 0.15%,brimonidine tartrate,Novartis AG,NVS,,Switzerland,Europe,2.10594E+11,Ophthalmology,Glaucoma,Glaucoma / Ocular Hypertension (Ophthalmology),N,Approved,Approved,100% (Same As Avg.),Small Molecule,Alpha 2 Adrenergic Receptor,Non-NME,No,Topical,N,N,N,,N,N,,,,05/22/06,,,,,,,,,,,,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Allergan plc
19562,2864,25820,65,Brineura,cerliponase alfa,BioMarin Pharmaceutical Inc.,BMRN,California,United States,North America,13080442306,Metabolic,Inborn Errors Of Metabolism,Neuronal Ceroid Lipofuscinosis (NCL),Y,Approved,Approved,100% (Same As Avg.),Protein,Tripeptidyl Peptidase-1 (TTP1),Biologic,No,Intracerebral/cerebroventricular,N,N,Y,Y,N,N,,,,04/27/17,06/01/17,,,,05/27/16,,09/17/13,,,,04/01/13,,N/A,,N/A,N/A,N/A,N/A,N/A,$     8.6,$    39.9,$    27.0,Q2 2019,N/A
8366,240,10374,2672,Brisdelle,,"Hisamitsu Pharmaceutical Co., Inc.",4530:JP,,Japan,Asia,,Endocrine,Menopause (Including Specific HRT),Menopause (including Hormone Replacement Therapy [HRT]),Y,Approved,Approved,100% (Same As Avg.),Small Molecule,Serotonin Reuptake,Non-NME,No,Oral (PO),N,N,N,N,N,N,,,,06/28/13,,,,,08/29/12,04/09/10,,,,04/09/10,07/10/07,,N/A,,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,N/A,Shionogi &amp; Co. Ltd.
8072,3009,22790,88,Briviact,brivaracetam,UCB SA,UCB:BB,,Belgium,Europe,,Neurology,Seizure Disorders (Epilepsy),Partial Seizures (Epilepsy),Y,Approved,Approved,100% (Same As Avg.),Small Molecule,SV2A synaptic vesicle protein,New Molecular Entity (NME),No,Oral (PO),N,N,N,N,N,N,,,,02/18/16,01/14/16,,,,11/19/14,09/09/05,,,,09/09/05,,,N/A,,$    12.0,$    76.4,$   120.6,N/A,$    20.0,$   104.3,$   157.2,N/A,Q4 2018,Dr. Reddy's Laboratories
18970,560,24965,4041,Brixadi,buprenorphine,Apple Tree Partners,,New York,United States,North America,,Psychiatry,Other,Substance Use Disorder,Y,Approved,Approved,100% (Same As Avg.),Small Molecule,Opioid receptors,Non-NME,No,Subcutaneous (SQ),Y,N,N,N,N,N,,,,12/21/18,,,,,07/19/17,12/16/15,,,,12/15/15,11/20/14,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Camurus AB, Medison Pharma Ltd."
17358,554,22573,470,Bromday,bromfenac sodium,Bausch Health Companies Inc.,BHC,Quebec,Canada,North America,7936757676,Ophthalmology,Other,Ocular Pain and/or Inflammation (Ophthalmology),Y,Approved (Generic Competition),Approved,100% (Same As Avg.),Small Molecule,"Cyclooxygenases (COX-1, COX-2, and COX-3)",Non-NME,No,Topical,N,N,N,N,N,N,,,,10/16/10,,,,,12/16/09,,,,,05/30/06,,,N/A,,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,N/A,"CROMA Pharma GmbH, Senju Pharmaceutical Co., Ltd."
17209,554,22329,3285,BromSite,bromfenac,Sun Pharmaceutical Industries Ltd.,SUNP:IN,,India,Asia,,Ophthalmology,Other,Ocular Pain and/or Inflammation (Ophthalmology),Y,Approved,Approved,100% (Same As Avg.),Small Molecule,"Cyclooxygenases (COX-1, COX-2, and COX-3)",Non-NME,No,Topical,N,N,N,N,N,N,,,,04/08/16,,,,,06/10/15,02/28/12,,,,02/28/12,08/23/10,,N/A,,N/A,N/A,N/A,$     0.0,N/A,N/A,N/A,$     0.0,N/A,VISUfarma
604,73,1110,686,Brovana,arformoterol tartrate,"Sumitomo Dainippon Pharma Co., Ltd.",4506:JP,,Japan,Asia,,Respiratory,COPD,Chronic Obstructive Pulmonary Disease (COPD),Y,Approved,Approved,100% (Same As Avg.),Small Molecule,Beta Adrenergic Receptors,Non-NME,No,Inhaled,N,N,N,N,N,N,,,,10/09/06,,,,,12/13/05,,,,,01/22/04,,,100%,220.6,$   305.0,N/A,N/A,N/A,$   305.0,$   299.0,$   300.0,$   150.0,Q2 2019,N/A
26542,155,37020,470,Bryhali,halobetasol propionate,Bausch Health Companies Inc.,BHC,Quebec,Canada,North America,7936757676,Autoimmune/immunology,Psoriasis,Psoriasis,Y,Approved,Approved,100% (Same As Avg.),Steroid,Glucocorticoid Receptor (GR),Non-NME,No,Topical,N,N,N,N,N,N,,,,10/08/18,,,,,12/31/17,05/25/16,,,,07/31/15,,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
19034,560,25054,1020,Bunavail,buprenorphine/naloxone,"BioDelivery Sciences International, Inc.",BDSI,North Carolina,United States,North America,311043119,Psychiatry,Other,Substance Use Disorder,Y,Approved,Approved,100% (Same As Avg.),Small Molecule,Opioid receptors,Non-NME,No,Sublingual (SL)/Oral Transmucosal,N,N,N,N,N,N,,,,06/09/14,,,,,07/31/13,08/09/12,,,,08/09/12,,09/06/11,N/A,,$     6.2,$     6.2,$     5.3,$     1.1,$     6.2,$     6.2,$     5.3,$     1.1,Q1 2019,N/A
18542,3629,24325,325,Butrans,Buprenorphine,Purdue Pharma L.P.,,Connecticut,United States,North America,,Neurology,Pain,Chronic Low Back Pain (CLBP),N,Approved,Approved,100% (Same As Avg.),Small Molecule,Opioid receptors,Non-NME,No,Transdermal,N,N,N,N,N,N,,,,06/30/10,,02/23/11,,,,,,,,08/31/01,,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,$    18.6,N/A,Q4 2018,Mundipharma International Limited
200,137,227,45,Bydureon,exenatide,AstraZeneca PLC,AZN,,United Kingdom,Europe,28379095980,Endocrine,Diabetes Mellitus,"Diabetes Mellitus, Type II",Y,Approved,Approved,100% (Same As Avg.),Peptide,GLP-1 Receptor,Non-NME,No,Subcutaneous (SQ),N,N,N,N,N,N,,,01/01/2015 - 07/31/2015,01/27/12,06/17/11,03/30/12,,,05/05/09,03/24/06,03/30/04,03/26/01,,03/24/06,06/25/02,03/26/01,63.5%,1068.8,$   349.0,$   458.0,$   475.0,$   234.0,$   436.0,$   574.0,$   584.0,$   283.0,Q2 2019,"3SBio Inc., Alkermes plc, Bristol-Myers Squibb Company, Eli Lilly &amp; Company"
19287,137,25414,45,Bydureon BCise,exenatide,AstraZeneca PLC,AZN,,United Kingdom,Europe,28379095980,Endocrine,Diabetes Mellitus,"Diabetes Mellitus, Type II",Y,Approved,Approved,100% (Same As Avg.),Small Molecule,GLP-1 Receptor,Non-NME,No,Subcutaneous (SQ),N,N,N,N,N,N,,,,10/23/17,08/30/18,,,,,03/08/13,,,,03/08/13,01/09/12,,N/A,,N/A,N/A,N/A,$     0.0,N/A,N/A,N/A,$     0.0,N/A,"Alkermes plc, Bristol-Myers Squibb Company, Eli Lilly &amp; Company"
201,137,228,45,Byetta,exenatide,AstraZeneca PLC,AZN,,United Kingdom,Europe,28379095980,Endocrine,Diabetes Mellitus,"Diabetes Mellitus, Type II",Y,Approved,Approved,100% (Same As Avg.),Peptide,GLP-1 Receptor,New Molecular Entity (NME),No,Subcutaneous (SQ),N,N,N,N,N,N,,,,04/28/05,11/20/06,10/27/10,,,06/29/04,12/10/01,06/30/99,08/18/98,01/13/99,12/10/01,06/30/99,08/18/98,70%,242.9,$   164.0,$   114.0,$    74.0,$    35.0,$   254.0,$   176.0,$   126.0,$    55.0,Q2 2019,"3SBio Inc., Bristol-Myers Squibb Company, Eli Lilly &amp; Company"
2056,244,3363,395,Bystolic,nebivolol hydrochloride,Allergan plc,AGN,,Ireland,Europe,53945515162,Cardiovascular,Hypertension (Systemic),Hypertension (Systemic),Y,Approved (Generic Competition),Approved,100% (Same As Avg.),Small Molecule,Beta Adrenergic Receptors,New Molecular Entity (NME),No,Oral (PO),N,N,N,N,N,N,,,,12/17/07,,,,,05/05/04,,,,,,,,N/A,,$   323.7,$   612.2,$   583.8,$   278.8,$   639.3,$   614.3,$   585.8,$   279.7,Q2 2019,"Kowa Company, Ltd., Mylan N.V., The Menarini Group"
21648,244,29202,395,Byvalson,nebivolol and valsartan,Allergan plc,AGN,,Ireland,Europe,53945515162,Cardiovascular,Hypertension (Systemic),Hypertension (Systemic),Y,Approved,Approved,100% (Same As Avg.),Small Molecule,Angiotensin II Receptor Type 1 (AT1)^ Beta Adrenergic Receptors,Non-NME,No,Oral (PO),N,N,N,N,N,N,,,,06/03/16,,,,,02/23/14,01/13/12,,,,08/11/11,,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
21568,381,29086,51,Cablivi,caplacizumab-yhdp,Sanofi,SNY,,France,Europe,1.05588E+11,Hematology,Vessel Wall Purpuric Disorders,Thrombotic Thrombocytopenic Purpura (TTP),Y,Approved,Approved,100% (Same As Avg.),Protein,Von Willebrand Factor (vWF),Biologic,No,"Intravenous (IV), Subcutaneous (SQ)",Y,N,Y,N,N,N,,,,02/06/19,09/03/18,,,,09/03/18,09/29/15,09/30/10,,,09/29/15,09/30/10,05/07/09,N/A,,N/A,N/A,N/A,$    12.4,N/A,N/A,N/A,$    22.6,Q2 2019,N/A
2338,532,3940,147,Cabometyx / Cometriq,cabozantinib,"Exelixis, Inc.",EXEL,California,United States,North America,6036469495,Oncology,Solid,Thyroid Cancer,Y,Approved,Approved,100% (Same As Avg.),Small Molecule,"Angiopoietin Receptors (TIE-1 and TIE-2)^ FMS-like tyrosine kinase 3 (FLT-3)^ Hepatocyte growth factor receptor (c-Met, HGFR)^ KIT/c-KIT^ RET^ VEGF Receptor (VEGFR)",New Molecular Entity (NME),No,Oral (PO),Y,Y,Y,N,N,N,,,01/01/2016 - 01/01/2016,11/29/12,03/21/14,,,,05/30/12,07/21/08,,09/22/05,,06/16/08,,09/22/05,97%,55.5,$   135.4,$   349.1,$   619.2,$   373.3,$   143.3,$   406.4,$   783.2,$   498.1,Q2 2019,"Bristol-Myers Squibb Company, GlaxoSmithKline plc, Ipsen SA, Swedish Orphan Biovitrum, Takeda Pharmaceutical Company Ltd"
2338,297,23037,147,Cabometyx / Cometriq,cabozantinib,"Exelixis, Inc.",EXEL,California,United States,North America,6036469495,Oncology,Solid,Hepatocellular (Liver) Cancer (HCC) (Including Secondary Metastases),N,Approved,Approved,100% (Same As Avg.),Small Molecule,"Angiopoietin Receptors (TIE-1 and TIE-2)^ FMS-like tyrosine kinase 3 (FLT-3)^ Hepatocyte growth factor receptor (c-Met, HGFR)^ KIT/c-KIT^ RET^ VEGF Receptor (VEGFR)",New Molecular Entity (NME),No,Oral (PO),N,N,Y,N,N,N,,,,01/14/19,11/15/18,,,,03/14/18,09/10/13,07/30/09,,,09/10/13,07/30/09,,97%,,$   135.4,$   349.1,$   619.2,$   373.3,$   143.3,$   406.4,$   783.2,$   498.1,Q2 2019,"Bristol-Myers Squibb Company, GlaxoSmithKline plc, Ipsen SA, Swedish Orphan Biovitrum, Takeda Pharmaceutical Company Ltd"
2338,216,23111,147,Cabometyx / Cometriq,cabozantinib,"Exelixis, Inc.",EXEL,California,United States,North America,6036469495,Oncology,Solid,Renal Cell Cancer (RCC),N,Approved,Approved,100% (Same As Avg.),Small Molecule,"Angiopoietin Receptors (TIE-1 and TIE-2)^ FMS-like tyrosine kinase 3 (FLT-3)^ Hepatocyte growth factor receptor (c-Met, HGFR)^ KIT/c-KIT^ RET^ VEGF Receptor (VEGFR)",New Molecular Entity (NME),No,Oral (PO),Y,N,N,Y,N,N,,,01/01/2020 - 07/31/2020,04/25/16,09/09/16,,,,12/23/15,05/31/13,,,,05/31/13,08/27/09,,97%,,$   135.4,$   349.1,$   619.2,$   373.3,$   143.3,$   406.4,$   783.2,$   498.1,Q2 2019,"Bristol-Myers Squibb Company, GlaxoSmithKline plc, Ipsen SA, Swedish Orphan Biovitrum, Takeda Pharmaceutical Company Ltd"
2397,244,4054,312,Caduet,amlodipine besylate/atorvastatin calcium,Pfizer Inc.,PFE,New York,United States,North America,2.03473E+11,Cardiovascular,Hypertension (Systemic),Hypertension (Systemic),Y,Approved (Generic Competition),Approved,100% (Same As Avg.),Small Molecule,Calcium Channel,Non-NME,No,Oral (PO),N,N,N,,N,N,,,,01/30/04,,07/09/09,,,03/31/03,,,,,,,,N/A,,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,Q1 2014,"Astellas Pharma, Inc."
2397,446,4055,312,Caduet,amlodipine besylate/atorvastatin calcium,Pfizer Inc.,PFE,New York,United States,North America,2.03473E+11,Cardiovascular,Other,Angina,Y,Approved (Generic Competition),Approved,100% (Same As Avg.),Small Molecule,Calcium Channel,Non-NME,No,Oral (PO),N,N,N,,N,N,,,,01/30/04,,,,,03/31/03,,,,,,,,N/A,,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,Q1 2014,"Astellas Pharma, Inc."
2397,506,4056,312,Caduet,amlodipine besylate/atorvastatin calcium,Pfizer Inc.,PFE,New York,United States,North America,2.03473E+11,Cardiovascular,Other,Dyslipidemia / Hypercholesterolemia,Y,Approved (Generic Competition),Approved,100% (Same As Avg.),Small Molecule,Calcium Channel,Non-NME,No,Oral (PO),N,N,N,,N,N,,,,01/30/04,,07/07/09,,,03/31/03,,,,,,,,N/A,,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,Q1 2014,"Astellas Pharma, Inc."
2397,267,5602,312,Caduet,amlodipine besylate/atorvastatin calcium,Pfizer Inc.,PFE,New York,United States,North America,2.03473E+11,Cardiovascular,Coronary Artery Disease (General),Coronary Artery Disease,Y,Approved (Generic Competition),Approved,100% (Same As Avg.),Small Molecule,Calcium Channel,Non-NME,No,Oral (PO),N,N,N,,N,N,,,,01/30/04,,,,,03/31/03,,,,,,,,N/A,,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,Q1 2014,"Astellas Pharma, Inc."
2397,181,5603,312,Caduet,amlodipine besylate/atorvastatin calcium,Pfizer Inc.,PFE,New York,United States,North America,2.03473E+11,Cardiovascular,General,Cardiovascular Disease,Y,Approved (Generic Competition),Approved,100% (Same As Avg.),Small Molecule,Calcium Channel,Non-NME,No,Oral (PO),N,N,N,,N,N,,,,01/30/04,,,,,03/31/03,,,,,,,,N/A,,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,Q1 2014,"Astellas Pharma, Inc."
17896,3133,23377,3014,Caldolor,ibuprofen,Cumberland Pharmaceuticals Inc.,CPIX,Tennessee,United States,North America,89128556,Neurology,Pain,Mild to Moderate Pain,N,Approved,Approved,100% (Same As Avg.),Small Molecule,"Cyclooxygenases (COX-1, COX-2, and COX-3)",Non-NME,No,Intravenous (IV),N,N,N,,N,N,,,,06/11/09,,,,,12/03/08,,,,,,,,N/A,,$     4.2,$     4.2,$     4.8,$     1.3,$     4.2,$     4.2,$     4.8,$     1.3,Q1 2019,"Grifols, S.A., Harbin Gloria Pharmaceuticals Co., Ltd., Phebra Pty Ltd, Sandor Medicaids Pvt. Ltd., SOHO Group, Winhealth Pharma Group"
17896,2128,25953,3014,Caldolor,ibuprofen,Cumberland Pharmaceuticals Inc.,CPIX,Tennessee,United States,North America,89128556,Not Specified,Other,Fever,N,Approved,Approved,100% (Same As Avg.),Small Molecule,"Cyclooxygenases (COX-1, COX-2, and COX-3)",Non-NME,No,Intravenous (IV),N,N,N,,N,N,,,,06/11/09,,,,,,,,,,,,,N/A,,$     4.2,$     4.2,$     4.8,$     1.3,$     4.2,$     4.2,$     4.8,$     1.3,Q1 2019,"Grifols, S.A., Harbin Gloria Pharmaceuticals Co., Ltd., Phebra Pty Ltd, Sandor Medicaids Pvt. Ltd., SOHO Group, Winhealth Pharma Group"
17896,3130,25954,3014,Caldolor,ibuprofen,Cumberland Pharmaceuticals Inc.,CPIX,Tennessee,United States,North America,89128556,Neurology,Pain,Postsurgical Pain,N,Approved,Approved,100% (Same As Avg.),Small Molecule,"Cyclooxygenases (COX-1, COX-2, and COX-3)",Non-NME,No,Intravenous (IV),N,N,N,N,N,N,,,,06/11/09,,,,,,,,,,01/31/05,,,N/A,,$     4.2,$     4.2,$     4.8,$     1.3,$     4.2,$     4.2,$     4.8,$     1.3,Q1 2019,"Grifols, S.A., Harbin Gloria Pharmaceuticals Co., Ltd., Phebra Pty Ltd, Sandor Medicaids Pvt. Ltd., SOHO Group, Winhealth Pharma Group"
23530,3094,38696,45,Calquence,acalabrutinib,AstraZeneca PLC,AZN,,United Kingdom,Europe,28379095980,Oncology,Hematologic,Mantle Cell Lymphoma - NHL,N,Approved,Approved,100% (Same As Avg.),Small Molecule,Bruton's Tyrosine Kinase (BTK),New Molecular Entity (NME),No,Oral (PO),N,N,Y,Y,N,N,,,,10/31/17,,,,,06/13/17,03/28/17,12/12/14,,,03/28/17,12/12/14,,N/A,,N/A,$     3.0,$    62.0,$    64.0,N/A,$     3.0,$    62.0,$    64.0,Q2 2019,"Acerta Pharma BV, Merck &amp; Co., Inc."
19720,288,26114,3545,Cambia,diclofenac potassium,APR Applied Pharma Research SA,,,Switzerland,Europe,,Neurology,Headache,Migraine and Other Headaches,Y,Approved,Approved,100% (Same As Avg.),Small Molecule,"Cyclooxygenases (COX-1, COX-2, and COX-3)",Non-NME,No,Oral (PO),N,N,N,,N,N,,,,06/17/09,03/31/99,,,,,,,,,,,,N/A,,N/A,N/A,$    35.8,$     8.8,N/A,N/A,$    35.8,$     8.8,Q1 2019,"Assertio Therapeutics, Inc., Nautilus Neurosciences, Inc., Novartis AG, Nuvo Pharmaceuticals, Inc."
