"Company ID","Company Name","Company Type (Public/Private)","Country","Market Cap","Currency","EBITDA Qtr","EBITDA Ann","EBITDA TTM","Total Revenue Qtr","Total Revenue Ann","Total Revenue TTM",
"4138","Azanta A/S","Private","Denmark","","","","","","","","",
"552","Azelon Pharmaceuticals","Private","United States","","","","","","","","",
"4214","Azevan Pharmaceuticals","Private","United States","","","","","","","","",
"8378","Azevedos Industria Farmaceutica, S.A.","Private","Portugal","","","","","","","","",
"4403","AZTherapies, Inc.","Private","United States","","","","","","","","",
"4339","Azure Biotech, Inc.","Private","United States","","","","","","","","",
"8134","Azurity Pharmaceuticals","Private","United States","","","","","","","","",
"5151","AzurRx BioPharma, Inc.","Public","United States","","","","","","","","",
"4681","B. Braun Melsungen AG","Private","Germany","","","","","","","","",
"689","Bachem","Public","Switzerland","","","","","","","","",
"5271","Balance Therapeutics","Private","United States","","","","","","","","",
"6444","Baltic Bio AB","Private","Germany","","","","","","","","",
"9002","Banner Life Sciences, LLC.","Private","United States","","","","","","","","",
"8289","Barricade Therapeutics, Corp.","Private","United States","","","","","","","","",
"57","BASF AG","Public","Germany","0","EUR","0","12848300000","","0","69373900000","",
"767","Basilea Pharmaceutica AG","Public","Switzerland","","","","","","","","",
"4732","Batu Biologics","Private","United States","","","","","","","","",
"470","Bausch Health Companies Inc.","Public","Canada","7461041923","USD","838000000","3111000000","474000000","2136000000","8724000000","8422000000",
"2658","Bavarian Nordic A/S","Public","Denmark","","","","","","","","",
"58","Baxter International Inc.","Public","United States","45247949059","USD","592000000","2019000000","2252000000","2767000000","10561000000","11060000000",
"59","Bayer AG","Public","Germany","","","","","","","","",
"6269","Baylor College of Medicine","Private","United States","","","","","","","","",
"4227","Baylor Research Institute","Private","United States","","","","","","","","",
"4085","BBB Therapeutics B.V.","Private","Netherlands","","","","","","","","",
"3507","Beacon Pharmaceuticals, Ltd.","Private","United Kingdom","","","","","","","","",
"8665","Beactica AB","Private","Sweden","","","","","","","","",
"8792","Beam Therapeutics","Private","United States","","","","","","","","",
"61","Becton, Dickinson and Company","Public","United States","66611129081","USD","1136000000","3475000000","","4402000000","15983000000","",
"4437","BeiGene, Ltd.","Public","Cayman Islands","6443521443","USD","-153098000","-93699000","-524121000","54202000","238387000","157724000",
"7122","Beijing Biostar Technologies, Ltd.","Private","China","","","","","","","","",
"8729","Beijing Fengshuo Weikang Technology Development Co., Ltd.","Private","China","","","","","","","","",
"3903","Beijing Northland Biotech. Co., Ltd.","Private","China","","","","","","","","",
"6803","Beijing Sinobioway Group Company, Limited ","Private","China","","","","","","","","",
"9265","Beijing SL Pharmaceutical Co Ltd","Public","China","","","","","","","","",
"3899","Beijing Tide Pharmaceuticals Co., Ltd. ","Private","China","","","","","","","","",
"8088","Bell Biosystems, Inc.","Private","United States","","","","","","","","",
"4969","Bellerophon Therapeutics, Inc.","Public","United States","33740707","USD","-6741000","-24226000","-30144000","0","0","0",
"3237","Bellicum Pharmaceuticals, Inc.","Public","United States","43005597","USD","-21336000","-82849000","-81578000","292000","185000","739000",
"275","BELLUS Health Inc.","Public","Canada","","","","","","","","",
"4210","Bellvitge University Hospital","Private","Spain","","","","","","","","",
"5215","Belrose Pharma Inc.","Private","United States","","","","","","","","",
"6661","Belvit Pharma GmbH","Private","Switzerland","","","","","","","","",
"7611","BenevolentAI","Private","United Kingdom","","","","","","","","",
"3966","Benitec Biopharma Limited","Public","Australia","9084704","AUD","0","0","","0","3478000","",
"3702","Berg Pharma, LLC","Private","United States","","","","","","","","",
"4281","BerGenBio AS","Public","Norway","","","","","","","","",
"8217","Berlin Cures Holding AG","Private","Germany","","","","","","","","",
"2949","Besins Healthcare SA","Private","Thailand","","","","","","","","",
"3643","Bessor Pharma LLC","Private","United States","","","","","","","","",
"3707","Beta Cat Pharmaceuticals, LLC","Private","United States","","","","","","","","",
"3874","Beta Pharma Inc.","Private","United States","","","","","","","","",
"8853","Beta Therapeutics Pty. Ltd. ","Private","Australia","","","","","","","","",
"3654","Betagenon AB","Private","Sweden","","","","","","","","",
"9109","Betta Pharmaceuticals Co., Ltd.  ","Private","China","","","","","","","","",
"5284","Bexion Pharmaceuticals, Inc.","Private","United States","","","","","","","","",
"6024","Beyond Air, Inc.","Public","Israel","","","","","","","","",
"4978","BeyondSpring Pharmaceuticals, Inc.","Public","United States","","","","","","","","",
"8365","BGN Technologies","Private","Israel","","","","","","","","",
"6114","Bharat Biotech","Private","India","","","","","","","","",
"1770","Bial Pharmaceuticals","Private","Portugal","","","","","","","","",
"6753","Bicycle Therapeutics Limited","Private","United Kingdom","","","","","","","","",
"5429","Bill & Melinda Gates Foundation","Private","United States","","","","","","","","",
"4169","Bio Products Laboratory Ltd.","Private","United Kingdom","","","","","","","","",
"2785","Bio3 Research S.r.l.","Private","Italy","","","","","","","","",
"3347","BioArctic Neuroscience AB","Public","Sweden","","","","","","","","",
"4507","biOasis Technologies, Inc.","Public","United States","","","","","","","","",
"5572","Bioaster","Private","France","","","","","","","","",
"6802","BioAtla LLC","Private","United States","","","","","","","","",
"4604","BioAxone BioSciences, Inc.","Private","United States","","","","","","","","",
"4123","BIOCAD Biopharmaceutical Company","Private","Russia","","","","","","","","",
"4594","Bio-Cancer Treatment International Limited","Private","China","","","","","","","","",
"5348","BioCardia, Inc.","Public","United States","","","","","","","","",
"8838","Biocidium Biopharmaceuticals ","Private","Canada","","","","","","","","",
"648","Bioclones Ltd.","Private","South Africa","","","","","","","","",
"2652","Biocon, Ltd.","Public","India","","","","","","","","",
"3794","BioCrea GmbH","Private","Germany","","","","","","","","",
"3303","BioCritica, Inc.","Private","United States","","","","","","","","",
"63","BioCryst Pharmaceuticals, Inc.","Public","United States","274102610","USD","-28065000","-55674000","-84987000","1454000","25186000","21814000",
"1020","BioDelivery Sciences International, Inc.","Public","United States","302560125","USD","-2292000","-23302000","-27389000","14156000","61985000","50123000",
"3483","BioDiem Ltd.","Public","Australia","","","","","","","","",
"2289","BioElectron Technology Corporation","Private","United States","","","","","","","","",
"3641","Biofrontera AG","Public","Germany","","","","","","","","",
"64","Biogen, Inc.","Public","United States","45504844080","USD","2044100000","6425200000","6806000000","3439000000","12273900000","13233600000",
"9092","BioGenetics Co Ltd.","Private","Korea (South)","","","","","","","","",
"9032","Bioharmony Therapeutics, Inc.","Private","United States","","","","","","","","",
"7347","Biohaven Pharmaceutical Holding Company Ltd.","Public","United States","","","","","","","","",
"4867","Bio-inRen Diagnostics and Therapeutics","Private","Spain","","","","","","","","",
"7756","BioIntegrator, LLC","Private","Russia","","","","","","","","",
"1920","BioInvent International AB","Public","Sweden","","","","","","","","",
"5323","BioKier, Inc.","Private","United States","","","","","","","","",
"3398","Biokine Therapeutics Ltd.","Private","Israel","","","","","","","","",
"1312","Biolex Therapeutics, Inc.","Private","United States","","","","","","","","",
"3441","BioLigands ApS","Private","Denmark","","","","","","","","",
"4658","BioLight Life Sciences Ltd.","Public","Israel","","","","","","","","",
"1248","BioLineRx Ltd.","Public","Israel","320443482","USD","0","0","","0","0","",
"3883","BioLink Life Sciences, Inc.","Private","United States","","","","","","","","",
"5211","BioLite, Inc.","Private","Taiwan","","","","","","","","",
"4328","Biological E. Limited","Private","India","","","","","","","","",
"4147","Biologix FZCo","Private","United Arab Emirates","","","","","","","","",
"4197","Biomar Microbial Technologies, S.A.","Private","Spain","","","","","","","","",
"4631","BioMarck Pharmaceuticals, Ltd.","Private","United States","","","","","","","","",
"65","BioMarin Pharmaceutical Inc.","Public","United States","13489985150","USD","10604000","-51839000","-72710000","391706000","1313646000","1496303000",
"4168","BioMAS Ltd.","Private","Israel","","","","","","","","",
"3381","BioMed Valley Discoveries, Inc.","Private","United States","","","","","","","","",
"2822","Biomedica Life Sciences, S.A.","Private","Greece","","","","","","","","",
"3742","Biomedisyn Corporation","Private","United States","","","","","","","","",
"5385","Biomics Biotech Co. Ltd","Private","China","","","","","","","","",
"7450","BioMimetix JV, LLC","Private","United States","","","","","","","","",
"8051","BiomX Ltd.","Private","Israel","","","","","","","","",
"5476","Bionaturis Group","Private","Spain","","","","","","","","",
"4710","BiOncoTech Therapeutics, S.L.","Private","Spain","","","","","","","","",
"3577","BiondVax Pharmaceuticals","Public","Israel","37579067","ILS","0","-6687000","","0","0","",
"6463","BioNet-Asia Co., Ltd.","Private","Thailand","","","","","","","","",
"5658","BioNevia Pharmaceuticals","Private","United States","","","","","","","","",
"7115","Bioniz Therapeutics","Private","United States","","","","","","","","",
"2909","Bionomics Limited","Public","Australia","0","","","","","","","",
"947","Bionovo, Inc.","Public","United States","","USD","-6242000","-20679000","-22704000","52000","265000","252000",
"5277","BioNTech AG","Private","Germany","","","","","","","","",
"776","BioNumerik Pharmaceuticals, Inc. ","Private","United States","","","","","","","","",
"5331","Bionure, Inc.","Private","United States","","","","","","","","",
"2976","Bio-Path Holdings, Inc.","Public","United States","8106970","USD","-2975000","-8555000","-8424000","0","37000","0",
"3288","Biopeutics Co., Ltd.","Private","Taiwan","","","","","","","","",
"4122","BIOPHARM GmbH","Private","Germany","","","","","","","","",
"4974","BioPharmX, Inc.","Public","United States","","","","","","","","",
"7412","Biophytis SA","Public","France","","","","","","","","",
"4371","BioPro Pharmaceutical, Inc.","Private","Taiwan","","","","","","","","",
"2753","Bioprocess Capital Ventures","Private","Russia","","","","","","","","",
"3431","BioProjet SCR","Private","France","","","","","","","","",
"6097","BioQ Pharma, Inc.","Private","United States","","","","","","","","",
"6229","BioRap Technologies Ltd.","Private","Israel","","","","","","","","",
"7475","BioRestorative Therapies Inc.","Public","United States","","","","","","","","",
"8639","Biosceptre International Limited","Private","United Kingdom","","","","","","","","",
"8807","Bioscience Pharma Partners, LLC","Private","United States","","","","","","","","",
"7145","BioSense Global, LLC","Private","United States","","","","","","","","",
"4119","Biosidus S.A.","Private","Argentina","","","","","","","","",
"8005","BioSight Ltd.","Private","Israel","","","","","","","","",
"2695","BioSpecifics Technologies Corp.","Public","United States","409249755","USD","6388729","19917702","23586027","8168081","27443752","29809773",
"4463","Biospifar SA","Public","Colombia","","","","","","","","",
"7111","Biostage, Inc.","Public","United States","13151460","USD","-2162000","-11055000","-6909000","0","0","0",
"8220","BioStem Technologies, Inc. ","Public","United States","","","","","","","","",
"3584","BioStratum Incorporated","Private","United States","","","","","","","","",
"4907","Biosuccess Biotech Co. Ltd.","Private","United States","","","","","","","","",
"5598","BioSyent Inc.","Public","Canada","","","","","","","","",
"546","Biosynexus Incorporated","Private","United States","","","","","","","","",
"4723","Biotech Development Corp.","Private","Germany","","","","","","","","",
"7601","BioTech Holdings","Private","United States","","","","","","","","",
"3228","Biotecnol Pharmaceuticals, Inc","Private","United States","","","","","","","","",
"1378","Biotest AG","Public","Germany","","","","","","","","",
"2655","Biothera Pharmaceuticals, Inc.","Private","United States","","","","","","","","",
"9028","Bio-Thera Solutions Ltd.","Private","China","","","","","","","","",
"9189","BioTheryX, Inc.","Private","United States","","","","","","","","",
"1669","Bioton S.A.","Public","Poland","","","","","","","","",
"4130","Biotoscana International","Public","Colombia","","","","","","","","",
"3446","Biotron Limited","Public","Australia","","","","","","","","",
"4321","Bioventus LLC","Private","United States","","","","","","","","",
"4065","BioVie, Inc.","Public","United States","","","","","","","","",
"624","BioWest Therapeutics, Inc.","Public","Canada","","","","","","","","",
"7982","BioXcel Therapeutics, Inc.","Public","United States","","","","","","","","",
"2828","Bioxyne Limited","Public","Australia","","","","","","","","",
"8450","Biozeus Desenvolvimento de Produtos Biofarmacêuticos S.A.","Private","Brazil","","","","","","","","",
"8160","BirchBioMed Inc.","Private","Canada","","","","","","","","",
"3950","Bird Rock Bio, Inc.","Private","United States","","","","","","","","",
"5628","Biscayne Pharmaceuticals, Inc.","Private","United States","","","","","","","","",
"4260","BL&H Co., Ltd.","Private","Korea (South)","","","","","","","","",
"9151","Black Belt Therapeutics Limited","Private","United Kingdom","","","","","","","","",
"9024","Black Diamond Therapeutics, Inc.","Private","United States","","","","","","","","",
"7587","BlackThorn Therapeutics, Inc.","Private","United States","","","","","","","","",
"7465","Blake Insomnia Therapeutics Inc.","Public","United States","","","","","","","","",
"5398","Blaze Bioscience, Inc. ","Private","United States","","","","","","","","",
"8417","Bloom Science, Inc.","Private","United States","","","","","","","","",
"3265","Blue Ash Therapeutics, LLC","Private","United States","","","","","","","","",
"2058","Blue Note Pharmaceuticals","Private","United States","","","","","","","","",
"8633","Blueberry Therapeutics Ltd.","Private","United Kingdom","","","","","","","","",
"2924","bluebird bio","Public","United States","5836440597","USD","-145405000","-318627000","-515582000","11528000","35427000","39504000",
"5255","Blueprint Medicines Corporation","Public","United States","3379344333","USD","-74345000","-149669000","-210512000","1095000","21426000","45116000",
"6813","BlueRock Therapeutics","Private","United States","","","","","","","","",
"3334","BlueWillow Biologics","Private","United States","","","","","","","","",
"70","Boehringer Ingelheim GmbH","Private","Germany","","","","","","","","",
"7670","Bolder BioTechnology, Inc.","Private","United States","","","","","","","","",
"9134","Bolt Biotherapeutics, Inc.","Private","United States","","","","","","","","",
"8052","Bone Biologics Corp.","Public","United States","","USD","433499","740169","-1321789","0","0","0",
"4095","Bone Therapeutics SA","Public","Belgium","","","","","","","","",
"6576","Boryung Pharmaceutical Co., Ltd.","Public","Korea (South)","","","","","","","","",
"7070","Boston Pharmaceuticals Inc.","Private","United States","","","","","","","","",
"72","Boston Scientific Corporation","Public","United States","56971078153","USD","0","2139000000","0","2393000000","9048000000","9670000000",
"3656","Boston Therapeutics, Inc.","Public","United States","1762101","USD","-206831","312127","-933846","7790","29356","40456",
"6620","Botanix Pharmaceuticals Limited","Public","United States","","","","","","","","",
"8839","Boulos & Cooper Pharmaceuticals","Private","Australia","","","","","","","","",
"3523","Bracco S.p.A.","Private","Italy","","","","","","","","",
"138","Bradmer Pharmaceuticals","Public","Canada","","","","","","","","",
"2550","BrainCells Inc.","Private","United States","","","","","","","","",
"3366","BrainStorm Cell Therapeutics Inc.","Public","United States","75374342","USD","-3199000","-4914000","-8271000","0","0","0",
"8320","Bravos Biosciences, LLC.","Private","United States","","","","","","","","",
"6120","BriaCell Therapeutics Corp","Public","Canada","","","","","","","","",
"3678","Brickell Biotech, Inc.","Private","United States","","","","","","","","",
"4446","Bridge Bioresearch PLC","Private","United Kingdom","","","","","","","","",
"8645","Bridge Biotherapeutics Inc.","Private","Korea (South)","","","","","","","","",
"7459","Bridge Therapeutics, Inc.","Private","United States","","","","","","","","",
"7803","BridgeBio Inc.","Private","United States","","","","","","","","",
"8940","Brii Biosciences","Private","China","","","","","","","","",
"73","Bristol-Myers Squibb Company","Public","United States","76027818892","USD","1824000000","4401000000","4889000000","5691000000","20776000000","22037000000",
"918","Bruin Pharmaceuticals","Private","United States","","","","","","","","",
"5455","Bruno Farmaceutici SpA","Private","Italy","","","","","","","","",
"8772","Bsense Bio Therapeutics, Ltd.","Private","Israel","","","","","","","","",
"8612","Bugworks Research, Inc.","Private","United States","","","","","","","","",
"1296","Bukwang Pharmaceutical Co., Ltd.","Public","Korea (South)","","","","","","","","",
"5388","Bullet Biotechnology","Private","United States","","","","","","","","",
"5212","Burzynski Research Institute, Inc.","Public","United States","2366071","USD","0","-1613101","0","0","0","0",
"414","BZL Biologics, LLC","Private","United States","","","","","","","","",
"5197","C2N Diagnostics, LLC","Private","United States","","","","","","","","",
"9015","C4 Therapeutics","Private","United States","","","","","","","","",
"8309","C4X Discovery Holdings plc","Private","United Kingdom","","","","","","","","",
"8874","Cabaletta Bio Inc.","Private","United States","","","","","","","","",
"5543","Cadent Therapeutics","Private","United States","","","","","","","","",
"3313","Cadila Pharmaceuticals Ltd.","Private","India","","","","","","","","",
"8491","Caelus Health BV","Private","Netherlands","","","","","","","","",
"3553","Caladrius Biosciences, Inc.","Public","United States","24604957","USD","-3724259","-26881074","-19875023","0","0","0",
"5637","Calchan","Private","United Kingdom","","","","","","","","",
"3027","CalciMedica, Inc.","Private","United States","","","","","","","","",
"5256","Caliber Biotherapeutics","Private","United States","","","","","","","","",
"8812","Calidi Biotherapeutics, Inc. ","Private","United States","","","","","","","","",
"4236","California Institute for Regenerative Medicine","Private","United States","","","","","","","","",
"4387","California Institute of Technology","Private","United States","","","","","","","","",
"4831","California Life Sciences LLC","Private","United States","","","","","","","","",
"4531","Calithera Biosciences, Inc.","Public","United States","145640235","USD","-19509000","-28875000","-48147000","0","25955000","29508000",
"4388","Calliditas Therapeutics AB","Public","Sweden","","","","","","","","",
"7313","Calypso Biotech SA","Private","Switzerland","","","","","","","","",
"878","Calzada Limited","Public","United Kingdom","","","","","","","","",
"8189","Cambium Medical Technologies","Private","United States","","","","","","","","",
"9046","Cambridge Allergy Ltd.","Private","United Kingdom","","","","","","","","",
"8663","CAMP4 Therapeutics","Private","United States","","","","","","","","",
"2067","Camurus AB","Public","Sweden","","","","","","","","",
"3497","Canada Pension Plan Investment Board ","Private","Canada","","","","","","","","",
"2215","CanBas Co., Ltd.","Public","Japan","","","","","","","","",
"4234","Canbex Therapeutics Ltd.","Private","United Kingdom","","","","","","","","",
"5402","CANbridge Life Sciences Ltd.","Private","China","","","","","","","","",
"3988","Cancer Advances, Inc.","Private","United States","","","","","","","","",
"3376","Cancer Prevention Pharmaceuticals, Inc.","Private","United States","","","","","","","","",
"749","Cancer Research Technology Limited","Private","United Kingdom","","","","","","","","",
"4443","Cancer Research Technology Pioneer Fund (CPF)","Private","United Kingdom","","","","","","","","",
"3609","Cancer Research UK","Private","United Kingdom","","","","","","","","",
"6632","Cancer Targeted Technology, LLC","Private","United States","","","","","","","","",
"3900","Cancer Therapeutics CRC","Private","Australia","","","","","","","","",
"2670","Can-Fite BioPharma Ltd.","Public","Israel","37624048","ILS","0","-7364000","","0","846000","",
"8765","Canget BioTekpharma, LLC","Private","United States","","","","","","","","",
"8308","Cannabics Pharmaceuticals Inc.","Public","United States","34978133","USD","-601790","-3720288","-3790267","3305","9601","11148",
"3940","Cannabis Science, Inc.","Public","United States","59457063","USD","-3069562","-5555331","-2470662","2317","9263","7045",
"9267","CannBioRx Life Sciences Corp.","Private","Canada","","","","","","","","",
"4757","Canopus BioPharma Inc.","Public","United States","0","","","","","","","",
"4310","CanSino Biologics Inc.","Private","China","","","","","","","","",
"7068","Cantab Anti-infectives Ltd.","Private","United Kingdom","","","","","","","","",
"5363","Cantargia AB","Public","Sweden","","","","","","","","",
"6124","Cantex Pharmaceuticals, Inc.","Private","United States","","","","","","","","",
"5470","CAO Pharmaceuticals Inc.","Private","United States","","","","","","","","",
"2797","Capricor Therapeutics, Inc.","Public","United States","80464459","USD","-4130537","-12718223","-15152608","219247","2666340","1499073",
"3280","Capstone Therapeutics Corp.","Public","United States","761395","USD","-593000","-1475000","-185000","0","0","0",
"2778","Cara Therapeutics, Inc.","Public","United States","904514138","USD","-21007000","-59572000","-70936000","5062000","911000","7936000",
"3820","Cardeus Pharmaceuticals, Inc.","Private","United States","","","","","","","","",
"600","Cardinal Health Inc.","Public","United States","12748909339","USD","1061000000","1158000000","1728000000","35213000000","136809000000","139381000000",
"4272","CardioNova, Ltd.","Private","Russia","","","","","","","","",
"4779","CardioPharma, Inc.","Private","United States","","","","","","","","",
"7640","Cardiora Pty. Ltd.","Private","Australia","","","","","","","","",
"3904","Cardiorentis AG","Private","Switzerland","","","","","","","","",
"897","CardioVascular BioTherapeutics Inc.","Public","United States","","USD","-1548000","-13622000","-11730000","0","0","0",
"872","Cardiovascular Systems, Inc.","Public","United States","1673298904","USD","-2114000","6168000","4763000","56266000","217043000","223633000",
"8725","Cardurion Pharmaceuticals, LLC","Private","United States","","","","","","","","",
"7542","Carisma Therapeutics Inc.","Private","United States","","","","","","","","",
"6748","Carlyle Investment Management L.L.C.","Public","United States","","","","","","","","",
"7940","Carmel Biosciences, Inc.","Private","United States","","","","","","","","",
"7452","Carmell Therapeutics Corporation","Private","United States","","","","","","","","",
"7821","Carmot Therapeutics Inc.","Private","United States","","","","","","","","",
"6227","Carna Biosciences, Inc.","Public","Japan","","","","","","","","",
"8931","Carnot BioSciences","Private","","","","","","","","","",
"8339","Carnot Laboratorios","Private","Mexico","","","","","","","","",
"8166","CaroGen Corporation","Private","United States","","","","","","","","",
"8014","Carrick Therapeutics","Private","Ireland","","","","","","","","",
"7522","CARsgen Therapeutics","Private","China","","","","","","","","",
"9169","Cartesian Therapeutics, Inc.","Private","United States","","","","","","","","",
"3299","Cary Pharmaceuticals","Private","United States","","","","","","","","",
"5224","Case Western Reserve University","Private","United States","","","","","","","","",
"144","CASI Pharmaceuticals, Inc.","Public","United States","284506045","USD","-8255792","-10633541","-21969706","0","0","0",
"495","Cassava Sciences, Inc.","Public","United States","","USD","-1266000","-11881000","-8266000","0","0","0",
"6148","Cassiopea SpA","Public","Italy","","","","","","","","",
"7497","Castle Creek Pharmaceuticals LLC","Private","United States","","","","","","","","",
"3442","Catabasis Pharmaceuticals, Inc.","Public","United States","47453664","USD","-6002000","-26790000","-25567000","0","500000","250000",
"5881","Catalent, Inc","Public","United States","7726515847","USD","78500000","465900000","472700000","551800000","2463400000","2471300000",
"3528","Catalyst Biosciences, Inc.","Public","United States","81329984","USD","-8309000","-21649000","-27820000","0","1018000","324000",
"1336","Catalyst Pharmaceuticals Inc.","Public","United States","615408149","USD","-8173309","-18633947","-25931264","0","0","0",
"8780","CBM BioPharma, Inc.","Private","United States","","","","","","","","",
"8546","CCM Pharma Solutions","Private","","","","","","","","","",
"3916","Cebix Incorporated","Private","United States","","","","","","","","",
"7121","Cedars-Sinai Medical Center","Private","United States","","","","","","","","",
"8359","Cedilla Therapeutics","Private","United States","","","","","","","","",
"5050","Celdara Medical, LLC","Private","United States","","","","","","","","",
"4224","Celek Pharmaceuticals, LLC","Private","United States","","","","","","","","",
"9259","Celerity Pharmaceuticals, LLC","Private","United States","","","","","","","","",
"4216","Celestial Pharmaceuticals Ltd.","Private","China","","","","","","","","",
"82","Celgene Corporation","Public","United States","65722680441","USD","1849000000","5178000000","5163000000","3892000000","13003000000","14727000000",
"5144","Celimmune LLC","Private","United States","","","","","","","","",
"6182","Celixir Limited","Private","United Kingdom","","","","","","","","",
"3879","Cell Medica Ltd.","Private","United Kingdom","","","","","","","","",
"5575","Cell Source, Inc.","Public","United States","","","","","","","","",
"5147","Cell2B Advanced Therapeutics","Private","Portugal","","","","","","","","",
"4644","CellAct Pharma GmbH","Private","Germany","","","","","","","","",
"6877","Cellastra Inc.","Private","United States","","","","","","","","",
"5538","CellCentric Ltd.","Private","United Kingdom","","","","","","","","",
"499","Celldex Therapeutics, Inc.","Public","United States","400120115","USD","-7215000","-116507000","-166298000","941000","12743000","11230000",
"7299","Cellect Biotechnology Ltd.","Public","Israel","","ILS","0","-6931000","","0","0","",
"1326","Cellectar Biosciences, Inc.","Public","United States","10086506","USD","-3071609","-12054922","-12232531","0","0","0",
"4618","Cellectis SA","Public","France","435109490","USD","0","-89278000","","0","33716000","",
"8162","Cellenkos, Inc.","Private","United States","","","","","","","","",
"3427","Cellerant Therapeutics, Inc.","Private","United States","","","","","","","","",
"7305","Celleron Therapeutics Ltd","Private","United Kingdom","","","","","","","","",
"7050","Cellestia Biotech AG","Private","Switzerland","","","","","","","","",
"8396","Cellid, Inc.","Private","Korea (South)","","","","","","","","",
"8239","Cellix Bio Private Limited","Private","India","","","","","","","","",
"3567","Cellona Therapeutics","Private","United States","","","","","","","","",
"3638","Cellonis Biotechnologies Co., Ltd.","Private","China","","","","","","","","",
"8097","CellProtect Nordic Pharmaceuticals AB","Private","Sweden","","","","","","","","",
"4358","CellSeed, Inc.","Public","Japan","","","","","","","","",
"7834","CellSight Technologies, Inc.","Private","United States","","","","","","","","",
"3597","Celltrion, Inc.","Private","Korea (South)","","","","","","","","",
"4342","Cellular Biomedicine Group, Inc.","Public","United States","212111679","USD","-11493543","-24590604","-33479472","70431","336817","267396",
"7585","Cellular Therapeutics Ltd.","Private","United Kingdom","","","","","","","","",
"8473","Celon Pharma S.A.","Public","Poland","","","","","","","","",
"519","CEL-SCI Corporation","Public","United States","223133240","USD","-3420287","-14165691","","126527","476556","",
"1069","Celsion Corporation","Public","United States","34091937","USD","-3837591","-17880052","-20591242","125000","500000","500000",
"3951","Celtaxsys Inc.","Private","United States","","","","","","","","",
"829","Celtic Pharmaceutical Holdings L.P.","Private","United States","","","","","","","","",
"8047","Celularity, Inc.","Private","United States","","","","","","","","",
"4501","Celvive, Inc.","Private","United States","","","","","","","","",
"2902","Celyad","Public","Belgium","123742763","EUR","0","-52682000","","0","4251000","",
"6116","Cenna Biosciences, Inc.","Private","United States","","","","","","","","",
"2526","Cenomed BioSciences, LLC","Private","United States","","","","","","","","",
"8083","Censa Pharmaceuticals Inc.","Private","United States","","","","","","","","",
"7907","Center Laboratories, Inc.","Public","Taiwan","","","","","","","","",
"5720","Centrexion Therapeutics","Public","United States","","","","","","","","",
"4199","Centrose, LLC","Private","United States","","","","","","","","",
"8427","Centurion BioPharma Corporation","Private","United States","","","","","","","","",
"8942","Centurion Pharma","Private","Turkey","","","","","","","","",
"9221","Century Therapeutics","Private","United States","","","","","","","","",
"7863","Cerebral Therapeutics, LLC.","Private","United States","","","","","","","","",
"1266","Cerecin Inc.","Private","Singapore","","","","","","","","",
"3650","Cerecor Inc.","Public","United States","130987430","USD","-23072444","14453358","-33674523","4074786","27813137","15576239",
"2847","Cerenis Therapeutics, Inc.","Public","United States","","","","","","","","",
"4694","CereSpir, Inc.","Private","United States","","","","","","","","",
"8823","Cerevel Therapeutics, LLC ","Private","United States","","","","","","","","",
"6159","CerRx, Inc.","Private","United States","","","","","","","","",
"7666","CerSci Therapeutics","Private","United States","","","","","","","","",
"515","Cerus Corporation","Public","United States","716438970","USD","-13283000","-55719000","-48820000","19327000","51326000","74431000",
"6633","Cetylite Industries Inc.","Private","United States","","","","","","","","",
"4153","CG Therapeutics, Inc.","Private","United States","","","","","","","","",
"3843","CHA Bio & Diostech Co., Ltd.","Public","Korea (South)","","","","","","","","",
"5552","Chamaeleo Pharma NV","Private","Belgium","","","","","","","","",
"2714","Champions Oncology, Inc.","Public","United States","68275089","USD","426000","-994000","589000","6693000","20241000","22923000",
"3666","Changchun Huayang High-tech Co., Ltd","Private","China","","","","","","","","",
"4090","Charleston Laboratories, Inc.","Private","United States","","","","","","","","",
"4555","CHDI Foundation, Inc.","Private","United States","","","","","","","","",
"5446","Checkmate Pharmaceuticals, Inc.","Private","United States","","","","","","","","",
"7118","Chemigen, Inc.","Private","United States","","","","","","","","",
"454","ChemoCentryx, Inc.","Public","United States","338522297","USD","-11389000","16911000","10896000","8975000","82497000","89844000",
"1257","Chemokine Therapeutics Corp.","Private","Canada","","USD","-392563","","-4751321","0","","0",
"6407","ChemomAb Ltd.","Private","Israel","","","","","","","","",
"4313","Chengdu Kanghong Biotech Co.,Ltd.","Private","China","","","","","","","","",
"7681","Cheplapharm Arzneimittel GmbH","Private","Germany","","","","","","","","",
"3884","Chiasma, Inc.","Public","United States","126550730","USD","-7565000","-28130000","-31149000","0","0","0",
"851","Chiesi Farmaceutici S.p.A.","Private","Italy","","","","","","","","",
"2892","Chimerix, Inc.","Public","United States","111593024","USD","-16802000","-71335000","-74485000","369000","4494000","4196000",
"3635","China Biologic Products Holdings, Inc.","Public","China","2702094760","USD","0","148767195","","0","370406840","",
"5187","China Chemical & Pharmaceutical Co., Ltd.","Public","Taiwan","","","","","","","","",
"8952","China Hiking Group","Private","China","","","","","","","","",
"5745","China Medical System Holdings Limited","Public","China","","","","","","","","",
"2932","China National Chemical Corporation","Private","China","","","","","","","","",
"3487","China State Institute of Pharmaceutical Industry (CSIPI)","Private","China","","","","","","","","",
"3003","Chiva Pharmaceuticals, Inc.","Private","China","","","","","","","","",
"7719","Cho Pharma, Inc.","Private","Taiwan","","","","","","","","",
