Company ID,Company Name,Symbol,Company Type (Public/Private),Company Group,Country,Market Cap,Currency,Number of Employees Qtr,Number of Employees Ann,Number of Employees TTM
2657,"Alder Biopharmaceuticals, Inc.",ALDR,Public,Biotech Industry,United States,604007258,USD,0,193,0
2658,Bavarian Nordic A/S,BAVA:DC,Public,Biotech Industry,Denmark,,,,,
2659,"Cortice Biosciences, Inc.",,Private,Biotech Industry,United States,,,,,
2660,Arete Therapeutics Inc.,,Private,Biotech Industry,United States,,,,,
2665,"Acura Pharmaceuticals, Inc.",ACUR,Public,Biotech Industry,United States,4837711,USD,0,14,0
2666,"Reata Pharmaceuticals, Inc.",RETA,Public,Biotech Industry,United States,1709593101,USD,0,93,0
2667,"NovaBay Pharmaceuticals, Inc.",NBY,Public,Biotech Industry,United States,10766261,USD,0,86,0
2668,"Immuno-Biological Laboratories Co., Ltd.",,Public,Biotech Industry,Japan,,,,,
2670,Can-Fite BioPharma Ltd.,CANF,Public,Biotech Industry,Israel,37624048,ILS,7,7,
2672,"Hisamitsu Pharmaceutical Co., Inc.",4530:JP,Public,Biotech Industry,Japan,,,,,
2673,"Kotinos Pharmaceuticals, Inc.",,Private,Biotech Industry,United States,,,,,
2674,Yeda R&D Company,,Private,Other,Israel,,,,,
2675,Arcion Therapeutics Inc.,,Private,Biotech Industry,United States,,,,,
2676,Treague Ltd.,,Private,Biotech Industry,United Kingdom,,,,,
2677,DynPort Vaccine Company LLC,,Private,Biotech Industry,United States,,,,,
2678,Andarix Pharmaceuticals,,Private,Biotech Industry,United States,,,,,
2679,Indivior plc,INDV:LN,Public,Biotech Industry,United Kingdom,527477417,,,,
2680,Avontec GmbH,,Private,Biotech Industry,Germany,,,,,
2682,"Taxolog, Inc.",,Private,Biotech Industry,United States,,,,,
2684,Octapharma AG,,Private,Pharmaceutical Industry,Switzerland,,,,,
2685,"Melinta Therapeutics, Inc.",MLNT,Public,Biotech Industry,United States,138370027,USD,0,300,0
2687,"Tioga Pharmaceuticals, Inc.",,Private,Biotech Industry,United States,,,,,
2688,Microbot Medical Inc.,MBOT,Public,Biotech Industry,United States,14729596,USD,0,7,0
2690,AB Science S.A.,AB:FP,Public,Biotech Industry,France,,,,,
2692,Kenta Biotech Ltd.,,Private,Biotech Industry,Switzerland,,,,,
2695,BioSpecifics Technologies Corp.,BSTC,Public,Biotech Industry,United States,409249755,USD,0,5,0
2696,Acrux,ACR:AU,Public,Biotech Industry,Australia,,,,,
2697,"Nuon Therapeutics, Inc.",,Private,Biotech Industry,United States,,,,,
2698,"Actis Biologics, Inc.",,Private,Biotech Industry,India,,,,,
2700,"Neurotech Pharmaceuticals, Inc.",,Private,Biotech Industry,United States,,,,,
2701,"TOLMAR, Inc.",,Private,Biotech Industry,United States,,,,,
2702,Kureha Corporation,KUREF,Public,Biotech Industry,Japan,,,,,
2703,"PharmaNova, Inc.",,Private,Biotech Industry,United States,,,,,
2711,"Healthcare of Today, Inc.",,Private,Biotech Industry,United States,,,,,
2712,"Angiochem, Inc.",,Private,Biotech Industry,Canada,,,,,
2713,Epeius Biotechnologies Corporation,,Private,Biotech Industry,United States,,,,,
2714,"Champions Oncology, Inc.",CSBR,Public,Biotech Industry,United States,68275089,USD,0,92,0
2715,NOXXON Pharma NV,ALNOX:FP,Public,Biotech Industry,Germany,,,,,
2716,Omeros Corporation,OMER,Public,Biotech Industry,United States,952250893,USD,0,173,0
2717,"Eleison Pharmaceuticals, LLC",,Private,Biotech Industry,United States,,,,,
2718,Norgine B.V.,,Private,Biotech Industry,Netherlands,,,,,
2720,"TSD Japan, Inc.",,Private,Biotech Industry,Japan,,,,,
2721,"PeriCor Therapeutics, Inc. ",,Private,Biotech Industry,United States,,,,,
2722,"Logical Therapeutics, Inc.",,Private,Biotech Industry,United States,,,,,
2723,"Medinox, Inc.",,Private,Biotech Industry,United States,,,,,
2724,Axon Biochemicals B.V.,,Private,Biotech Industry,Netherlands,,,,,
2725,"Scynexis, Inc.",SCYX,Public,Biotech Industry,United States,52768840,USD,0,19,0
2726,Gamida Cell Ltd.,GMDA,Public,Biotech Industry,Israel,,,,,
2727,NuVue Technologies,,Private,Biotech Industry,United States,,,,,
2728,"Concert Pharmaceuticals, Inc.",CNCE,Public,Biotech Industry,United States,227499357,USD,0,64,0
2729,PanGenetics B.V.,,Private,Biotech Industry,Netherlands,,,,,
2730,Lay Line Genomics S.p.A. ,,Private,Biotech Industry,Italy,,,,,
2732,Apogenix AG,,Private,Biotech Industry,Germany,,,,,
2735,"Epiphany Biosciences, Inc.",,Private,Biotech Industry,United States,,,,,
2736,"Serenity Pharmaceuticals, Inc.",,Private,Biotech Industry,United States,,,,,
2737,"Clovis Oncology, Inc.",CLVS,Public,Biotech Industry,United States,313635370,USD,0,360,0
2740,Knopp Biosciences LLC,,Private,Biotech Industry,United States,,,,,
2741,CROMA Pharma GmbH,,Private,Biotech Industry,Austria,,,,,
2742,LFB Group,,Private,Biotech Industry,France,,,,,
2743,Neuralstem Inc.,CUR,Public,Biotech Industry,United States,30220399,USD,0,6,0
2745,Almac Group,,Private,Biotech Industry,United Kingdom,,,,,
2749,"EyePoint Pharmaceuticals, Inc.",EYPT,Public,Biotech Industry,United States,,,,,
2750,"Alimera Sciences, Inc.",ALIM,Public,Biotech Industry,United States,32937072,USD,0,126,0
2751,Cosmo Pharmaceuticals N.V.,COPN:SW,Public,Biotech Industry,Italy,,,,,
2753,Bioprocess Capital Ventures,,Private,Biotech Industry,Russia,,,,,
2756,"Humanigen, Inc.",HGEN,Public,Biotech Industry,United States,,,,,
2757,Summit Therapeutics plc,SMMT,Public,Biotech Industry,United Kingdom,18538033,GBP,76,76,
2759,Spherix Incorporated,SPEX,Public,Biotech Industry,United States,,,,,
2762,RaQualia Pharma Inc.,4579:JP,Public,Biotech Industry,Japan,,,,,
2763,"Ube Industries, Ltd.",4208:JP,Public,Biotech Industry,Japan,,,,,
2765,"Regen BioPharma, Inc.",RGBP,Public,Biotech Industry,United States,259446,USD,1,1,
2767,"VeroScience, LLC",,Private,Biotech Industry,United States,,,,,
2768,"S2 Therapeutics, Inc.",,Private,Biotech Industry,United States,,,,,
2776,"Romark Laboratories, L.C.",,Private,Biotech Industry,United States,,,,,
2777,"TenX Biopharma, Inc.",,Private,Biotech Industry,United States,,,,,
2778,"Cara Therapeutics, Inc.",CARA,Public,Biotech Industry,United States,904514138,USD,0,37,0
2782,"Xencor, Inc.",XNCR,Public,Biotech Industry,United States,2058176551,USD,0,114,0
2785,Bio3 Research S.r.l.,,Private,Biotech Industry,Italy,,,,,
2786,Krenitsky Pharmaceutical Inc,,Private,Pharmaceutical Industry,United States,,,,,
2787,Myriad Genetics Inc.,MYGN,Public,Biotech Industry,United States,1681397402,USD,0,2400,0
2791,"ACT Biotech, Inc.",,Private,Biotech Industry,United States,,,,,
2792,NewLink Genetics Corporation,NLNK,Public,Biotech Industry,United States,59187123,USD,0,76,0
2793,Quest Diagnostics Incorporated,DGX,Public,Biotech Industry,United States,13824925868,USD,0,45000,0
2794,"Limerick BioPharma, Inc.",,Private,Biotech Industry,United States,,,,,
2795,"Nuvo Pharmaceuticals, Inc.",TSX:NRI,Public,Biotech Industry,Canada,0,,,,
2796,"Sequel Pharmaceuticals, Inc.",,Private,Biotech Industry,United States,,,,,
2797,"Capricor Therapeutics, Inc.",CAPR,Public,Biotech Industry,United States,80464459,USD,0,39,0
2799,Neovacs,ALNEV.FP,Public,Biotech Industry,France,,,,,
2800,Laguna Pharmaceuticals,,Private,Biotech Industry,United States,,,,,
2802,"Victory Pharma, Inc.",,Private,Biotech Industry,United States,,,,,
2803,"Dong-A Socio Holdings Co., Ltd",000640:KS,Public,Biotech Industry,Korea (South),,,,,
2804,CorMedix Inc.,CRMD,Public,Biotech Industry,United States,836164576,USD,0,14,0
2806,"Juventas Therapeutics, Inc.",,Private,Biotech Industry,United States,,,,,
2807,Kreussler Group,,Private,Biotech Industry,Germany,,,,,
2808,"Living Cell Technologies, Ltd.",LCT:AU,Public,Biotech Industry,New Zealand,0,,,,
2814,"Presidio Pharmaceuticals, Inc.",,Private,Biotech Industry,United States,,,,,
2816,"Conatus Pharmaceuticals, Inc.",CNAT,Public,Biotech Industry,United States,9072411,USD,0,33,0
2817,"Sawai Pharmaceutical Co., Ltd.",4555:JP,Public,Biotech Industry,United States,,,,,
2818,Diamyd Medical AB,DMYDY,Public,Biotech Industry,Sweden,,,,,
2819,Verona Pharma plc,VRNA,Public,Biotech Industry,United Kingdom,,,,,
2822,"Biomedica Life Sciences, S.A.",,Private,Biotech Industry,Greece,,,,,
2823,"Zafgen, Inc.",ZFGN,Public,Biotech Industry,United States,30658053,USD,0,35,0
2825,DiaMedica Therapeutics Inc.,DMAC,Public,Biotech Industry,United States,,,,,
2826,"Theracos, Inc.",,Private,Biotech Industry,United States,,,,,
2827,"ImmunoCellular Therapeutics, Ltd.",IMUC,Public,Biotech Industry,United States,1169986,USD,0,4,0
2828,Bioxyne Limited,BXN:AU,Public,Biotech Industry,Australia,,,,,
2829,"HemaQuest Pharmaceuticals, Inc.",,Private,Biotech Industry,United States,,,,,
2831,Polaris Group,,Private,Biotech Industry,United States,,,,,
2832,Achaogen Inc.,AKAO,Public,Biotech Industry,United States,,USD,0,230,0
2833,Medicines for Malaria Venture,,Private,Biotech Industry,Switzerland,,,,,
2836,G2 Therapies Limited,,Private,Biotech Industry,Australia,,,,,
2837,"JCR Pharmaceuticals Co., Ltd.",4552:JP,Public,Biotech Industry,Japan,,,,,
2838,"Adamas Pharmaceuticals, Inc.",ADMS,Public,Biotech Industry,United States,165653329,USD,0,147,0
2839,"Stason Pharmaceuticals, Inc.",,Private,Biotech Industry,United States,,,,,
2841,"VaxInnate, Inc.",,Private,Biotech Industry,United States,,,,,
2843,"Tolera Therapeutics, Inc.",,Private,Biotech Industry,United States,,,,,
2844,Metabolic Solutions Development Company,,Private,Biotech Industry,United States,,,,,
2845,Zambon Company S.p.A.,,Private,Biotech Industry,Italy,,,,,
2846,ErgoNex Pharma GmbH,,Private,Biotech Industry,Switzerland,,,,,
2847,"Cerenis Therapeutics, Inc.",CEREN.PA,Public,Biotech Industry,United States,,,,,
2849,"Trevena, Inc.",TRVN,Public,Biotech Industry,United States,73267837,USD,0,51,0
2853,"Arrowhead Pharmaceuticals, Inc.",ARWR,Public,Biotech Industry,United States,2847897655,USD,116,116,
2854,"Tetraphase Pharmaceuticals, Inc.",TTPH,Public,Biotech Industry,United States,13679920,USD,0,78,0
2855,QRxPharma Limited,QRXPY,Public,Biotech Industry,Australia,,,,,
2857,Laboratorios Théa ,,Private,Biotech Industry,Spain,,,,,
2858,"Grifols, S.A.",GRFS,Public,Biotech Industry,Spain,5599725856,EUR,18296,18296,
2861,"Theragence, Inc.",,Private,Biotech Industry,United States,,,,,
2864,"Agile Therapeutics, Inc.",AGRX,Public,Biotech Industry,United States,36783742,USD,0,21,0
2865,ExperGen Drug Development GmbH,,Private,Biotech Industry,Austria,,,,,
2866,"Akebia Therapeutics, Inc.",AKBA,Public,Biotech Industry,United States,231089205,USD,0,113,0
2868,Siena Biotech S.p.A.,,Private,Biotech Industry,Italy,,,,,
2871,Helix BioPharma Corporation,HBP:CN,Public,Biotech Industry,Canada,30895869,CAD,0,0,
2872,"Constant Therapeutics, LLC",,Private,Biotech Industry,United States,,,,,
2874,Kamada Ltd.,KMDA,Public,Biotech Industry,Israel,217821850,USD,413,413,
2876,"Winston Pharmaceuticals, Inc.",,Private,Biotech Industry,United States,,,,,
2878,Horizon Pharma plc,HZNP,Public,Biotech Industry,Ireland,4557748628,USD,0,1010,0
2880,Clinuvel Pharmaceuticals Ltd.,CLVLY,Public,Biotech Industry,Australia,,,,,
2881,Momotaro-Gene Inc.,,Private,Biotech Industry,Japan,,,,,
2882,Angion Biomedica Corp.,,Private,Biotech Industry,United States,,,,,
2883,DNage BV,,Private,Biotech Industry,Netherlands,,,,,
2884,FIT Biotech Oy,FITBIO:FH,Public,Biotech Industry,Finland,,,,,
2885,Link Medicine Corporation,,Private,Biotech Industry,United States,,,,,
2886,ViroStatics srl,,Private,Biotech Industry,Italy,,,,,
2887,"Power of the Dream Ventures, Inc.",,Private,Biotech Industry,Hungary,,,,,
2890,"Nanotherapeutics, Inc.",,Private,Biotech Industry,United States,,,,,
2891,"Emmaus Life Sciences, Inc.",EMMA,Public,Biotech Industry,United States,,,,,
2892,"Chimerix, Inc.",CMRX,Public,Biotech Industry,United States,111593024,USD,0,82,0
2895,"Satiogen Pharmaceuticals, Inc.",,Private,Biotech Industry,United States,,,,,
2898,TetraLogic Pharmaceuticals,TLOG,Public,Biotech Industry,United States,1981526,USD,0,29,0
2899,"Alopexx Pharmaceuticals, LLC",,Private,Biotech Industry,United States,,,,,
2900,"Trigemina, Inc.",,Private,Biotech Industry,United States,,,,,
2901,Nitto Denko Corporation,6988:JP,Public,Biotech Industry,Japan,,,,,
2902,Celyad,CYAD,Public,Biotech Industry,Belgium,123742763,EUR,70,70,
2903,NephRx Corporation,,Private,Biotech Industry,United States,,,,,
2904,"Protalex, Inc.",PRTX,Public,Biotech Industry,United States,449591,USD,0,0,0
2906,Stallergenes SAS,GENP:FP,Public,Biotech Industry,France,,,,,
2907,"Otonomy, Inc.",OTIC,Public,Biotech Industry,United States,68305178,USD,0,53,0
2909,Bionomics Limited,BNO:AU,Public,Biotech Industry,Australia,0,,,,
2910,Solon Eiendom ASA,SOLON:NO,Public,Biotech Industry,Norway,,,,,
2912,"ReVision Therapeutics, Inc.",,Private,Biotech Industry,United States,,,,,
2913,"Harrow Health, Inc.",HROW,Public,Biotech Industry,United States,,,,,
2914,Axelar AB,,Private,Biotech Industry,Sweden,,,,,
2915,"SillaJen Biotherapeutics, Inc.",,Private,Biotech Industry,United States,,,,,
2916,"Tenax Therapeutics, Inc.",TENX,Public,Biotech Industry,United States,1831870,USD,0,7,0
2917,Forward Pharma A/S,FWP,Public,Biotech Industry,Denmark,44730431,USD,5,5,
2918,"Somnus Therapeutics, Inc.",,Private,Biotech Industry,United States,,,,,
2919,"VentiRx Pharmaceuticals, Inc.",,Private,Biotech Industry,United States,,,,,
2921,Immatics Biotechnologies GmbH,,Private,Biotech Industry,Germany,,,,,
2922,Veloxis Pharmaceuticals A/S,VELO:DC,Public,Biotech Industry,Denmark,,,,,
2923,"Sierra Oncology, Inc.",SRRA,Public,Biotech Industry,Canada,30861875,USD,0,57,0
2924,bluebird bio,BLUE,Public,Biotech Industry,United States,5836440597,USD,0,479,0
2929,Clarus Therapeutics Inc.,,Private,Other,United States,,,,,
2932,China National Chemical Corporation,,Private,Other,China,,,,,
2934,"UMN Pharma, Inc.",4585:JP,Public,Biotech Industry,Japan,,,,,
2936,SanBio Inc.,4592,Public,Biotech Industry,United States,,,,,
2937,"Neuraltus Pharmaceuticals, Inc.",,Private,Biotech Industry,United States,,,,,
2938,CureVac AG,,Private,Biotech Industry,Germany,,,,,
2940,"Prolexys Pharmaceuticals, Inc.",,Private,Biotech Industry,United States,,,,,
2944,"Albireo Pharma, Inc.",ALBO,Public,Biotech Industry,United States,284884286,USD,0,22,0
2946,Zosano Pharma Corporation,ZSAN,Public,Other,United States,25382842,USD,0,51,0
2947,Gene Signal International SA,,Private,Biotech Industry,Switzerland,,,,,
2948,Verva Pharmaceuticals Ltd.,,Private,Biotech Industry,Australia,,,,,
2949,Besins Healthcare SA,,Private,Biotech Industry,Thailand,,,,,
2951,"Omni Bio Pharmaceutical, Inc.",OMBP,Public,Biotech Industry,United States,404626,USD,0,1,0
2952,"ImmuneWorks, Inc.",,Private,Other,United States,,,,,
2953,"Ischemix, LLC",,Private,Biotech Industry,United States,,,,,
2954,"Vaccinogen, Inc.",VGEN,Public,Biotech Industry,United States,,USD,0,24,0
2957,"TVAX Biomedical, LLC",,Private,Biotech Industry,United States,,,,,
2958,Lytix Biopharma AS,,Private,Biotech Industry,Norway,,,,,
2959,"Resolvyx Pharmaceuticals, Inc.",,Private,Other,United States,,,,,
2960,"New American Therapeutics, Inc.",,Private,Biotech Industry,United States,,,,,
2961,Immune Network Ltd.,IMMFF,Public,Biotech Industry,Canada,,,,,
2963,"Alavita Pharmaceuticals, Inc.",,Private,Biotech Industry,United States,,,,,
2964,"Precision Biologics, Inc.",,Private,Biotech Industry,United States,,,,,
2965,"Pacira BioSciences, Inc.",PCRX,Public,Biotech Industry,United States,1502313489,USD,0,489,0
2966,"Assembly Biosciences, Inc.",ASMB,Public,Biotech Industry,United States,303521010,USD,0,79,0
2967,Flynn Pharma Limited,,Private,Biotech Industry,United Kingdom,,,,,
2968,"Jaguar Health, Inc.",JAGX,Public,Biotech Industry,United States,,,,,
2969,"AcelRx Pharmaceuticals, Inc.",ACRX,Public,Biotech Industry,United States,136195998,USD,0,41,0
2970,Pevion Biotech Ltd.,,Private,Biotech Industry,Switzerland,,,,,
2973,"Cold Genesys, Inc.",,Private,Biotech Industry,United States,,,,,
2975,"AlphaVax, Inc.",,Private,Biotech Industry,United States,,,,,
2976,"Bio-Path Holdings, Inc.",BPTH,Public,Other,United States,8106970,USD,0,9,0
2978,Enceladus Pharmaceuticals BV,,Private,Other,Netherlands,,,,,
2979,3SBio Inc.,,Private,Other,China,,CNY,891,891,
2980,"Minerva Neurosciences, Inc.",NERV,Public,Biotech Industry,United States,263548546,USD,0,12,0
2981,Ascentage Pharma Group Corporation,,Private,Biotech Industry,China,,,,,
2982,"Eiger BioPharmaceuticals, Inc.",EIGR,Public,Biotech Industry,United States,187136154,USD,0,16,0
2983,"Maruho Co., Ltd.",,Private,Biotech Industry,Japan,,,,,
2984,Mesoblast Limited,MESO,Public,Biotech Industry,Australia,460438226,USD,81,81,
2987,Serodus ASA,,Private,Biotech Industry,Norway,,,,,
2988,"Profectus Biosciences, Inc.",,Private,Biotech Industry,United States,,,,,
2989,Innate Immunotherapeutics Limited,IIL.AX,Public,Biotech Industry,New Zealand,,,,,
2990,Allozyne Inc.,,Private,Biotech Industry,United States,,,,,
2991,"Oncolys BioPharma, Inc.",4588:JP,Public,Biotech Industry,Japan,,,,,
2992,Anavex Life Sciences Corp.,AVXL,Public,Biotech Industry,United States,117862989,USD,13,13,
2994,Trillium Therapeutics Inc.,TRIL,Public,Biotech Industry,Canada,4192707,CAD,28,28,
2995,"Supernus Pharmaceuticals, Inc.",SUPN,Public,Biotech Industry,United States,1365475749,USD,0,422,0
2999,"Onconova Therapeutics, Inc.",ONTX,Public,Biotech Industry,United States,13334417,USD,0,25,0
3000,ISA Pharmaceuticals B.V.,,Private,Biotech Industry,Netherlands,,,,,
3001,Kiadis Pharma N.V.,KIADF,Public,Biotech Industry,Netherlands,,,,,
3003,"Chiva Pharmaceuticals, Inc.",,Private,Biotech Industry,China,,,,,
3004,Takara Bio Inc.,4974:JP,Public,Biotech Industry,Japan,,,,,
3005,VBL Therapeutics,VBLT,Public,Biotech Industry,Israel,35257601,USD,37,37,
3006,Intrexon Corporation,XON,Public,Biotech Industry,United States,791768205,USD,0,906,0
3009,"Seelos Therapeutics, Inc.",SEEL,Public,Other,United States,,,,,
3011,Mologen AG,MGN.F,Public,Biotech Industry,Germany,,,,,
3014,Cumberland Pharmaceuticals Inc.,CPIX,Public,Biotech Industry,United States,83072783,USD,0,84,0
3016,"Mentrik Biotech, LLC",,Private,Biotech Industry,United States,,,,,
3022,Pivot Pharmaceuticals Inc.,PVOTF,Public,Biotech Industry,Canada,25110344,USD,0,0,0
3023,"Tocagen, Inc.",TOCA,Public,Biotech Industry,United States,,,,,
3024,"Genus Oncology, LLC",,Private,Biotech Industry,United States,,,,,
3025,"Amunix, Inc.",,Private,Biotech Industry,United States,,,,,
3027,"CalciMedica, Inc.",,Private,Biotech Industry,United States,,,,,
3196,"Pieris Pharmaceuticals, Inc.",PIRS,Public,Biotech Industry,United States,238258763,USD,0,68,0
3199,Mimetogen Pharmaceuticals Inc.,,Private,Biotech Industry,Canada,,,,,
3200,"Outlook Pharmaceuticals, Inc.",,Private,Biotech Industry,United States,,,,,
3202,"DORC International, B.V.",,Private,Other,Netherlands,,,,,
3203,Mission Pharmacal Company,,Private,Biotech Industry,United States,,,,,
3204,Hameln Pharmaceuticals Ltd.,,Private,Biotech Industry,United Kingdom,,,,,
3207,Meditrina Pharmaceuticals,,Private,Biotech Industry,United States,,,,,
3208,Laboratoires Expanscience S.A.,,Private,Biotech Industry,France,,,,,
3210,Epitome Pharmaceuticals Ltd.,,Private,Biotech Industry,United States,,,,,
3211,"Xenetic Biosciences, Inc.",XBIO,Public,Biotech Industry,United States,16738922,USD,0,5,0
3212,inRegen,,Private,Biotech Industry,United States,29296,USD,0,25,0
3215,"Intra-Cellular Therapies, Inc.",ITCI,Public,Biotech Industry,United States,464626550,USD,0,49,0
3216,"Avaxia Biologics, Inc.",,Private,Biotech Industry,United States,,,,,
3217,Ekomed LLC,,Private,Biotech Industry,Russia,,,,,
3218,"Aerie Pharmaceuticals, Inc.",AERI,Public,Biotech Industry,United States,1064523663,USD,0,160,0
3219,SpePharm B.V.,,Private,Biotech Industry,Netherlands,,,,,
3220,"Stemline Therapeutics, Inc.",STML,Public,Other,United States,389240494,USD,0,37,0
3222,Will-Pharma,,Private,Biotech Industry,Belgium,,,,,
3225,"iTherX Pharmaceuticals, Inc.",,Private,Biotech Industry,United States,,,,,
3227,"Digna Biotech, S.L.",,Private,Biotech Industry,Spain,,,,,
3228,"Biotecnol Pharmaceuticals, Inc",,Private,Biotech Industry,United States,,,,,
3229,"PsiOxus Therapeutics, Ltd.",,Private,Biotech Industry,United Kingdom,,,,,
3230,"Five Prime Therapeutics, Inc.",FPRX,Public,Biotech Industry,United States,197189414,USD,0,216,0
3231,"Therapix Biosciences, Ltd.",TRPX,Public,Biotech Industry,Israel,7938503,USD,3,3,
3232,"Stemedica Cell Technologies, Inc.",,Private,Biotech Industry,United States,,,,,
3233,"Velicept Therapeutics, Inc.",,Private,Other,United States,,,,,
3234,Rockwell Medical Inc.,RMTI,Public,Other,United States,131048608,USD,0,300,0
3235,"TheraVida, Inc.",,Private,Biotech Industry,United States,,,,,
3236,Anergis SA,,Private,Other,Switzerland,,,,,
3237,"Bellicum Pharmaceuticals, Inc.",BLCM,Public,Biotech Industry,United States,43005597,USD,0,137,0
3238,"Minophagen Pharmaceutical Co., Ltd.",,Private,Biotech Industry,Japan,,,,,
3239,Curacyte AG,,Private,Biotech Industry,Germany,,,,,
3241,"MEDRx Co., Ltd.",,Private,Biotech Industry,Japan,,,,,
3242,Acacia Pharma Group plc,ACPH:BB,Public,Biotech Industry,United Kingdom,,,,,
3247,PRISM BioLab Corporation,,Private,Biotech Industry,Japan,,,,,
3248,Opthea Limited,ASX: OPT,Public,Other,Australia,0,,,,
3250,"FCB-Pharmicell Co., Ltd.",,Private,Biotech Industry,Korea (South),,,,,
3252,"TCA Cellular Therapy, LLC",,Private,Other,United States,,,,,
3254,APEPTICO GmbH,,Private,Biotech Industry,Austria,,,,,
3256,"PharmaEngine, Inc.",,Private,Biotech Industry,Taiwan,,,,,
3258,Aduro Biotech,ADRO,Public,Other,United States,100049145,USD,0,162,0
3259,Nabriva Therapeutics plc,NBRV,Public,Biotech Industry,Austria,,,,,
3260,Isto Biologics,,Private,Biotech Industry,United States,,,,,
3262,"Promedior, Inc.",,Private,Biotech Industry,United States,,,,,
3265,"Blue Ash Therapeutics, LLC",,Private,Other,United States,,,,,
3266,Circassia Ltd.,CIR:LN,Public,Biotech Industry,United Kingdom,,,,,
3267,"Ampio Pharmaceuticals, Inc.",AMPE,Public,Biotech Industry,United States,50188777,USD,0,17,0
3268,Sangart Inc.,,Private,Biotech Industry,United States,,,,,
3270,Neurimmune Holdings AG,,Private,Biotech Industry,Switzerland,,,,,
3273,"Pinnacle Biologics, Inc.",,Private,Biotech Industry,United States,,,,,
3274,Stealth BioTherapeutics Inc.,MITO,Public,Biotech Industry,United States,,,,,
3277,"Y's Therapeutics, Inc.",,Private,Biotech Industry,Japan,,,,,
3278,"Theregen, Inc.",,Private,Other,United States,,,,,
3280,Capstone Therapeutics Corp.,CAPS,Public,Other,United States,761395,USD,0,0,0
3282,Molecular Partners AG,MOLN.SW,Public,Biotech Industry,Switzerland,,,,,
3283,"Xenon Pharmaceuticals, Inc.",XENE,Public,Biotech Industry,Canada,221610255,USD,0,77,0
3285,Sun Pharmaceutical Industries Ltd.,SUNP:IN,Public,Other,India,,,,,
3286,Multiple Myeloma Research Foundation,,Private,Other,United States,,,,,
3287,"Zensun Sci & Tech Co., Ltd.",,Private,Biotech Industry,China,,,,,
3288,"Biopeutics Co., Ltd.",,Private,Biotech Industry,Taiwan,,,,,
3289,"Sorbent Therapeutics, Inc.",,Private,Other,United States,,,,,
3292,Opsona Therapeutics Ltd.,,Private,Biotech Industry,Ireland,,,,,
3293,"Fina Biotech, S.L.",,Private,Biotech Industry,Spain,,,,,
3294,"Garnet Biotherapeutics, Inc. ",,Private,Biotech Industry,United States,,,,,
3296,Atox Bio,,Private,Biotech Industry,Israel,,,,,
3297,Eurocept BV,,Private,Other,Netherlands,,,,,
3298,IntelGenx Technologies Corp.,IGXT,Public,Biotech Industry,Canada,38660539,USD,0,32,0
3299,Cary Pharmaceuticals,,Private,Biotech Industry,United States,,,,,
3300,Orphazyme A/S,ORPHA:DC,Public,Biotech Industry,Denmark,,,,,
3302,Families of Spinal Muscular Atrophy,,Private,Other,United States,,,,,
3303,"BioCritica, Inc.",,Private,Biotech Industry,United States,,,,,
3305,"KemPharm, Inc.",KMPH,Public,Biotech Industry,United States,23545263,USD,0,32,0
3306,Pathway Therapeutics Ltd.,,Private,Biotech Industry,United States,,,,,
3307,"Fortress Biotech, Inc.",FBIO,Public,Biotech Industry,United States,89553617,USD,0,68,0
3308,Mymetics Corporation,MYMX,Public,Biotech Industry,Switzerland,10904898,EUR,0,6,0
3309,"Light Sciences Oncology, Inc.",,Private,Biotech Industry,United States,,,,,
3311,"Esperance Pharmaceuticals, Inc.",,Private,Biotech Industry,United States,,,,,
3313,Cadila Pharmaceuticals Ltd.,,Private,Biotech Industry,India,,,,,
3315,Action Pharma A/S,,Private,Biotech Industry,Denmark,,,,,
3318,Hanwha Corporation,000880.KS,Public,Biotech Industry,Korea (South),,,,,
3319,"Kareus Therapeutics, S.A.",,Private,Biotech Industry,Switzerland,,,,,
3320,IQVIA Holdings Inc.,IQV,Public,Biotech Industry,United States,30983206935,USD,0,55000,0
3321,"TWi Pharmaceuticals, Inc.",,Private,Biotech Industry,Taiwan,,,,,
3322,"OncoTherapy Science, Inc.",4564:JP,Public,Biotech Industry,Japan,,,,,
3323,"Actinium Pharmaceuticals, Inc.",ATNM,Public,Biotech Industry,United States,27478285,USD,0,25,0
3325,PsychoGenics Inc.,,Private,Biotech Industry,United States,,,,,
3326,"SK Biopharmaceuticals Co., Ltd.",,Private,Biotech Industry,Korea (South),,,,,
3328,Lamellar Biomedical Limited,,Private,Biotech Industry,United Kingdom,,,,,
3330,PharmaNeuroBoost NV,,Private,Biotech Industry,Belgium,,,,,
3333,Viriom LLC,,Private,Biotech Industry,Russia,,,,,
3334,BlueWillow Biologics,,Private,Biotech Industry,United States,,,,,
3335,OncoSec Medical Inc.,ONCS,Public,Other,United States,118692883,USD,0,33,0
3336,Lipid Therapeutics GmbH,,Private,Biotech Industry,Germany,,,,,
3337,EndoCeutics Inc.,,Private,Other,Canada,,,,,
3338,PCI Biotech AS,PCIB:NO,Public,Biotech Industry,Norway,,,,,
3343,"Nuron Biotech, Inc.",,Private,Biotech Industry,United States,,,,,
3344,Abzena plc,ABZA:LN,Public,Biotech Industry,United Kingdom,,,,,
3346,"Ausio Pharmaceuticals, LLC",,Private,Biotech Industry,United States,,,,,
